DATUM;1(DA2);2(DA3);3(DB1);4(DB2);5(TA1);6(TA2);7(TA3);8(IRA1);9(IRC1);10(IRC2)
2020-06-12 00:00:00;5;1;1;1;1;9;8;0;0;0
2020-06-12 00:15:00;5;3;0;6;1;6;4;0;0;0
2020-06-12 00:30:00;4;2;1;2;2;6;4;0;0;0
2020-06-12 00:45:00;5;0;2;2;3;7;5;0;0;0
2020-06-12 01:00:00;6;2;1;0;1;8;7;0;0;0
2020-06-12 01:15:00;2;1;0;3;2;4;5;0;0;0
2020-06-12 01:30:00;2;1;0;0;1;1;1;0;0;0
2020-06-12 01:45:00;5;1;0;2;1;5;7;0;0;0
2020-06-12 02:00:00;1;2;1;1;1;2;2;0;0;0
2020-06-12 02:15:00;4;0;1;2;0;1;1;0;0;0
2020-06-12 02:30:00;0;1;1;0;1;4;4;0;0;0
2020-06-12 02:45:00;0;0;0;2;0;1;1;0;0;0
2020-06-12 03:00:00;4;3;0;2;0;3;3;0;0;0
2020-06-12 03:15:00;1;1;1;0;0;3;0;0;0;0
2020-06-12 03:30:00;2;0;0;2;2;3;5;0;0;0
2020-06-12 03:45:00;3;1;1;0;0;3;3;0;0;0
2020-06-12 04:00:00;2;0;0;0;1;2;1;0;0;0
2020-06-12 04:15:00;2;1;0;1;1;3;4;0;0;0
2020-06-12 04:30:00;2;0;0;0;1;0;1;0;0;0
2020-06-12 04:45:00;2;2;3;7;0;5;9;0;0;0
2020-06-12 05:00:00;9;2;3;2;0;6;11;0;0;0
2020-06-12 05:15:00;9;5;10;3;2;5;7;0;0;0
2020-06-12 05:30:00;22;8;15;6;2;10;16;0;0;0
2020-06-12 05:45:00;14;3;7;8;2;1;16;0;0;0
2020-06-12 06:00:00;14;8;14;8;12;4;11;0;0;0
2020-06-12 06:15:00;19;11;7;11;4;1;7;1;0;0
2020-06-12 06:30:00;24;12;18;4;5;6;16;0;0;0
2020-06-12 06:45:00;28;13;19;15;7;4;17;0;0;0
2020-06-12 07:00:00;39;8;12;18;5;0;9;0;0;0
2020-06-12 07:15:00;30;13;18;14;6;5;20;0;0;0
2020-06-12 07:30:00;38;18;20;16;5;3;21;0;0;0
2020-06-12 07:45:00;45;8;13;21;7;3;14;0;0;0
2020-06-12 08:00:00;44;15;20;14;4;0;20;0;0;0
2020-06-12 08:15:00;58;11;20;21;11;0;20;0;0;0
2020-06-12 08:30:00;80;14;17;20;3;1;24;0;0;0
2020-06-12 08:45:00;67;8;18;27;10;4;13;0;0;0
2020-06-12 09:15:00;98;16;16;27;7;0;21;0;0;0
2020-06-12 09:30:00;101;20;21;31;10;1;25;0;0;0
2020-06-12 09:45:00;130;19;31;31;15;0;18;0;0;0
2020-06-12 10:00:00;104;20;20;32;7;2;23;0;0;0
2020-06-12 10:15:00;102;13;14;32;12;11;22;0;0;0
2020-06-12 10:30:00;103;18;19;37;12;1;15;0;0;0
2020-06-12 10:45:00;115;17;12;28;15;1;31;0;0;0
2020-06-12 11:00:00;88;14;12;40;22;0;24;0;0;0
2020-06-12 11:15:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-12 11:30:00;81;21;20;45;12;1;24;0;0;0
2020-06-12 11:45:00;66;13;17;34;8;0;32;0;0;0
2020-06-12 12:00:00;73;16;13;34;12;1;22;0;0;0
2020-06-12 12:15:00;65;15;10;41;9;2;36;2;2;0
2020-06-12 12:30:00;71;15;20;42;16;3;46;0;0;0
2020-06-12 12:45:00;81;15;14;42;13;8;57;0;0;0
2020-06-12 13:00:00;70;17;27;39;8;4;52;0;0;0
2020-06-12 13:15:00;73;20;16;33;10;3;53;0;2;0
2020-06-12 13:30:00;66;15;15;45;7;8;48;0;0;0
2020-06-12 13:45:00;70;14;19;43;9;19;65;0;0;0
2020-06-12 14:00:00;87;15;20;44;10;15;74;0;0;0
2020-06-12 14:15:00;84;17;19;47;10;19;57;0;0;0
2020-06-12 14:30:00;76;18;20;30;7;24;66;2;0;0
2020-06-12 14:45:00;83;13;12;43;3;24;60;0;0;0
2020-06-12 15:00:00;69;18;20;31;10;13;37;0;0;0
2020-06-12 15:15:00;64;15;19;36;13;1;43;0;0;0
2020-06-12 15:30:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-12 15:45:00;62;15;16;27;7;2;57;0;0;0
2020-06-12 16:00:00;93;22;14;34;5;6;59;0;0;0
2020-06-12 16:15:00;64;20;21;37;13;2;48;0;0;0
2020-06-12 16:30:00;75;13;23;27;6;6;58;0;0;0
2020-06-12 16:45:00;57;16;22;24;9;4;64;0;0;0
2020-06-12 17:00:00;52;14;19;36;8;3;43;0;0;0
2020-06-12 17:15:00;59;28;15;32;7;9;43;0;0;0
2020-06-12 17:30:00;61;14;23;39;2;7;57;0;0;0
2020-06-12 17:45:00;63;22;23;31;8;9;55;0;0;0
2020-06-12 18:00:00;65;20;26;31;4;4;54;0;0;0
2020-06-12 18:15:00;59;14;18;27;11;8;48;0;0;0
2020-06-12 18:30:00;64;12;21;27;10;6;50;1;0;0
2020-06-12 18:45:00;51;17;24;24;3;20;42;0;0;0
2020-06-12 19:00:00;43;15;11;27;2;42;49;0;0;0
2020-06-12 19:15:00;39;18;10;31;0;36;48;0;0;0
2020-06-12 19:30:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-12 19:45:00;35;12;13;13;4;58;52;0;0;0
2020-06-12 20:00:00;25;18;20;22;6;12;36;0;0;0
2020-06-12 20:15:00;22;12;10;20;10;5;30;0;0;0
2020-06-12 20:30:00;25;14;13;9;4;2;35;0;2;0
2020-06-12 20:45:00;28;7;14;16;1;2;22;1;0;0
2020-06-12 21:00:00;22;19;13;19;1;2;27;0;0;0
2020-06-12 21:15:00;24;10;12;15;2;8;28;0;0;0
2020-06-12 21:30:00;22;4;9;20;3;2;24;0;0;0
2020-06-12 21:45:00;17;1;3;23;7;8;20;0;0;0
2020-06-12 22:00:00;15;4;8;22;7;2;15;0;0;0
2020-06-12 22:15:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-12 22:30:00;11;6;6;7;1;3;12;0;0;0
2020-06-12 22:45:00;9;5;7;15;1;2;12;0;0;0
2020-06-12 23:00:00;3;5;7;12;5;4;12;0;0;0
2020-06-12 23:15:00;9;4;7;16;5;2;18;0;0;0
2020-06-12 23:30:00;7;3;2;6;5;3;5;0;0;0
2020-06-12 23:45:00;6;7;3;8;1;3;16;0;0;0
