DATUM;1(DA1);2(DA2);3(DC1);4(DC2);5(TA1A);6(TA2a);7(TA1FBA);8(TA2FBA);9(TA1C);10(TA2C);11(TA1FBC);12(TA2FBC)
2020-06-04 00:00:00;6;3;11;11;0;0;0;0;0;0;0;0
2020-06-04 00:15:00;10;7;12;8;0;0;0;0;0;0;0;0
2020-06-04 00:30:00;5;2;3;8;0;0;0;0;0;0;0;0
2020-06-04 00:45:00;11;3;2;9;0;0;0;0;0;0;0;0
2020-06-04 01:00:00;2;2;1;4;0;0;0;0;0;0;0;0
2020-06-04 01:15:00;4;6;3;6;0;0;0;0;0;0;0;0
2020-06-04 01:30:00;10;3;5;7;0;0;0;0;0;0;0;0
2020-06-04 01:45:00;5;1;9;7;0;0;0;0;0;0;0;0
2020-06-04 02:00:00;3;1;3;6;0;0;0;0;0;0;0;0
2020-06-04 02:15:00;8;4;3;5;0;0;0;0;0;0;0;0
2020-06-04 02:30:00;6;2;3;5;0;0;0;0;0;0;0;0
2020-06-04 02:45:00;1;1;2;1;0;0;0;0;0;0;0;0
2020-06-04 03:00:00;3;2;3;2;0;0;0;0;0;0;0;0
2020-06-04 03:15:00;4;0;0;1;0;0;0;0;0;0;0;0
2020-06-04 03:30:00;4;1;2;1;0;0;0;0;0;0;0;0
2020-06-04 03:45:00;5;0;4;1;0;0;0;0;0;0;0;0
2020-06-04 04:00:00;4;1;2;2;0;0;0;0;0;0;0;0
2020-06-04 04:15:00;5;6;5;9;0;0;0;0;0;0;0;0
2020-06-04 04:30:00;8;7;6;4;0;0;0;0;0;0;0;0
2020-06-04 04:45:00;12;3;12;18;0;0;0;0;0;0;0;0
2020-06-04 05:00:00;23;8;16;14;8;0;0;0;0;0;0;0
2020-06-04 05:15:00;36;22;23;32;0;0;0;0;0;0;0;0
2020-06-04 05:30:00;54;24;32;39;0;0;0;0;0;0;0;0
2020-06-04 05:45:00;57;36;30;34;0;0;0;0;0;0;0;0
2020-06-04 06:00:00;20;5;26;26;0;0;0;0;0;0;0;0
2020-06-04 06:15:00;14;9;6;11;0;0;0;0;0;0;0;0
2020-06-04 06:30:00;94;58;71;88;0;0;0;0;0;0;0;0
2020-06-04 06:45:00;107;64;48;91;0;1;0;0;0;1;0;0
2020-06-04 07:00:00;83;59;57;83;0;0;0;0;0;0;0;0
2020-06-04 07:15:00;95;67;64;87;11;0;2;0;0;13;0;0
2020-06-04 07:30:00;109;62;66;89;1;2;0;0;2;4;0;0
2020-06-04 07:45:00;108;79;68;104;1;0;0;0;0;0;0;0
2020-06-04 08:00:00;84;50;69;94;1;4;0;0;1;2;0;0
2020-06-04 08:30:00;110;70;76;81;5;0;0;0;3;1;0;0
2020-06-04 08:45:00;93;68;58;91;5;1;0;0;3;2;0;0
2020-06-04 09:00:00;97;61;70;79;4;0;0;0;0;3;0;0
2020-06-04 09:15:00;103;71;77;82;0;4;0;0;3;0;0;0
2020-06-04 09:30:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-04 09:45:00;117;75;73;102;1;0;0;0;9;1;1;0
