DATUM;1(DA2);2(DA3);3(DB1);4(DB2);5(TA1);6(TA2);7(TA3);8(IRA1);9(IRC1);10(IRC2)
2020-12-21 00:00:00;0;0;0;0;0;0;0;0;0;0
2020-12-21 00:15:00;0;0;0;1;2;0;1;0;0;0
2020-12-21 00:30:00;1;0;0;0;0;0;1;0;0;0
2020-12-21 00:45:00;3;1;0;0;0;0;0;0;0;0
2020-12-21 01:00:00;1;0;0;1;1;0;0;0;0;0
2020-12-21 01:15:00;0;0;0;0;0;0;0;0;0;0
2020-12-21 01:30:00;0;0;0;0;2;2;2;0;0;0
2020-12-21 01:45:00;1;1;0;0;0;2;0;0;0;0
2020-12-21 02:00:00;1;0;0;1;0;0;0;0;0;0
2020-12-21 02:15:00;1;1;0;0;1;2;1;0;0;0
2020-12-21 02:30:00;1;1;0;0;0;0;0;0;0;0
2020-12-21 02:45:00;0;0;0;1;0;4;2;0;0;0
2020-12-21 03:00:00;1;0;0;1;2;1;0;0;0;0
2020-12-21 03:15:00;2;1;1;0;0;1;1;0;0;0
2020-12-21 03:30:00;0;0;0;1;0;0;0;0;0;0
2020-12-21 03:45:00;1;1;1;0;0;3;2;0;0;0
2020-12-21 04:00:00;3;0;0;1;3;0;0;0;0;0
2020-12-21 04:15:00;1;1;0;1;0;1;0;0;0;0
2020-12-21 04:30:00;2;3;0;1;1;7;6;0;0;0
2020-12-21 04:45:00;4;3;3;5;1;6;3;0;0;0
2020-12-21 05:00:00;9;4;7;1;0;7;3;0;0;0
2020-12-21 05:15:00;8;24;28;9;2;20;12;0;0;1
2020-12-21 05:30:00;17;23;26;18;2;26;24;0;0;2
2020-12-21 05:45:00;28;21;25;23;5;30;27;0;0;1
2020-12-21 06:00:00;21;13;22;22;6;14;18;0;0;2
2020-12-21 06:15:00;28;24;19;19;7;17;15;0;0;0
2020-12-21 06:30:00;33;31;41;24;6;32;17;0;0;1
2020-12-21 06:45:00;62;31;47;31;10;27;18;0;0;2
2020-12-21 07:00:00;51;17;33;19;5;22;15;0;0;1
2020-12-21 07:15:00;60;24;36;20;11;27;19;0;0;1
2020-12-21 07:30:00;85;24;31;19;8;17;23;0;0;1
2020-12-21 07:45:00;66;22;42;29;8;19;18;0;0;3
2020-12-21 08:00:00;51;20;26;22;9;29;26;0;0;0
2020-12-21 08:15:00;48;22;39;18;11;19;28;0;0;2
2020-12-21 08:30:00;63;24;28;26;12;24;32;0;0;3
2020-12-21 08:45:00;62;23;22;27;13;22;32;0;0;1
