DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DC2);6(DD1);7(TAFGC);8(TAFBB);9(TAFBC);10(TAFBD)
2020-06-15 00:00:00;5;3;0;4;3;0;0;0;0;0
2020-06-15 00:15:00;5;4;0;10;3;1;0;0;0;0
2020-06-15 00:30:00;8;6;0;8;6;0;0;0;0;0
2020-06-15 00:45:00;6;4;0;3;4;0;0;0;0;0
2020-06-15 01:00:00;5;3;0;2;2;0;0;0;0;0
2020-06-15 01:15:00;4;5;1;5;2;0;0;0;0;0
2020-06-15 01:30:00;10;7;0;1;3;0;0;0;0;0
2020-06-15 01:45:00;6;5;0;2;8;1;0;0;0;0
2020-06-15 02:00:00;5;2;0;3;6;0;0;0;0;0
2020-06-15 02:15:00;8;2;0;2;6;0;0;0;0;0
2020-06-15 02:30:00;2;2;0;3;3;1;0;0;0;0
2020-06-15 03:00:00;8;5;0;4;6;1;0;0;0;0
2020-06-15 03:15:00;5;4;0;6;4;0;0;0;0;0
2020-06-15 03:30:00;6;6;0;6;5;0;0;0;0;0
2020-06-15 03:45:00;4;3;0;4;1;0;0;0;0;0
2020-06-15 04:00:00;6;3;0;17;3;1;0;0;0;0
2020-06-15 04:15:00;3;1;0;5;6;0;0;0;0;0
2020-06-15 04:30:00;13;7;0;9;5;0;0;0;0;0
2020-06-15 04:45:00;15;11;0;25;13;0;0;0;0;0
2020-06-15 05:00:00;25;10;3;47;17;0;0;0;0;0
2020-06-15 05:15:00;45;23;2;64;24;0;0;0;0;0
2020-06-15 05:30:00;48;34;2;51;26;1;0;0;0;0
2020-06-15 05:45:00;70;38;0;75;36;0;0;0;0;0
2020-06-15 06:00:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-15 06:15:00;64;27;0;91;28;2;0;0;0;0
2020-06-15 06:30:00;96;49;0;94;55;3;2;0;0;0
2020-06-15 06:45:00;117;89;1;98;59;3;0;0;0;0
2020-06-15 07:00:00;96;52;0;118;78;4;0;0;0;0
2020-06-15 07:15:00;115;51;0;146;95;5;1;0;0;0
2020-06-15 07:30:00;114;56;0;127;80;4;0;0;0;0
2020-06-15 07:45:00;116;72;0;109;64;9;0;0;0;0
2020-06-15 08:00:00;86;77;1;108;66;6;1;0;0;0
2020-06-15 08:15:00;100;81;1;93;61;10;3;0;0;0
2020-06-15 08:30:00;89;77;1;91;51;6;0;0;0;0
2020-06-15 08:45:00;73;60;2;103;53;4;0;0;0;0
2020-06-15 09:00:00;79;48;4;82;59;5;0;0;0;0
2020-06-15 09:15:00;92;72;1;111;73;6;0;0;0;0
2020-06-15 09:30:00;91;45;1;95;66;5;13;0;0;0
2020-06-15 09:45:00;120;57;7;88;62;10;1;0;0;0
2020-06-15 10:00:00;114;71;5;109;75;11;0;0;0;0
2020-06-15 10:15:00;101;62;5;131;63;7;0;0;0;0
2020-06-15 10:30:00;115;61;257;101;66;8;0;0;0;0
2020-06-15 10:45:00;112;67;5;96;82;8;0;0;0;0
2020-06-15 11:00:00;103;73;1;135;83;7;0;0;0;0
2020-06-15 11:15:00;113;84;2;109;68;7;0;0;0;0
2020-06-15 11:45:00;107;83;10;132;73;6;5;0;0;0
2020-06-15 12:00:00;124;86;8;107;72;7;2;0;0;0
2020-06-15 12:15:00;111;77;9;115;57;7;0;0;0;0
2020-06-15 12:30:00;111;66;8;117;76;9;0;0;0;0
2020-06-15 12:45:00;116;74;8;121;70;10;1;0;0;0
2020-06-15 13:00:00;116;77;12;126;71;6;6;0;0;0
2020-06-15 13:15:00;110;60;6;95;58;6;0;0;0;0
2020-06-15 13:30:00;117;67;8;115;74;5;0;0;0;0
2020-06-15 13:45:00;108;81;2;108;85;10;0;0;0;0
2020-06-15 14:00:00;121;60;16;104;80;261;5;0;0;0
2020-06-15 14:30:00;100;74;2;107;77;7;0;0;0;0
2020-06-15 14:45:00;117;67;3;120;72;6;2;0;0;0
2020-06-15 15:00:00;114;68;5;106;79;8;1;0;0;0
2020-06-15 15:15:00;118;79;8;126;76;9;0;0;0;0
2020-06-15 15:30:00;124;67;4;114;67;7;0;0;0;0
2020-06-15 15:45:00;118;78;4;112;86;13;0;0;0;0
2020-06-15 16:00:00;135;76;4;152;87;10;0;0;0;0
