DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC2);7(DC3);8(DC4);9(DC5);10(DD1);11(TAFGAC)
2019-12-23 00:00:00;7;12;0;0;14;6;0;13;8;0;0
2019-12-23 00:15:00;4;8;0;0;14;7;0;14;6;0;0
2019-12-23 00:30:00;11;8;0;0;14;12;0;12;14;0;0
2019-12-23 00:45:00;10;13;0;0;15;5;0;16;6;0;0
2019-12-23 01:00:00;8;5;0;0;11;4;0;11;4;0;0
2019-12-23 01:15:00;5;13;2;0;8;5;1;4;5;0;0
2019-12-23 01:30:00;4;4;0;0;13;5;0;12;8;0;0
2019-12-23 01:45:00;3;4;2;0;5;6;0;3;3;0;0
2019-12-23 02:00:00;10;6;1;0;5;4;1;6;4;0;0
2019-12-23 02:15:00;7;3;1;0;7;4;0;6;4;0;0
2019-12-23 02:30:00;3;2;0;0;10;5;0;7;10;0;0
2019-12-23 02:45:00;8;8;1;1;5;3;0;4;4;0;0
2019-12-23 03:00:00;8;8;0;0;8;10;1;8;12;0;0
2019-12-23 03:15:00;3;6;0;0;8;2;0;8;2;0;0
2019-12-23 03:30:00;6;5;0;0;4;3;0;4;3;0;0
2019-12-23 03:45:00;5;4;1;0;5;3;0;4;5;0;0
2019-12-23 04:00:00;4;3;0;0;3;1;0;2;3;0;0
2019-12-23 04:15:00;10;10;0;0;5;2;0;5;7;0;0
2019-12-23 04:30:00;15;13;1;0;5;7;0;2;5;0;0
2019-12-23 04:45:00;14;16;1;0;5;6;0;5;9;0;0
2019-12-23 05:00:00;29;23;0;0;11;7;0;10;9;0;0
2019-12-23 05:15:00;21;18;2;0;23;13;0;23;21;0;0
2019-12-23 05:30:00;34;29;1;0;24;20;1;26;26;0;0
2019-12-23 05:45:00;22;17;0;1;31;18;0;31;22;0;0
2019-12-23 06:00:00;27;36;6;3;26;11;0;25;18;0;0
2019-12-23 06:15:00;30;14;2;0;22;15;1;22;17;0;0
2019-12-23 06:30:00;38;38;1;1;40;42;0;41;49;0;0
2019-12-23 06:45:00;39;39;2;1;49;53;1;47;56;1;0
2019-12-23 07:00:00;35;49;3;3;41;48;3;46;56;3;0
2019-12-23 07:15:00;43;41;3;2;60;78;9;57;81;3;0
2019-12-23 07:30:00;53;66;6;2;43;42;3;46;48;3;0
2019-12-23 07:45:00;67;53;3;1;47;40;3;45;49;3;0
2019-12-23 08:00:00;51;67;4;3;50;41;6;50;48;3;0
2019-12-23 08:15:00;56;64;7;2;63;56;8;63;60;3;0
