DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1)
2020-07-27 00:00:00;2;1;1;1;3
2020-07-27 00:15:00;6;1;3;5;8
2020-07-27 00:30:00;4;0;2;2;0
2020-07-27 00:45:00;6;3;0;1;8
2020-07-27 01:00:00;2;0;0;0;2
2020-07-27 01:15:00;3;0;0;0;0
2020-07-27 01:30:00;6;2;0;1;2
2020-07-27 01:45:00;2;2;2;2;5
2020-07-27 02:00:00;1;0;0;1;2
2020-07-27 02:15:00;2;1;0;1;2
2020-07-27 02:30:00;2;1;0;0;1
2020-07-27 02:45:00;2;3;1;2;2
2020-07-27 03:00:00;2;2;1;2;1
2020-07-27 03:15:00;2;0;1;1;1
2020-07-27 03:30:00;2;0;0;0;1
2020-07-27 03:45:00;2;2;2;2;5
2020-07-27 04:00:00;2;0;1;0;2
2020-07-27 04:15:00;1;2;0;2;4
2020-07-27 04:30:00;2;1;1;1;7
2020-07-27 04:45:00;6;7;3;10;44
2020-07-27 05:00:00;8;13;4;12;90
2020-07-27 05:15:00;17;21;4;14;194
2020-07-27 05:30:00;27;26;3;16;146
2020-07-27 05:45:00;27;17;8;13;145
2020-07-27 06:00:00;33;16;3;7;92
2020-07-27 06:15:00;39;16;2;16;100
2020-07-27 06:30:00;52;26;5;20;125
2020-07-27 06:45:00;66;19;5;8;111
2020-07-27 07:00:00;72;29;5;11;123
2020-07-27 07:15:00;90;19;3;11;121
2020-07-27 07:30:00;83;25;5;17;149
2020-07-27 07:45:00;107;27;8;18;102
2020-07-27 08:00:00;72;20;9;16;114
2020-07-27 08:15:00;83;17;12;13;96
2020-07-27 08:30:00;101;26;10;15;120
2020-07-27 08:45:00;105;27;5;19;87
2020-07-27 09:00:00;91;16;9;17;77
2020-07-27 09:15:00;90;21;10;21;71
2020-07-27 09:30:00;110;12;7;14;76
2020-07-27 09:45:00;112;18;8;19;83
2020-07-27 10:00:00;110;15;10;19;89
2020-07-27 10:15:00;116;15;9;10;87
2020-07-27 10:30:00;110;21;8;11;85
2020-07-27 10:45:00;121;18;16;20;106
2020-07-27 11:00:00;115;12;3;13;92
2020-07-27 11:15:00;94;19;13;18;104
2020-07-27 11:30:00;110;16;17;17;99
2020-07-27 11:45:00;110;18;19;18;106
2020-07-27 12:00:00;105;15;9;18;126
2020-07-27 12:15:00;108;14;14;27;100
2020-07-27 12:30:00;96;13;8;19;114
2020-07-27 12:45:00;78;11;13;16;119
2020-07-27 13:00:00;88;12;12;11;116
2020-07-27 13:15:00;85;23;16;21;145
2020-07-27 13:30:00;103;23;12;19;153
2020-07-27 13:45:00;130;30;16;20;119
2020-07-27 14:00:00;162;19;25;44;95
2020-07-27 14:15:00;205;20;28;61;104
2020-07-27 14:30:00;199;21;27;64;103
2020-07-27 14:45:00;197;16;13;32;110
2020-07-27 15:00:00;154;12;14;37;104
2020-07-27 15:15:00;164;20;27;24;122
2020-07-27 15:30:00;147;13;14;19;122
2020-07-27 15:45:00;145;22;12;23;119
2020-07-27 16:00:00;135;16;14;27;112
2020-07-27 16:15:00;140;11;20;19;109
2020-07-27 16:30:00;151;11;13;25;90
2020-07-27 16:45:00;123;14;16;21;118
2020-07-27 17:00:00;128;18;18;32;136
2020-07-27 17:15:00;148;6;15;24;116
2020-07-27 17:30:00;121;12;9;21;139
2020-07-27 17:45:00;150;9;7;17;109
2020-07-27 18:00:00;99;6;11;13;107
2020-07-27 18:15:00;101;8;7;14;102
2020-07-27 18:30:00;70;11;11;12;78
2020-07-27 18:45:00;69;13;6;12;80
2020-07-27 19:00:00;64;16;10;12;85
2020-07-27 19:15:00;69;4;9;7;72
2020-07-27 19:30:00;60;12;8;20;61
2020-07-27 19:45:00;51;9;2;12;76
2020-07-27 20:00:00;41;12;4;11;69
2020-07-27 20:15:00;27;8;4;7;61
2020-07-27 20:30:00;33;17;5;10;67
2020-07-27 20:45:00;40;12;4;13;85
2020-07-27 21:00:00;33;15;8;17;114
2020-07-27 21:15:00;35;25;8;15;142
2020-07-27 21:30:00;53;30;17;19;90
2020-07-27 21:45:00;67;9;11;36;41
2020-07-27 22:00:00;77;7;22;53;45
2020-07-27 22:15:00;21;6;7;23;32
2020-07-27 22:30:00;22;10;4;13;22
2020-07-27 22:45:00;14;11;4;8;27
2020-07-27 23:00:00;17;10;6;12;17
2020-07-27 23:15:00;12;5;4;8;15
2020-07-27 23:30:00;12;5;2;5;7
2020-07-27 23:45:00;7;7;0;2;20
