DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DBL1);7(DBL2);8(DC1);9(DC2);10(DC3);11(DC4);12(DC5);13(DC6);14(DC7);15(TAFGA);16(TAFGB);17(TAFBA);18(TAFBB);19(TAFBC);20(TAFBD)
2020-08-31 00:00:00;0;5;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-31 00:15:00;0;3;1;4;3;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0
2020-08-31 00:30:00;0;4;0;3;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-31 00:45:00;0;2;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-31 01:00:00;0;4;1;3;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
2020-08-31 01:15:00;0;7;0;2;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-31 01:30:00;0;2;1;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-31 01:45:00;0;1;0;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-31 02:00:00;0;4;0;2;4;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
2020-08-31 02:15:00;0;1;0;3;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-31 02:30:00;0;3;0;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-31 02:45:00;0;8;0;9;4;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0
2020-08-31 03:00:00;0;3;0;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0
2020-08-31 03:15:00;0;3;0;1;4;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0
2020-08-31 03:30:00;1;1;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-31 03:45:00;0;7;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-31 04:00:00;0;1;1;3;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-31 04:15:00;0;7;0;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-31 04:30:00;0;5;0;5;5;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0
2020-08-31 04:45:00;0;17;0;9;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-31 05:00:00;0;27;1;7;2;0;0;0;0;2;0;0;2;0;0;0;0;0;0;0
2020-08-31 05:15:00;1;41;6;25;8;1;0;0;0;2;0;0;2;0;0;0;0;0;0;0
2020-08-31 05:30:00;4;56;9;24;5;1;0;0;1;1;0;1;1;0;0;0;0;0;0;0
2020-08-31 05:45:00;13;57;14;28;9;2;0;0;2;0;0;2;0;0;0;0;0;0;0;0
2020-08-31 06:00:00;10;42;7;33;7;1;0;0;0;6;1;0;6;1;0;0;0;0;0;0
2020-08-31 06:15:00;9;70;19;45;19;3;0;1;1;2;0;0;2;0;0;0;0;0;0;0
2020-08-31 06:30:00;19;77;35;46;23;1;3;0;1;2;1;0;2;1;0;0;0;0;0;0
2020-08-31 06:45:00;37;90;40;57;22;1;4;2;1;2;0;0;2;0;0;0;0;0;0;0
2020-08-31 07:00:00;32;90;43;37;20;3;2;1;0;8;1;0;8;1;0;0;0;0;0;0
2020-08-31 07:15:00;24;93;42;40;30;3;2;1;3;5;4;2;5;4;0;0;0;0;0;0
2020-08-31 07:30:00;13;81;41;57;24;1;4;3;0;4;2;0;4;2;0;1;0;0;0;0
2020-08-31 07:45:00;39;82;39;35;25;3;6;4;4;5;1;2;5;0;0;0;0;0;0;0
2020-08-31 08:00:00;18;73;30;36;17;9;5;2;4;6;2;2;6;2;0;0;0;0;0;0
2020-08-31 08:15:00;21;86;22;38;23;1;3;4;0;4;2;0;4;2;0;2;0;0;0;0
2020-08-31 08:30:00;16;67;21;41;29;6;6;3;1;3;1;1;3;1;0;1;0;3;0;0
2020-08-31 08:45:00;35;73;23;48;31;8;5;8;4;7;1;4;6;2;0;0;0;1;0;0
2020-08-31 09:00:00;22;67;14;41;41;17;12;5;8;9;3;4;7;4;2;2;1;0;2;0
2020-08-31 09:15:00;21;84;23;39;41;9;5;3;2;10;4;1;9;4;1;0;3;11;0;0
2020-08-31 09:30:00;19;89;24;41;67;8;7;9;8;15;4;7;15;5;0;1;0;0;0;0
2020-08-31 09:45:00;14;87;28;39;47;3;4;4;6;7;3;5;7;3;0;3;0;1;0;0
2020-08-31 10:00:00;29;103;32;60;50;3;6;4;6;12;8;1;11;8;1;2;1;0;0;0
2020-08-31 10:15:00;25;93;28;47;44;5;14;7;6;9;9;5;11;8;0;1;0;14;0;0
2020-08-31 10:30:00;22;93;22;44;56;6;7;13;5;16;8;5;17;8;0;0;2;0;0;0
2020-08-31 10:45:00;23;94;21;61;58;7;6;10;7;12;15;5;13;16;0;0;0;0;0;0
2020-08-31 11:00:00;28;88;23;62;40;6;3;10;7;13;14;3;12;12;0;0;0;0;0;0
2020-08-31 11:15:00;20;91;18;61;53;6;7;6;0;11;13;0;11;13;0;0;0;0;0;0
2020-08-31 11:30:00;22;89;22;52;63;6;4;5;4;22;12;1;20;13;1;0;0;0;2;0
2020-08-31 11:45:00;17;79;14;54;50;4;10;4;2;11;5;2;10;6;0;0;0;0;0;0
2020-08-31 12:00:00;11;103;29;69;56;9;9;6;4;14;13;1;14;12;0;1;0;0;0;0
2020-08-31 12:15:00;13;88;27;67;48;7;4;7;6;16;12;5;15;11;0;2;0;0;0;0
2020-08-31 12:30:00;20;106;28;57;49;5;6;7;4;12;13;1;13;11;0;4;2;3;0;0
2020-08-31 12:45:00;21;90;25;56;54;10;4;5;9;22;10;6;23;12;3;1;0;0;0;0
2020-08-31 13:00:00;14;91;40;44;42;9;12;8;6;16;13;5;14;12;0;0;3;4;0;0
2020-08-31 13:15:00;22;106;32;73;51;3;3;7;3;13;3;3;15;3;0;4;0;2;0;0
2020-08-31 13:30:00;25;95;25;52;45;2;7;6;2;19;9;2;15;10;1;5;1;15;0;0
2020-08-31 13:45:00;22;80;26;61;52;2;2;9;0;15;8;0;16;8;4;1;5;0;0;0
2020-08-31 14:00:00;17;90;26;60;49;6;2;3;4;12;9;1;13;9;3;0;16;0;0;0
2020-08-31 14:15:00;29;94;33;73;50;5;4;3;4;10;8;1;10;6;0;5;0;8;0;0
2020-08-31 14:30:00;31;74;16;81;56;9;4;5;4;15;6;4;15;6;1;1;0;7;0;0
2020-08-31 14:45:00;15;84;20;74;42;7;3;5;6;15;11;4;15;11;0;1;0;0;0;0
2020-08-31 15:00:00;25;84;23;71;48;7;5;10;7;15;20;2;18;18;0;3;0;0;41;0
2020-08-31 15:15:00;37;102;23;68;37;14;10;6;3;24;7;2;24;7;1;1;2;0;0;1
2020-08-31 15:30:00;18;94;18;87;62;5;4;5;7;35;16;8;33;16;1;0;2;19;0;19
2020-08-31 15:45:00;22;83;32;77;64;2;6;15;7;21;14;6;22;14;2;0;1;0;10;0
2020-08-31 16:00:00;22;107;28;100;60;4;7;7;6;29;24;3;28;23;0;0;26;1;0;0
2020-08-31 16:15:00;20;105;28;82;54;4;0;7;5;25;20;3;25;20;1;4;0;21;0;0
2020-08-31 16:30:00;15;91;39;108;59;5;5;6;6;20;24;5;21;20;2;2;1;41;0;0
2020-08-31 16:45:00;15;88;30;104;56;3;2;7;5;22;17;3;23;17;0;2;0;6;0;0
