DATUM;1(DA1);2(DA2);3(DC1);4(DC2);5(DCL1);6(DB1);7(TARDCL)
2020-06-01 00:00:00;12;19;20;11;2;2;0
2020-06-01 00:15:00;21;23;19;16;1;4;0
2020-06-01 00:30:00;11;19;16;17;1;0;0
2020-06-01 00:45:00;10;11;24;15;0;2;0
2020-06-01 01:00:00;11;12;14;10;0;6;0
2020-06-01 01:15:00;7;14;15;8;1;4;0
2020-06-01 01:30:00;9;12;12;9;0;0;0
2020-06-01 01:45:00;4;9;12;5;0;4;0
2020-06-01 02:00:00;8;6;7;9;1;1;0
2020-06-01 02:15:00;1;11;4;3;1;2;0
2020-06-01 02:30:00;5;10;6;4;1;3;0
2020-06-01 02:45:00;7;5;11;4;0;1;0
2020-06-01 03:00:00;4;5;3;7;0;0;0
2020-06-01 03:15:00;3;7;2;3;1;1;0
2020-06-01 03:30:00;4;3;2;0;0;2;0
2020-06-01 03:45:00;2;4;4;4;1;0;0
2020-06-01 04:00:00;1;1;2;2;0;0;0
2020-06-01 04:15:00;6;3;3;3;0;0;0
2020-06-01 04:30:00;4;2;1;0;1;0;0
2020-06-01 04:45:00;6;1;6;2;0;0;0
2020-06-01 05:00:00;2;4;9;4;2;0;0
2020-06-01 05:15:00;3;9;11;6;2;1;0
2020-06-01 05:30:00;4;8;19;15;4;0;0
2020-06-01 05:45:00;12;13;9;7;0;0;0
2020-06-01 06:00:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-01 06:15:00;6;9;14;6;3;3;0
2020-06-01 06:30:00;9;14;10;5;3;1;0
2020-06-01 06:45:00;8;10;7;6;1;1;0
2020-06-01 07:00:00;6;6;6;6;1;1;0
2020-06-01 07:15:00;14;17;9;12;0;2;0
2020-06-01 07:30:00;10;12;13;5;2;0;0
2020-06-01 07:45:00;14;12;16;9;0;1;0
2020-06-01 08:00:00;11;13;11;12;4;2;0
2020-06-01 08:15:00;18;18;13;11;4;2;0
2020-06-01 08:30:00;20;17;22;9;2;2;0
2020-06-01 08:45:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-01 09:00:00;22;26;20;15;2;1;0
2020-06-01 09:15:00;25;29;22;25;2;5;0
2020-06-01 09:30:00;18;32;31;30;84;3;0
2020-06-01 09:45:00;33;34;41;37;2;5;0
2020-06-01 10:00:00;32;43;33;28;9;1;0
2020-06-01 10:15:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-01 10:30:00;43;46;40;32;7;6;0
2020-06-01 10:45:00;44;48;47;30;8;5;0
2020-06-01 11:00:00;47;66;47;46;19;5;0
2020-06-01 11:15:00;52;51;44;34;195;9;1
2020-06-01 11:30:00;59;69;43;55;6;9;3
2020-06-01 11:45:00;46;78;57;44;2;6;0
2020-06-01 12:00:00;60;68;53;51;2;8;0
2020-06-01 12:15:00;49;62;50;43;6;5;0
2020-06-01 12:30:00;55;65;47;39;7;6;0
2020-06-01 12:45:00;51;69;64;64;5;8;0
2020-06-01 13:00:00;52;80;68;72;7;10;0
2020-06-01 13:15:00;43;73;62;51;5;15;0
2020-06-01 13:30:00;58;81;69;69;4;7;0
2020-06-01 13:45:00;53;62;67;66;12;9;0
2020-06-01 14:00:00;69;86;83;76;3;9;0
2020-06-01 14:15:00;47;68;60;58;1;9;0
2020-06-01 14:30:00;60;73;78;66;6;10;0
2020-06-01 14:45:00;65;53;62;62;8;10;0
2020-06-01 15:00:00;62;84;75;74;6;12;1
2020-06-01 15:15:00;65;63;69;56;11;13;0
2020-06-01 15:30:00;51;68;69;80;8;7;0
2020-06-01 15:45:00;48;67;81;61;6;10;0
2020-06-01 16:00:00;65;77;66;48;2;15;0
2020-06-01 16:15:00;58;69;63;54;11;12;0
2020-06-01 16:30:00;58;77;62;53;4;13;0
2020-06-01 16:45:00;54;69;64;70;8;8;0
2020-06-01 17:00:00;64;78;60;68;5;8;0
2020-06-01 17:15:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-01 17:30:00;55;81;78;65;14;7;0
