DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DD1);6(TAAC);22(TARDB);23(TARDD)
2020-09-17 00:00:00;1;0;2;8;0;0;0;0
2020-09-17 00:15:00;2;1;1;6;0;0;0;0
2020-09-17 00:30:00;2;0;0;7;2;0;0;0
2020-09-17 00:45:00;3;0;0;0;0;0;0;0
2020-09-17 01:00:00;2;1;0;4;1;0;0;0
2020-09-17 01:15:00;2;2;1;1;2;0;0;0
2020-09-17 01:30:00;0;0;0;2;0;0;0;0
2020-09-17 01:45:00;1;1;1;2;0;0;0;0
2020-09-17 02:00:00;1;1;2;1;0;0;0;0
2020-09-17 02:15:00;1;1;1;0;0;0;0;0
2020-09-17 02:30:00;3;1;0;1;2;0;0;0
2020-09-17 02:45:00;0;0;0;1;0;0;0;0
2020-09-17 03:00:00;0;0;0;0;0;0;0;0
2020-09-17 03:15:00;1;0;0;0;1;0;0;0
2020-09-17 03:30:00;0;0;0;0;0;0;0;0
2020-09-17 03:45:00;2;0;0;0;1;0;0;0
2020-09-17 04:00:00;4;0;0;1;0;0;0;0
2020-09-17 04:15:00;5;0;1;3;0;0;0;0
2020-09-17 04:30:00;9;1;0;3;1;0;0;0
2020-09-17 04:45:00;7;0;1;1;1;0;0;0
2020-09-17 05:00:00;14;7;2;9;0;0;0;0
2020-09-17 05:15:00;17;7;1;9;1;0;0;0
2020-09-17 05:30:00;52;9;4;26;1;0;0;0
2020-09-17 05:45:00;56;11;6;31;4;0;0;0
2020-09-17 06:00:00;60;6;17;35;2;0;0;0
2020-09-17 06:15:00;67;10;10;27;4;0;0;0
2020-09-17 06:30:00;120;11;5;55;5;12;0;3
2020-09-17 06:45:00;121;18;10;74;6;9;0;1
2020-09-17 07:00:00;140;15;10;70;8;15;0;1
2020-09-17 07:15:00;191;20;15;87;23;36;0;3
2020-09-17 07:30:00;214;24;28;107;33;5;0;0
2020-09-17 07:45:00;126;18;39;124;38;9;0;0
2020-09-17 08:00:00;125;16;35;107;33;17;0;0
2020-09-17 08:15:00;105;17;36;90;24;7;0;0
2020-09-17 08:30:00;115;19;35;71;20;15;0;0
2020-09-17 08:45:00;101;22;28;90;17;11;0;6
2020-09-17 09:00:00;76;7;28;54;16;9;0;0
2020-09-17 09:15:00;90;22;28;74;21;5;0;2
2020-09-17 09:30:00;81;14;52;80;31;6;0;0
2020-09-17 09:45:00;80;9;21;99;35;2;0;0
2020-09-17 10:00:00;73;10;29;77;26;2;0;0
2020-09-17 10:15:00;93;16;28;79;18;2;2;0
2020-09-17 10:30:00;84;21;31;77;14;0;0;0
2020-09-17 10:45:00;71;16;38;61;24;0;0;0
2020-09-17 11:00:00;81;14;33;77;16;4;0;1
2020-09-17 11:15:00;80;13;36;83;17;4;0;0
2020-09-17 11:30:00;99;15;41;71;22;0;0;0
2020-09-17 11:45:00;89;16;34;81;12;1;0;0
2020-09-17 12:00:00;77;17;30;104;19;13;0;0
2020-09-17 12:15:00;72;14;47;89;24;3;0;0
2020-09-17 12:30:00;70;10;44;86;12;5;0;0
2020-09-17 12:45:00;88;11;40;105;23;8;1;0
2020-09-17 13:00:00;96;18;40;120;18;14;0;0
2020-09-17 13:15:00;71;20;39;122;25;38;0;0
2020-09-17 13:30:00;95;15;40;102;22;16;0;2
2020-09-17 13:45:00;91;7;37;100;26;2;0;0
2020-09-17 14:00:00;74;18;53;114;23;5;0;0
2020-09-17 14:15:00;80;11;53;91;15;16;0;0
2020-09-17 14:30:00;122;12;36;104;22;4;0;0
2020-09-17 14:45:00;97;16;43;96;21;12;0;0
2020-09-17 15:00:00;100;13;50;96;18;4;0;0
2020-09-17 15:15:00;103;17;43;129;26;23;5;0
2020-09-17 15:30:00;121;14;57;114;21;15;1;0
2020-09-17 15:45:00;126;11;52;140;23;21;0;0
2020-09-17 16:00:00;119;16;67;125;29;19;0;0
2020-09-17 16:15:00;114;6;54;148;24;10;0;0
2020-09-17 16:30:00;144;15;61;154;22;10;0;0
2020-09-17 16:45:00;120;19;61;141;19;9;0;0
2020-09-17 17:00:00;142;19;61;157;26;7;0;0
2020-09-17 17:15:00;138;13;53;170;28;16;0;1
2020-09-17 17:30:00;110;6;73;121;29;19;0;6
2020-09-17 17:45:00;85;15;61;119;22;5;0;0
2020-09-17 18:00:00;114;19;43;167;30;5;0;0
2020-09-17 18:15:00;92;18;51;128;36;11;0;1
2020-09-17 18:30:00;68;10;44;119;32;13;0;0
2020-09-17 18:45:00;79;10;37;108;38;4;0;1
2020-09-17 19:00:00;83;11;40;93;30;3;0;0
2020-09-17 19:15:00;62;8;27;97;34;6;0;0
2020-09-17 19:30:00;48;10;17;65;18;5;0;0
2020-09-17 19:45:00;61;10;12;84;19;5;0;0
2020-09-17 20:00:00;49;7;16;49;21;9;0;0
2020-09-17 20:15:00;38;5;14;57;15;6;0;0
2020-09-17 20:30:00;48;10;10;45;12;7;0;0
2020-09-17 20:45:00;41;7;6;51;16;1;0;0
2020-09-17 21:00:00;27;6;6;44;12;1;0;0
2020-09-17 21:15:00;27;8;10;37;6;0;0;0
2020-09-17 21:30:00;32;7;7;36;8;0;0;0
2020-09-17 21:45:00;28;5;7;39;7;0;0;0
2020-09-17 22:00:00;16;1;11;23;5;0;0;0
2020-09-17 22:15:00;18;2;3;34;10;0;0;0
2020-09-17 22:30:00;17;1;1;29;9;0;0;0
2020-09-17 22:45:00;19;3;3;26;2;0;0;0
2020-09-17 23:00:00;13;1;0;7;3;0;0;0
2020-09-17 23:15:00;6;0;2;12;2;0;0;0
2020-09-17 23:30:00;3;0;1;13;1;0;0;0
2020-09-17 23:45:00;6;4;0;10;3;0;0;0
