DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2)
2020-06-09 00:00:00;5;6;4;1;5;7;5
2020-06-09 00:15:00;4;5;2;1;5;11;3
2020-06-09 00:30:00;8;5;1;2;5;8;5
2020-06-09 00:45:00;6;7;2;1;1;9;4
2020-06-09 01:00:00;2;3;0;0;0;7;2
2020-06-09 01:15:00;6;5;0;1;2;13;4
2020-06-09 01:30:00;5;7;1;0;2;3;3
2020-06-09 01:45:00;10;7;0;1;1;3;2
2020-06-09 02:00:00;3;3;1;4;6;3;1
2020-06-09 02:15:00;3;1;1;6;6;5;2
2020-06-09 02:30:00;4;3;0;1;1;4;2
2020-06-09 02:45:00;5;2;0;1;2;13;3
2020-06-09 03:00:00;4;2;0;2;2;4;3
2020-06-09 03:15:00;3;3;0;1;1;7;4
2020-06-09 03:30:00;4;4;0;0;0;7;0
2020-06-09 03:45:00;2;3;1;1;2;9;1
2020-06-09 04:00:00;8;9;0;1;1;9;4
2020-06-09 04:15:00;10;13;0;2;1;12;2
2020-06-09 04:30:00;9;12;0;2;3;13;7
2020-06-09 04:45:00;22;9;0;3;3;27;16
2020-06-09 05:00:00;20;9;0;5;6;61;39
2020-06-09 05:15:00;28;30;0;3;5;125;110
2020-06-09 05:30:00;40;25;0;8;11;105;104
2020-06-09 05:45:00;96;73;8;4;13;86;75
2020-06-09 06:00:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-09 06:15:00;79;84;1;6;23;105;90
2020-06-09 06:30:00;84;81;5;9;19;117;112
2020-06-09 06:45:00;56;89;8;7;26;127;118
2020-06-09 07:00:00;56;68;7;9;33;112;113
2020-06-09 07:15:00;65;76;3;6;17;120;126
2020-06-09 07:30:00;58;62;4;12;22;125;138
2020-06-09 07:45:00;58;72;2;15;20;110;106
2020-06-09 08:00:00;59;78;6;7;14;100;109
2020-06-09 08:15:00;66;58;3;13;15;85;98
2020-06-09 08:30:00;69;49;6;9;16;79;74
2020-06-09 09:00:00;56;59;2;15;21;75;86
2020-06-09 09:15:00;85;48;5;12;26;78;88
2020-06-09 09:30:00;79;62;10;13;21;81;87
2020-06-09 09:45:00;92;68;5;12;27;92;67
2020-06-09 10:00:00;83;82;5;14;27;81;81
2020-06-09 10:15:00;98;58;3;14;21;95;72
2020-06-09 10:30:00;89;87;9;15;28;87;82
2020-06-09 10:45:00;70;66;7;16;27;74;76
2020-06-09 11:00:00;88;59;9;15;24;63;59
2020-06-09 11:15:00;103;77;6;18;30;71;81
2020-06-09 11:45:00;118;89;9;16;27;75;69
2020-06-09 12:00:00;107;65;5;21;33;76;79
2020-06-09 12:15:00;100;74;4;15;29;81;77
2020-06-09 12:30:00;83;57;4;11;14;78;64
2020-06-09 12:45:00;105;90;10;11;20;70;62
2020-06-09 13:00:00;106;96;11;11;26;73;91
2020-06-09 13:15:00;113;109;5;20;31;94;110
2020-06-09 13:30:00;106;120;7;9;31;105;131
2020-06-09 13:45:00;92;127;12;13;30;103;113
2020-06-09 14:00:00;125;121;10;26;37;83;101
2020-06-09 14:15:00;187;163;7;15;32;76;85
2020-06-09 14:30:00;188;191;3;11;19;71;81
2020-06-09 14:45:00;190;160;4;14;41;76;73
2020-06-09 15:00:00;157;155;11;18;35;66;93
2020-06-09 15:15:00;163;139;6;18;23;78;79
2020-06-09 15:30:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-09 15:45:00;139;136;9;23;37;94;96
2020-06-09 16:00:00;172;146;6;19;37;97;99
2020-06-09 16:15:00;159;164;7;18;37;98;86
2020-06-09 16:30:00;146;171;4;27;41;101;101
2020-06-09 16:45:00;142;137;4;18;29;89;99
2020-06-09 17:00:00;125;138;5;16;38;99;91
2020-06-09 17:15:00;144;138;4;13;33;105;100
2020-06-09 17:30:00;141;132;9;17;45;92;96
2020-06-09 17:45:00;122;118;6;16;22;93;97
2020-06-09 18:00:00;108;106;5;16;35;80;71
2020-06-09 18:15:00;115;90;5;21;36;78;60
2020-06-09 18:30:00;107;118;8;11;27;69;55
2020-06-09 18:45:00;83;83;6;20;33;72;62
2020-06-09 19:00:00;85;61;5;14;29;72;62
2020-06-09 19:15:00;56;49;6;7;15;38;36
2020-06-09 19:30:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-09 19:45:00;52;43;3;7;16;41;31
2020-06-09 20:00:00;45;46;4;7;22;59;31
2020-06-09 20:15:00;50;27;3;15;20;45;39
2020-06-09 20:30:00;46;33;3;6;17;46;29
2020-06-09 20:45:00;54;26;4;10;18;57;50
2020-06-09 21:00:00;39;37;3;13;19;87;75
2020-06-09 21:15:00;35;21;3;10;14;81;76
2020-06-09 21:30:00;46;32;2;7;11;51;33
2020-06-09 21:45:00;85;84;5;8;11;32;20
2020-06-09 22:00:00;138;96;6;12;16;28;15
2020-06-09 22:15:00;77;60;6;4;15;26;19
2020-06-09 22:30:00;35;22;1;6;15;28;16
2020-06-09 22:45:00;36;12;3;7;13;21;12
2020-06-09 23:00:00;18;12;0;3;3;16;9
2020-06-09 23:15:00;10;8;1;1;5;18;8
2020-06-09 23:30:00;14;9;1;5;8;21;11
