DATUM;1(DA1);2(DB1);3(DB2);4(DB3);5(DI1);6(DC1);7(DD1);8(DD2);9(DE1);10(DF1);11(DF2)
2020-05-25 00:00:00;0;6;1;0;0;0;3;2;2;5;2
2020-05-25 00:15:00;0;2;4;0;0;1;6;0;0;3;4
2020-05-25 00:30:00;0;6;4;0;0;0;2;1;1;3;1
2020-05-25 00:45:00;0;0;6;0;0;0;0;0;2;2;4
2020-05-25 01:00:00;0;0;1;1;1;2;2;0;0;0;1
2020-05-25 01:15:00;0;2;2;0;0;1;1;0;0;5;0
2020-05-25 01:30:00;0;1;0;0;0;2;3;0;0;1;0
2020-05-25 01:45:00;0;2;1;0;0;2;0;0;0;0;3
2020-05-25 02:00:00;0;1;1;0;0;1;1;1;2;1;0
2020-05-25 02:15:00;0;0;0;0;0;0;0;0;1;3;0
2020-05-25 02:30:00;1;0;1;0;1;2;1;0;1;7;0
2020-05-25 02:45:00;1;0;0;0;0;1;1;0;0;4;0
2020-05-25 03:00:00;0;0;0;2;1;0;2;0;0;4;1
2020-05-25 03:15:00;0;1;0;0;0;0;0;0;0;1;1
2020-05-25 03:30:00;0;1;1;0;0;1;0;0;0;1;0
2020-05-25 03:45:00;0;0;1;0;0;0;0;0;1;1;1
2020-05-25 04:00:00;1;0;0;0;0;2;1;0;0;1;2
2020-05-25 04:15:00;0;1;1;0;0;0;1;0;0;1;0
2020-05-25 04:30:00;0;4;1;0;0;0;2;0;1;1;2
2020-05-25 04:45:00;1;3;6;2;3;0;0;0;0;0;3
2020-05-25 05:00:00;1;7;4;0;0;1;2;0;0;4;2
2020-05-25 05:15:00;3;18;14;0;2;0;7;0;0;8;9
2020-05-25 05:30:00;1;40;17;2;3;1;7;6;3;14;10
2020-05-25 05:45:00;1;26;22;6;7;3;11;1;4;23;12
2020-05-25 06:00:00;4;18;11;2;6;2;6;3;8;10;5
2020-05-25 06:15:00;1;18;15;5;6;7;11;3;8;21;12
2020-05-25 06:30:00;7;28;19;8;12;6;20;0;8;21;21
2020-05-25 06:45:00;4;32;37;10;14;6;14;2;20;24;33
2020-05-25 07:00:00;11;34;32;9;16;6;20;5;13;29;29
2020-05-25 07:15:00;5;35;46;21;26;10;35;12;33;43;23
2020-05-25 07:30:00;11;52;35;26;36;19;34;21;46;55;28
2020-05-25 07:45:00;9;44;50;19;28;25;42;24;38;45;31
2020-05-25 08:00:00;5;36;49;19;22;19;22;16;25;28;24
2020-05-25 08:15:00;7;35;38;15;18;11;23;12;24;32;15
2020-05-25 08:30:00;9;26;25;15;21;16;21;11;18;27;20
2020-05-25 08:45:00;8;29;29;8;12;12;24;10;21;33;15
2020-05-25 09:00:00;3;22;32;19;24;12;26;11;20;24;18
2020-05-25 09:15:00;3;30;41;10;11;11;28;9;25;33;20
2020-05-25 09:30:00;5;26;38;14;17;14;28;22;24;33;11
2020-05-25 09:45:00;8;34;36;19;24;14;33;18;31;28;20
2020-05-25 10:00:00;8;26;44;7;10;15;23;18;23;31;25
2020-05-25 10:15:00;1;25;47;7;9;17;23;14;31;22;19
2020-05-25 10:30:00;1;32;43;8;9;20;30;22;26;24;20
2020-05-25 10:45:00;5;34;46;14;19;14;37;21;25;31;31
2020-05-25 11:00:00;8;28;37;13;16;20;23;17;24;26;10
2020-05-25 11:15:00;8;43;52;19;26;20;30;22;26;28;23
2020-05-25 11:30:00;7;31;42;11;12;20;35;30;27;32;18
2020-05-25 11:45:00;10;41;46;11;19;33;36;25;23;30;25
2020-05-25 12:00:00;7;30;35;11;14;21;34;20;16;23;23
2020-05-25 12:15:00;4;26;37;6;11;12;22;17;21;22;17
2020-05-25 12:30:00;9;36;50;14;17;16;22;21;21;28;30
2020-05-25 12:45:00;6;21;85;20;27;14;43;29;28;29;25
2020-05-25 13:00:00;6;40;42;11;14;21;45;24;21;25;26
2020-05-25 13:15:00;4;34;31;13;16;21;39;18;16;28;26
2020-05-25 13:30:00;12;42;54;10;16;24;26;14;20;31;19
2020-05-25 13:45:00;5;39;41;15;18;11;33;17;27;31;24
2020-05-25 14:00:00;9;40;46;8;13;19;25;18;26;33;26
2020-05-25 14:15:00;5;39;31;8;11;18;32;27;22;31;29
2020-05-25 14:30:00;8;41;53;11;17;12;28;22;28;32;31
2020-05-25 14:45:00;6;24;69;8;10;15;34;20;26;37;26
2020-05-25 15:00:00;11;31;35;13;17;20;45;27;29;26;28
2020-05-25 15:15:00;10;42;55;10;13;27;37;22;27;34;29
2020-05-25 15:30:00;5;35;33;14;17;23;37;23;22;30;32
2020-05-25 15:45:00;8;40;38;11;16;18;40;17;31;30;30
2020-05-25 16:00:00;6;43;59;11;17;18;41;17;29;28;28
2020-05-25 16:15:00;8;43;50;10;16;22;33;25;25;30;25
2020-05-25 16:30:00;6;49;48;12;11;12;46;24;28;29;34
2020-05-25 16:45:00;5;34;48;13;15;20;33;14;30;36;29
2020-05-25 17:00:00;5;54;42;16;23;26;41;29;25;31;37
2020-05-25 17:15:00;7;47;48;8;11;31;39;31;27;26;38
2020-05-25 17:30:00;3;45;43;4;9;16;35;15;22;31;37
2020-05-25 17:45:00;6;37;66;14;18;18;34;20;29;28;23
2020-05-25 18:00:00;6;35;39;5;8;24;33;22;19;18;23
2020-05-25 18:15:00;6;42;42;7;12;21;40;21;20;21;22
2020-05-25 18:30:00;1;34;28;4;4;16;27;11;14;23;17
2020-05-25 18:45:00;1;24;18;4;7;15;25;8;21;16;12
2020-05-25 19:00:00;2;22;16;6;7;10;27;15;8;16;10
2020-05-25 19:15:00;1;27;23;6;8;7;15;7;9;19;13
2020-05-25 19:30:00;3;15;17;5;6;10;18;7;9;13;11
2020-05-25 19:45:00;2;18;16;2;3;8;20;9;14;17;14
2020-05-25 20:00:00;5;20;24;4;9;11;20;15;18;21;12
2020-05-25 20:15:00;2;15;25;4;6;10;20;9;8;11;11
2020-05-25 20:30:00;1;16;12;0;2;5;14;3;3;14;7
2020-05-25 20:45:00;5;17;20;0;2;4;11;4;12;13;11
2020-05-25 21:00:00;1;14;15;1;2;11;16;11;5;9;4
2020-05-25 21:15:00;3;16;20;3;6;7;10;13;5;8;7
2020-05-25 21:30:00;1;16;10;1;2;9;18;6;6;8;10
2020-05-25 21:45:00;3;14;12;0;2;6;7;2;8;13;5
2020-05-25 22:00:00;1;9;12;2;2;5;14;6;5;5;10
2020-05-25 22:15:00;3;11;7;2;3;5;9;3;8;4;5
2020-05-25 22:30:00;0;6;7;0;0;1;9;0;4;7;6
2020-05-25 22:45:00;0;6;4;1;1;7;10;2;4;7;5
2020-05-25 23:00:00;1;5;6;0;0;2;10;0;3;5;4
2020-05-25 23:15:00;0;2;6;0;0;2;4;1;2;3;6
2020-05-25 23:30:00;2;4;3;0;2;3;3;2;0;8;6
2020-05-25 23:45:00;0;2;3;0;0;0;2;0;2;5;2
