DATUM;1(DB1);2(DB2);3(DB3);4(DC1);5(DC2);6(DC3);7(DE1);8(DE2);9(DE3);10(DR2);11(DR3);12(TA1);13(TA2);14(TA3)
2020-05-24 00:00:00;7;19;0;5;21;3;2;4;2;2;0;0;0;0
2020-05-24 00:15:00;19;25;0;10;20;3;2;4;1;0;1;0;0;0
2020-05-24 00:30:00;17;19;0;5;13;2;5;1;0;0;0;0;0;0
2020-05-24 00:45:00;13;13;0;10;6;2;0;4;1;0;0;0;0;0
2020-05-24 01:00:00;6;9;0;8;13;5;0;1;0;1;0;0;0;0
2020-05-24 01:15:00;11;16;0;11;15;4;1;0;0;0;0;0;0;0
2020-05-24 01:30:00;10;13;0;1;4;2;0;0;0;0;0;0;0;0
2020-05-24 01:45:00;11;9;0;10;20;1;2;4;0;0;0;0;0;0
2020-05-24 02:00:00;4;9;0;3;11;1;0;0;1;0;0;0;0;0
2020-05-24 02:15:00;9;14;0;6;7;1;2;0;1;0;0;0;0;0
2020-05-24 02:30:00;6;4;0;5;6;1;0;0;0;0;0;0;0;0
2020-05-24 02:45:00;3;10;0;3;6;0;0;0;1;0;0;0;0;0
2020-05-24 03:00:00;6;7;0;1;8;4;1;2;0;0;0;0;0;0
2020-05-24 03:15:00;1;4;0;2;4;0;0;0;0;0;0;0;0;0
2020-05-24 03:30:00;2;4;0;6;4;0;0;0;0;0;0;0;0;0
2020-05-24 03:45:00;0;0;0;2;2;0;1;1;0;0;0;0;0;0
2020-05-24 04:00:00;0;1;0;2;2;0;0;0;0;0;0;0;0;0
2020-05-24 04:15:00;0;1;0;2;3;0;0;2;2;0;1;0;0;0
2020-05-24 04:30:00;2;3;0;1;4;1;0;0;0;0;0;0;0;0
2020-05-24 04:45:00;1;3;0;1;5;1;0;0;0;0;0;0;0;0
2020-05-24 05:00:00;2;2;0;6;5;3;1;1;0;0;0;0;0;0
2020-05-24 05:15:00;4;10;0;5;5;5;0;2;4;0;0;0;0;0
2020-05-24 05:30:00;9;19;0;2;12;0;1;1;0;0;1;0;0;0
2020-05-24 05:45:00;6;22;0;10;11;3;0;1;0;1;0;0;0;0
2020-05-24 06:00:00;7;4;0;3;14;1;0;0;1;0;0;0;0;0
2020-05-24 06:15:00;12;8;0;9;6;3;1;5;2;0;0;0;0;0
2020-05-24 06:30:00;6;9;0;9;11;2;0;2;0;0;0;0;0;0
2020-05-24 06:45:00;11;16;0;13;12;2;1;1;1;1;0;0;0;0
2020-05-24 07:00:00;4;12;2;5;11;1;1;1;0;0;0;0;0;0
2020-05-24 07:15:00;6;18;1;10;16;3;2;2;4;0;0;0;0;0
2020-05-24 07:30:00;18;18;2;5;13;2;0;1;0;1;0;0;0;0
2020-05-24 07:45:00;6;20;0;23;17;7;0;1;0;0;0;0;0;0
2020-05-24 08:00:00;9;15;2;19;12;3;1;3;0;1;1;0;0;0
2020-05-24 08:15:00;13;16;1;23;17;4;1;1;1;2;1;0;0;0
2020-05-24 08:30:00;15;34;0;23;19;8;0;4;3;1;1;0;0;0
2020-05-24 08:45:00;30;32;1;27;23;11;1;2;2;4;0;0;0;0
2020-05-24 09:00:00;23;40;2;30;24;13;0;3;4;4;0;0;12;0
2020-05-24 09:15:00;22;46;2;28;39;19;1;5;6;3;0;0;4;2
2020-05-24 09:30:00;35;52;3;40;39;13;2;8;3;2;2;0;1;0
2020-05-24 09:45:00;36;61;2;32;34;27;3;10;4;9;1;7;4;0
2020-05-24 10:00:00;39;57;3;36;45;11;2;9;2;6;0;0;0;0
2020-05-24 10:15:00;48;64;0;48;38;17;5;6;6;4;3;1;1;0
2020-05-24 10:30:00;40;72;0;52;51;21;3;11;8;4;1;2;0;2
2020-05-24 10:45:00;34;67;1;46;45;25;1;14;7;15;2;0;7;1
2020-05-24 11:00:00;46;82;2;54;61;25;4;8;6;7;0;3;0;3
2020-05-24 11:15:00;49;89;2;48;57;14;6;2;10;5;3;1;7;0
2020-05-24 11:30:00;47;69;3;45;55;20;5;8;5;6;2;1;0;0
2020-05-24 11:45:00;42;73;3;41;56;18;3;16;10;4;1;3;0;0
2020-05-24 12:00:00;49;92;0;39;61;20;10;19;13;3;1;5;7;0
2020-05-24 12:15:00;52;71;2;44;53;21;6;16;11;2;2;6;0;1
2020-05-24 12:30:00;51;87;2;42;56;18;3;10;6;3;2;0;11;4
2020-05-24 12:45:00;55;88;3;54;65;24;8;9;6;4;6;16;0;1
2020-05-24 13:00:00;56;77;3;51;61;19;3;9;10;8;2;2;4;0
2020-05-24 13:15:00;45;74;3;47;63;21;8;10;6;3;18;6;6;6
2020-05-24 13:30:00;61;105;3;41;64;30;3;6;6;4;11;3;2;2
2020-05-24 13:45:00;49;85;3;54;66;32;6;12;7;7;1;13;38;4
2020-05-24 14:00:00;65;114;7;71;83;34;4;9;6;4;9;0;34;7
2020-05-24 14:15:00;55;79;0;76;82;29;9;12;11;3;13;10;9;8
2020-05-24 14:30:00;63;97;1;74;76;44;12;14;7;21;4;3;15;9
2020-05-24 14:45:00;63;123;3;68;73;49;7;17;9;14;7;36;5;0
2020-05-24 15:00:00;59;97;3;73;70;27;8;12;14;4;19;7;4;0
2020-05-24 15:15:00;49;72;1;68;77;29;5;9;5;7;1;3;9;2
2020-05-24 15:30:00;52;90;6;58;74;30;11;14;11;3;10;8;5;1
2020-05-24 15:45:00;55;98;1;56;63;42;4;15;12;10;1;5;8;2
2020-05-24 16:00:00;67;97;2;76;80;25;8;9;2;5;2;8;10;0
2020-05-24 16:15:00;66;93;2;70;72;29;11;15;10;8;5;10;17;1
2020-05-24 16:30:00;66;101;2;74;77;39;14;15;9;12;2;26;1;0
2020-05-24 16:45:00;45;71;3;71;71;34;8;15;7;3;27;19;8;5
2020-05-24 17:00:00;71;94;1;83;87;35;7;10;13;7;5;24;2;2
