DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DD1);6(DF1);7(DF2);8(DF3)
2020-03-09 00:00:00;7;2;1;4;4;0;0;3
2020-03-09 00:15:00;1;2;3;2;3;5;0;4
2020-03-09 00:30:00;1;1;1;2;2;5;0;4
2020-03-09 00:45:00;2;4;2;1;3;2;0;2
2020-03-09 01:00:00;4;1;2;2;1;0;0;0
2020-03-09 01:15:00;6;3;2;0;0;2;0;4
2020-03-09 01:30:00;2;4;1;0;2;2;0;0
2020-03-09 01:45:00;1;2;1;2;1;2;0;1
2020-03-09 02:00:00;1;0;1;0;0;0;0;1
2020-03-09 02:15:00;0;1;0;0;1;1;0;1
2020-03-09 02:30:00;0;0;0;0;0;0;0;0
2020-03-09 02:45:00;6;2;0;2;1;0;0;0
2020-03-09 03:00:00;2;3;2;2;3;0;0;0
2020-03-09 03:15:00;3;0;0;0;3;1;0;1
2020-03-09 03:30:00;4;2;0;2;3;1;0;2
2020-03-09 03:45:00;5;4;3;0;0;2;0;1
2020-03-09 04:00:00;5;5;2;3;3;0;0;1
2020-03-09 04:15:00;4;5;2;2;0;2;0;3
2020-03-09 04:30:00;4;3;2;2;2;1;0;0
2020-03-09 04:45:00;5;11;13;3;5;4;0;0
2020-03-09 05:00:00;8;19;29;5;3;17;0;7
2020-03-09 05:15:00;24;30;72;6;5;28;0;13
2020-03-09 05:30:00;35;42;80;16;8;24;0;28
2020-03-09 05:45:00;59;34;74;22;9;22;0;22
2020-03-09 06:00:00;25;17;62;25;23;14;0;11
2020-03-09 06:15:00;54;54;78;20;34;37;0;22
2020-03-09 06:30:00;60;52;93;19;23;33;0;30
2020-03-09 06:45:00;68;56;104;19;69;39;0;45
2020-03-09 07:00:00;92;53;90;19;28;46;0;37
2020-03-09 07:15:00;121;64;114;32;69;48;0;62
2020-03-09 07:30:00;134;93;101;35;75;51;0;61
2020-03-09 07:45:00;140;113;104;25;65;71;0;84
2020-03-09 08:00:00;115;77;106;23;46;47;0;58
2020-03-09 08:15:00;87;67;109;35;47;42;0;53
