DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DD1);6(TAAC);22(TARDB);23(TARDD)
2020-01-05 00:00:00;1;0;4;10;2;0;0;0
2020-01-05 00:15:00;11;4;1;15;0;0;0;0
2020-01-05 00:30:00;5;1;1;18;2;0;0;0
2020-01-05 00:45:00;3;0;4;12;0;0;0;0
2020-01-05 01:00:00;5;0;3;15;3;0;0;0
2020-01-05 01:15:00;12;2;0;12;0;0;0;0
2020-01-05 01:30:00;10;3;1;9;0;0;0;0
2020-01-05 01:45:00;2;1;1;9;0;0;0;0
2020-01-05 02:00:00;2;0;2;9;1;0;0;0
2020-01-05 02:15:00;5;3;2;9;4;0;0;0
2020-01-05 02:30:00;6;0;1;6;0;0;0;0
2020-01-05 02:45:00;3;0;1;11;2;0;0;0
2020-01-05 03:00:00;4;2;3;6;0;0;0;0
2020-01-05 03:15:00;5;1;0;11;1;0;0;0
2020-01-05 03:30:00;2;2;2;3;1;0;0;0
2020-01-05 03:45:00;9;4;1;4;0;0;0;0
2020-01-05 04:00:00;0;0;1;4;0;0;0;0
2020-01-05 04:15:00;5;3;1;8;0;0;0;0
2020-01-05 04:30:00;5;1;0;3;0;0;0;0
2020-01-05 04:45:00;5;1;1;1;0;0;0;0
2020-01-05 05:00:00;6;1;1;5;1;0;0;0
2020-01-05 05:15:00;5;2;3;11;1;0;0;0
2020-01-05 05:30:00;5;0;0;15;0;0;0;0
2020-01-05 05:45:00;3;2;0;13;4;0;0;0
2020-01-05 06:00:00;5;0;1;8;1;0;0;0
2020-01-05 06:15:00;5;2;2;5;0;0;0;0
2020-01-05 06:30:00;8;1;1;6;2;0;0;0
2020-01-05 06:45:00;6;1;1;5;1;0;0;0
2020-01-05 07:00:00;8;0;0;7;0;0;0;0
2020-01-05 07:15:00;8;1;1;2;0;0;0;0
2020-01-05 07:30:00;8;1;0;5;1;0;0;0
2020-01-05 07:45:00;20;1;5;14;1;0;0;0
2020-01-05 08:00:00;6;0;2;7;4;0;0;0
2020-01-05 08:15:00;19;3;8;16;2;0;0;0
2020-01-05 08:30:00;18;6;9;11;3;0;0;0
2020-01-05 08:45:00;28;6;8;18;4;0;0;0
