DATUM;1(TAA);3(DA1);4(DA2);5(DC1);6(DC2);7(DC3);8(DC4)
2020-08-30 00:00:00;0;19;15;29;17;0;0
2020-08-30 00:15:00;0;21;8;27;15;2;2
2020-08-30 00:30:00;0;23;19;39;16;1;1
2020-08-30 00:45:00;0;20;15;21;12;0;0
2020-08-30 01:00:00;0;11;12;22;8;0;0
2020-08-30 01:15:00;0;14;9;18;16;0;0
2020-08-30 01:30:00;0;16;10;29;13;0;0
2020-08-30 01:45:00;0;12;7;20;10;0;0
2020-08-30 02:00:00;0;17;9;19;10;0;0
2020-08-30 02:15:00;0;9;10;11;8;0;0
2020-08-30 02:30:00;0;12;4;17;10;0;0
2020-08-30 02:45:00;0;11;8;10;4;0;0
2020-08-30 03:00:00;0;10;8;7;6;1;1
2020-08-30 03:15:00;0;5;7;11;6;0;0
2020-08-30 03:30:00;0;10;1;1;6;0;0
2020-08-30 03:45:00;0;5;3;1;6;0;0
2020-08-30 04:00:00;0;6;7;7;5;0;0
2020-08-30 04:15:00;0;6;4;8;2;1;1
2020-08-30 04:30:00;0;1;1;3;1;0;0
2020-08-30 04:45:00;0;5;1;7;3;1;1
2020-08-30 05:00:00;0;7;1;8;5;0;0
2020-08-30 05:15:00;0;12;2;11;7;1;1
2020-08-30 05:30:00;0;14;10;6;4;0;0
2020-08-30 05:45:00;0;10;6;11;9;1;1
2020-08-30 06:00:00;0;3;5;6;6;0;0
2020-08-30 06:15:00;0;16;5;11;7;1;1
2020-08-30 06:30:00;0;4;9;18;8;0;0
2020-08-30 06:45:00;0;13;10;13;13;1;1
2020-08-30 07:00:00;0;13;7;18;9;0;0
2020-08-30 07:15:00;0;12;10;12;10;1;1
2020-08-30 07:30:00;0;16;5;23;9;0;0
2020-08-30 07:45:00;3;16;18;17;15;1;1
2020-08-30 08:00:00;1;30;13;14;16;3;3
2020-08-30 08:15:00;0;23;19;17;14;0;0
2020-08-30 08:30:00;0;27;16;28;15;2;2
2020-08-30 08:45:00;1;35;22;34;22;0;0
2020-08-30 09:00:00;0;44;28;30;27;1;1
2020-08-30 09:15:00;3;31;42;46;28;0;0
2020-08-30 09:30:00;1;16;65;38;31;2;2
2020-08-30 09:45:00;9;2;81;46;42;1;1
2020-08-30 10:00:00;6;0;78;54;43;3;3
2020-08-30 10:15:00;1;0;101;48;37;0;0
2020-08-30 10:30:00;0;0;91;52;57;2;2
2020-08-30 10:45:00;3;1;106;61;52;0;0
2020-08-30 11:00:00;52;35;76;69;43;2;2
2020-08-30 11:15:00;8;69;61;69;59;0;0
2020-08-30 11:30:00;0;66;48;65;50;2;2
2020-08-30 11:45:00;1;78;56;75;72;0;0
2020-08-30 12:00:00;0;60;65;67;61;2;2
2020-08-30 12:15:00;9;67;70;86;67;0;0
2020-08-30 12:30:00;1;52;66;80;77;3;3
2020-08-30 12:45:00;3;62;57;68;66;0;0
2020-08-30 13:00:00;4;74;82;70;62;2;2
2020-08-30 13:15:00;4;63;70;59;38;0;0
2020-08-30 13:30:00;2;63;68;81;48;1;1
2020-08-30 13:45:00;3;77;82;74;66;0;0
2020-08-30 14:00:00;7;74;72;71;54;2;2
2020-08-30 14:15:00;2;92;85;92;66;0;0
2020-08-30 14:30:00;2;73;75;72;61;2;2
2020-08-30 14:45:00;3;71;70;101;61;0;0
2020-08-30 15:00:00;6;77;74;92;78;2;2
2020-08-30 15:15:00;16;60;74;72;57;0;0
2020-08-30 15:30:00;6;63;73;82;62;2;2
2020-08-30 15:45:00;4;55;67;80;72;0;0
2020-08-30 16:00:00;5;81;79;77;67;2;2
2020-08-30 16:15:00;0;63;51;79;59;0;0
2020-08-30 16:30:00;0;65;72;77;56;1;1
2020-08-30 16:45:00;3;69;71;79;74;1;1
2020-08-30 17:00:00;7;81;77;95;70;1;1
2020-08-30 17:15:00;16;72;71;79;62;2;2
2020-08-30 17:30:00;3;69;81;86;61;2;2
2020-08-30 17:45:00;1;71;79;78;80;0;0
2020-08-30 18:00:00;4;74;66;93;76;1;1
2020-08-30 18:15:00;5;73;91;75;70;1;1
2020-08-30 18:30:00;4;35;117;73;69;1;1
2020-08-30 18:45:00;10;3;132;95;80;0;0
2020-08-30 19:00:00;10;1;141;79;58;2;2
2020-08-30 19:15:00;1;0;121;70;54;1;1
2020-08-30 19:30:00;1;1;129;71;50;1;1
2020-08-30 19:45:00;4;3;129;80;65;1;1
2020-08-30 20:00:00;1;64;66;59;52;2;2
2020-08-30 20:15:00;1;45;56;64;49;1;1
2020-08-30 20:30:00;4;42;44;47;47;1;1
2020-08-30 20:45:00;0;40;32;54;38;0;0
2020-08-30 21:00:00;0;41;29;55;59;2;2
2020-08-30 21:15:00;0;31;45;49;25;1;1
2020-08-30 21:30:00;0;45;37;54;36;1;1
2020-08-30 21:45:00;0;26;30;30;34;1;1
2020-08-30 22:00:00;0;30;24;42;25;2;2
2020-08-30 22:15:00;0;24;17;27;26;1;1
2020-08-30 22:30:00;0;26;20;23;22;1;1
2020-08-30 22:45:00;0;22;19;29;18;0;0
2020-08-30 23:00:00;0;18;16;26;18;2;2
2020-08-30 23:15:00;0;14;12;17;12;1;1
2020-08-30 23:30:00;0;16;6;16;11;1;1
2020-08-30 23:45:00;0;10;8;21;17;0;0
