DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(DD1);9(DD2);10(DE1);11(DF1);12(TAFGA)
2019-12-02 00:00:00;0;3;5;0;1;3;9;0;0;0;0;0
2019-12-02 00:15:00;3;4;4;0;0;0;0;0;0;0;0;0
2019-12-02 00:30:00;0;1;1;1;1;0;4;0;0;0;0;0
2019-12-02 00:45:00;1;3;4;0;0;2;5;0;0;0;0;0
2019-12-02 01:00:00;0;1;2;0;2;4;3;0;0;0;0;0
2019-12-02 01:15:00;0;2;2;0;0;0;0;0;0;0;0;0
2019-12-02 01:30:00;0;0;0;0;0;1;2;0;0;0;0;0
2019-12-02 01:45:00;0;0;0;0;0;1;2;0;0;0;0;0
2019-12-02 02:00:00;0;0;0;0;0;1;2;0;0;0;0;0
2019-12-02 02:15:00;0;1;1;0;0;1;1;2;2;0;0;0
2019-12-02 02:30:00;0;1;1;0;0;3;3;0;0;0;0;0
2019-12-02 02:45:00;0;1;1;1;1;0;1;0;0;0;0;0
2019-12-02 03:00:00;1;0;1;1;1;0;1;0;0;0;0;0
2019-12-02 03:15:00;1;1;1;0;0;0;0;0;0;0;0;0
2019-12-02 03:30:00;0;1;1;0;0;0;2;0;0;0;0;0
2019-12-02 03:45:00;0;1;1;0;0;0;1;0;0;0;0;0
2019-12-02 04:00:00;1;1;1;0;0;1;1;0;0;0;0;0
2019-12-02 04:15:00;0;1;1;0;0;0;1;0;0;0;0;0
2019-12-02 04:30:00;1;1;1;0;0;0;3;0;0;0;0;0
2019-12-02 04:45:00;2;7;5;1;1;0;8;1;1;0;0;0
2019-12-02 05:00:00;1;8;11;0;1;3;21;0;0;1;0;0
2019-12-02 05:15:00;6;5;6;2;0;3;38;0;0;2;0;0
2019-12-02 05:30:00;12;13;19;2;2;5;37;0;0;1;254;0
2019-12-02 05:45:00;15;23;28;1;3;5;35;0;0;1;0;0
2019-12-02 06:00:00;13;11;16;0;0;3;39;0;0;0;0;0
2019-12-02 06:15:00;15;11;15;0;1;3;23;0;1;0;0;0
2019-12-02 06:30:00;16;16;23;0;5;9;45;1;1;1;0;0
2019-12-02 06:45:00;20;21;31;1;0;8;50;0;1;4;0;0
2019-12-02 07:00:00;24;20;26;1;1;16;48;1;3;2;0;0
2019-12-02 07:15:00;37;31;46;3;2;13;65;2;46;7;0;0
2019-12-02 07:30:00;51;36;46;1;5;17;62;0;2;5;0;0
2019-12-02 07:45:00;53;51;58;2;1;21;62;0;2;4;0;2
2019-12-02 08:00:00;52;59;78;2;0;21;74;1;5;4;0;2
2019-12-02 08:15:00;47;59;64;5;11;10;53;6;6;0;0;0
2019-12-02 08:30:00;55;56;65;3;8;10;48;258;4;1;0;0
2019-12-02 08:45:00;71;70;88;3;3;10;36;266;6;2;0;1
2019-12-02 09:00:00;49;63;83;7;10;11;44;6;10;0;0;0
2019-12-02 09:15:00;83;86;94;4;13;18;45;517;14;1;0;3
2019-12-02 09:30:00;65;91;84;6;18;18;49;272;25;0;0;2
2019-12-02 09:45:00;94;76;83;5;17;17;49;70;36;0;0;2
2019-12-02 10:00:00;80;85;100;16;22;27;55;15;24;1;0;0
2019-12-02 10:15:00;66;69;65;14;20;33;65;21;26;0;0;0
2019-12-02 10:30:00;81;82;79;21;23;35;78;21;29;0;0;2
2019-12-02 10:45:00;83;69;68;23;23;37;81;31;27;1;0;0
2019-12-02 11:00:00;67;76;86;23;18;50;88;266;26;0;0;0
2019-12-02 11:15:00;91;76;75;30;22;54;91;32;34;0;0;0
2019-12-02 11:30:00;85;79;86;25;23;41;88;22;28;1;0;2
2019-12-02 11:45:00;82;85;78;39;35;38;97;33;32;1;0;0
2019-12-02 12:00:00;67;88;95;33;21;48;91;31;37;2;0;0
2019-12-02 12:15:00;69;62;65;28;28;58;108;41;27;0;0;3
2019-12-02 12:30:00;76;73;73;43;27;61;115;28;31;1;0;0
2019-12-02 12:45:00;49;61;61;47;23;62;99;30;27;3;0;0
2019-12-02 13:00:00;49;57;67;37;23;44;95;33;30;1;0;0
2019-12-02 13:15:00;56;62;63;32;27;37;77;16;27;0;0;2
2019-12-02 13:30:00;68;65;71;40;27;40;104;23;19;1;0;3
2019-12-02 13:45:00;62;65;76;22;21;51;112;22;29;0;0;1
2019-12-02 14:00:00;71;60;66;28;23;38;84;15;24;5;0;2
2019-12-02 14:15:00;94;78;84;20;16;41;71;22;26;5;0;2
2019-12-02 14:30:00;107;84;96;26;17;33;74;21;26;1;0;0
2019-12-02 14:45:00;109;103;99;24;27;31;66;29;43;1;0;1
2019-12-02 15:00:00;95;80;93;20;20;31;84;26;41;0;0;0
2019-12-02 15:15:00;130;85;99;22;28;35;84;20;27;1;0;0
2019-12-02 15:30:00;111;84;91;23;39;37;77;28;48;0;0;2
2019-12-02 15:45:00;122;96;101;29;30;33;88;20;29;2;0;0
2019-12-02 16:00:00;91;84;96;32;29;42;90;25;34;1;0;2
2019-12-02 16:15:00;133;113;115;33;40;42;92;48;51;3;0;2
2019-12-02 16:30:00;123;107;102;27;30;41;104;32;37;1;0;7
2019-12-02 16:45:00;128;103;110;22;24;49;117;28;29;2;0;6
2019-12-02 17:00:00;105;96;93;38;34;42;99;61;40;3;0;2
2019-12-02 17:15:00;130;111;98;30;28;45;103;34;40;3;0;4
2019-12-02 17:30:00;111;95;91;28;34;41;104;30;43;0;0;3
2019-12-02 17:45:00;74;74;85;44;26;53;87;35;34;2;0;1
2019-12-02 18:00:00;86;82;80;42;31;58;97;36;35;1;0;0
2019-12-02 18:15:00;87;75;70;38;19;53;90;22;40;2;0;2
2019-12-02 18:30:00;70;59;65;42;25;38;74;20;39;1;0;1
2019-12-02 18:45:00;55;84;80;18;27;46;85;31;39;0;0;9
2019-12-02 19:00:00;48;56;52;33;31;41;78;24;25;1;0;7
2019-12-02 19:15:00;51;46;53;34;20;40;89;27;25;0;0;0
2019-12-02 19:30:00;38;40;48;22;36;26;72;16;20;0;0;0
2019-12-02 19:45:00;24;33;47;34;30;31;82;15;16;0;0;0
2019-12-02 20:00:00;16;23;40;39;33;35;87;18;15;0;0;1
2019-12-02 20:15:00;12;13;17;23;10;14;53;260;6;1;0;0
2019-12-02 20:30:00;16;26;24;15;7;16;43;4;3;0;0;2
2019-12-02 20:45:00;11;14;21;4;7;11;58;0;0;0;0;0
2019-12-02 21:00:00;5;11;19;3;3;21;57;1;2;1;0;0
2019-12-02 21:15:00;14;16;28;3;3;16;69;0;0;0;0;0
2019-12-02 21:30:00;10;12;14;0;1;14;52;0;0;1;0;0
2019-12-02 21:45:00;25;25;35;4;2;6;25;3;3;0;0;0
2019-12-02 22:00:00;27;30;38;3;1;15;39;0;0;2;0;0
2019-12-02 22:15:00;11;17;20;5;7;11;30;0;3;1;0;0
2019-12-02 22:30:00;5;13;16;8;1;6;18;1;0;0;0;0
2019-12-02 22:45:00;3;9;11;4;2;8;26;0;0;0;0;0
2019-12-02 23:00:00;6;8;12;5;3;9;25;0;1;0;0;0
2019-12-02 23:15:00;2;4;7;0;0;1;18;0;0;0;0;0
2019-12-02 23:30:00;2;8;8;0;1;6;16;0;0;0;0;0
2019-12-02 23:45:00;0;1;3;1;0;2;8;0;1;0;0;0
