DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DC2);7(DD1);8(DD2);9(TAFGB);10(TAFBB)
2020-12-06 00:00:00;6;5;3;1;0;0;0;4;0;0
2020-12-06 00:15:00;4;5;4;2;1;1;1;3;0;0
2020-12-06 00:30:00;2;3;1;0;1;2;2;1;0;0
2020-12-06 00:45:00;5;5;5;0;1;2;1;2;0;0
2020-12-06 01:00:00;7;4;0;1;0;0;1;1;0;0
2020-12-06 01:15:00;5;6;5;1;0;0;0;5;0;0
2020-12-06 01:30:00;6;6;0;1;0;0;0;1;0;0
2020-12-06 01:45:00;4;5;3;1;0;0;1;5;0;0
2020-12-06 02:00:00;5;7;1;2;0;0;1;0;0;0
2020-12-06 02:15:00;2;6;1;0;0;0;0;1;0;0
2020-12-06 02:30:00;1;1;2;1;0;0;0;0;0;0
2020-12-06 02:45:00;4;4;2;3;0;0;0;1;0;0
2020-12-06 03:00:00;0;3;5;1;0;0;0;2;0;0
2020-12-06 03:15:00;1;1;1;0;0;0;0;1;0;0
2020-12-06 03:30:00;1;1;0;0;0;0;0;1;0;0
2020-12-06 03:45:00;2;3;4;1;0;0;0;1;0;0
2020-12-06 04:00:00;0;0;0;0;0;0;0;0;0;0
2020-12-06 04:15:00;2;1;1;0;0;0;0;1;0;0
2020-12-06 04:30:00;0;1;2;1;0;0;0;0;0;0
2020-12-06 04:45:00;2;3;4;0;0;0;0;0;0;0
2020-12-06 05:00:00;4;4;2;1;0;0;0;0;0;0
2020-12-06 05:15:00;2;5;3;0;0;0;0;0;0;0
2020-12-06 05:30:00;6;4;6;1;0;0;0;1;0;0
2020-12-06 05:45:00;4;3;1;1;0;0;1;1;0;0
2020-12-06 06:00:00;0;2;3;0;1;0;0;0;0;0
2020-12-06 06:15:00;5;5;4;1;1;1;0;2;0;0
2020-12-06 06:30:00;4;3;3;0;0;0;0;1;0;0
2020-12-06 06:45:00;3;4;6;0;0;0;0;1;0;0
2020-12-06 07:00:00;2;1;1;0;0;0;0;2;0;0
2020-12-06 07:15:00;2;1;4;2;0;0;0;1;0;0
2020-12-06 07:30:00;5;7;4;1;0;0;0;1;0;0
2020-12-06 07:45:00;6;6;8;1;0;1;0;1;0;0
2020-12-06 08:00:00;2;2;6;1;0;0;0;2;0;0
2020-12-06 08:15:00;7;11;10;1;0;0;0;2;0;0
2020-12-06 08:30:00;3;3;8;1;1;0;2;1;0;0
2020-12-06 08:45:00;12;11;10;1;0;0;1;1;0;0
2020-12-06 09:00:00;5;9;19;5;1;0;0;2;0;0
2020-12-06 09:15:00;15;10;17;2;1;1;1;6;0;0
2020-12-06 09:30:00;7;11;14;0;0;0;0;5;0;0
2020-12-06 09:45:00;13;17;30;2;0;0;3;4;0;0
2020-12-06 10:00:00;13;12;15;3;0;0;2;2;0;0
2020-12-06 10:15:00;17;22;27;6;0;0;0;5;0;0
2020-12-06 10:30:00;16;23;21;6;2;1;3;4;0;0
2020-12-06 10:45:00;23;25;25;4;1;1;0;6;0;0
2020-12-06 11:00:00;23;23;28;5;0;1;2;4;0;0
2020-12-06 11:15:00;38;36;27;4;3;2;1;4;0;0
2020-12-06 11:30:00;21;15;21;6;4;2;1;2;0;0
2020-12-06 11:45:00;23;19;28;4;2;1;1;5;0;0
2020-12-06 12:00:00;16;22;24;4;2;1;2;3;0;0
2020-12-06 12:15:00;32;27;21;2;0;0;3;10;0;0
2020-12-06 12:30:00;27;33;27;3;1;1;0;7;0;0
2020-12-06 12:45:00;25;24;26;3;1;0;0;8;0;0
2020-12-06 13:00:00;23;24;18;3;1;0;3;4;0;0
2020-12-06 13:15:00;26;28;22;5;1;0;5;6;0;0
2020-12-06 13:30:00;20;23;20;2;1;0;1;5;0;0
2020-12-06 13:45:00;22;21;22;5;2;1;2;4;0;0
2020-12-06 14:00:00;24;22;13;2;2;0;2;6;0;0
2020-12-06 14:15:00;28;28;25;2;0;1;1;6;0;0
2020-12-06 14:30:00;26;24;24;9;2;0;0;5;0;0
2020-12-06 14:45:00;28;28;24;8;1;0;4;9;0;0
2020-12-06 15:00:00;21;21;25;2;0;0;2;8;0;0
2020-12-06 15:15:00;16;17;30;4;0;0;3;7;0;0
2020-12-06 15:30:00;23;22;24;4;2;1;0;7;0;0
2020-12-06 15:45:00;33;32;26;8;3;1;3;8;0;0
2020-12-06 16:00:00;30;25;24;6;3;4;1;10;1;0
2020-12-06 16:15:00;23;29;32;4;4;5;4;7;0;0
2020-12-06 16:30:00;13;16;25;4;0;1;3;11;0;0
2020-12-06 16:45:00;20;18;22;4;1;2;5;6;0;0
2020-12-06 17:00:00;21;21;31;4;0;0;2;4;0;0
