DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DC2);7(DA3);8(TA1);9(TA2);10(TA3);11(TAFBAC1);12(TAFBAC2);13(TAFBAC3);14(TAFBB)
2020-10-02 00:00:00;5;2;0;0;7;8;12;0;0;0;0;0;0;0
2020-10-02 00:15:00;13;4;2;0;2;13;13;0;0;0;0;0;0;0
2020-10-02 00:30:00;11;0;1;0;3;9;15;0;0;0;0;0;0;0
2020-10-02 00:45:00;6;2;2;1;3;9;10;0;0;0;0;0;0;0
2020-10-02 01:00:00;7;1;2;0;4;8;9;0;0;0;0;0;0;0
2020-10-02 01:15:00;7;0;0;0;4;14;6;0;0;0;0;0;0;0
2020-10-02 01:30:00;2;3;0;0;3;6;4;0;0;0;0;0;0;0
2020-10-02 01:45:00;4;0;0;0;2;9;4;0;0;0;0;0;0;0
2020-10-02 02:00:00;5;2;0;1;9;10;5;0;0;0;0;0;0;0
2020-10-02 02:15:00;5;1;2;1;4;10;5;0;0;0;0;0;0;0
2020-10-02 02:30:00;3;1;0;0;3;7;4;0;0;0;0;0;0;0
2020-10-02 02:45:00;1;1;0;0;2;11;5;0;0;0;0;0;0;0
2020-10-02 03:00:00;5;0;0;0;7;6;5;0;0;0;0;0;0;0
2020-10-02 03:15:00;3;0;1;0;3;4;7;0;0;0;0;0;0;0
2020-10-02 03:30:00;3;1;0;0;7;10;5;0;0;0;0;0;0;0
2020-10-02 03:45:00;1;0;0;0;1;6;5;0;0;0;0;0;0;0
2020-10-02 04:00:00;6;0;0;0;4;9;8;0;0;0;0;0;0;0
2020-10-02 04:15:00;8;1;1;0;4;12;7;0;0;0;0;0;0;0
2020-10-02 04:30:00;11;0;0;0;9;18;10;0;0;0;0;0;0;0
2020-10-02 04:45:00;17;2;1;0;4;17;21;0;0;0;0;0;0;0
2020-10-02 05:00:00;33;2;3;2;11;29;50;0;0;0;0;0;0;0
2020-10-02 05:15:00;91;8;5;4;9;50;111;0;0;0;0;0;0;0
2020-10-02 05:30:00;80;14;21;7;18;63;129;0;0;0;0;0;0;0
2020-10-02 05:45:00;79;8;17;4;39;79;99;0;0;3;0;0;0;0
2020-10-02 06:00:00;58;6;14;4;45;109;85;0;0;1;0;0;0;0
2020-10-02 06:15:00;65;6;15;6;48;138;96;0;0;0;0;0;0;0
2020-10-02 06:30:00;119;15;32;12;53;116;137;2;0;0;0;0;0;0
2020-10-02 06:45:00;134;23;22;9;52;99;156;2;0;0;0;0;0;0
2020-10-02 07:00:00;126;14;31;14;56;103;162;2;0;0;0;0;0;0
2020-10-02 07:15:00;149;28;48;22;74;125;158;3;0;1;0;0;0;0
2020-10-02 07:30:00;132;46;52;34;87;123;144;20;0;1;0;0;0;0
2020-10-02 07:45:00;152;64;40;14;55;98;165;5;0;5;1;1;1;0
