DATUM;1(DA1);2(DB1);3(DB2);4(DC1);5(DC2);9(TAFGB1);10(TAFGB2);11(TARDD);12(TAFBA);13(TAFBB);14(TAFGE);15(TAFBE)
2020-05-16 00:00:00;1;7;4;6;4;0;0;0;0;0;0;0
2020-05-16 00:15:00;2;13;10;9;9;0;0;0;0;0;0;0
2020-05-16 00:30:00;1;7;8;8;4;0;0;0;0;0;0;0
2020-05-16 00:45:00;0;9;8;12;9;0;0;0;0;0;0;0
2020-05-16 01:00:00;0;4;8;12;7;0;0;0;0;0;0;0
2020-05-16 01:15:00;0;6;6;10;9;0;0;0;0;0;0;0
2020-05-16 01:30:00;0;8;11;9;8;0;0;0;0;0;0;0
2020-05-16 01:45:00;1;6;6;4;2;0;0;0;0;0;0;0
2020-05-16 02:00:00;1;4;2;3;2;0;0;0;0;0;0;0
2020-05-16 02:15:00;0;5;3;5;3;0;0;0;0;0;0;0
2020-05-16 02:30:00;0;1;4;5;3;0;0;0;0;0;0;0
2020-05-16 02:45:00;0;5;4;5;2;0;0;0;0;0;0;0
2020-05-16 03:00:00;0;4;2;1;0;0;0;0;0;0;0;0
2020-05-16 03:15:00;0;1;0;0;0;0;0;0;0;0;0;0
2020-05-16 03:30:00;1;3;1;2;1;0;0;0;0;0;0;0
2020-05-16 03:45:00;0;1;1;3;1;0;0;0;0;0;0;0
2020-05-16 04:00:00;1;4;6;0;4;0;0;0;0;0;0;0
2020-05-16 04:15:00;2;4;6;2;1;0;0;0;0;0;0;0
2020-05-16 04:30:00;0;4;4;2;0;0;0;0;0;0;0;0
2020-05-16 04:45:00;1;4;9;2;1;0;0;0;0;0;0;0
2020-05-16 05:00:00;0;5;6;4;1;0;0;0;0;0;0;0
2020-05-16 05:15:00;0;4;3;6;6;0;0;0;0;0;0;0
2020-05-16 05:30:00;4;6;6;20;7;0;0;0;0;0;0;0
2020-05-16 05:45:00;2;8;9;9;8;0;0;0;0;0;0;0
2020-05-16 06:00:00;2;20;14;9;7;0;0;0;0;0;0;0
2020-05-16 06:15:00;3;23;21;19;6;0;0;0;0;0;0;0
2020-05-16 06:30:00;7;19;18;17;7;0;0;0;0;0;0;0
2020-05-16 06:45:00;1;19;29;21;6;0;0;0;0;0;0;0
2020-05-16 07:00:00;2;14;10;10;4;0;0;0;0;0;1;0
2020-05-16 07:15:00;5;19;27;19;10;0;0;0;0;1;0;0
2020-05-16 07:30:00;4;25;26;29;21;0;0;0;0;0;1;0
2020-05-16 07:45:00;2;20;22;29;16;0;0;0;0;0;0;0
2020-05-16 08:00:00;4;25;18;19;10;0;0;0;0;10;2;1
2020-05-16 08:15:00;5;18;26;30;21;0;0;0;0;5;0;0
2020-05-16 08:30:00;8;34;23;24;11;0;1;0;0;4;1;0
2020-05-16 08:45:00;7;42;37;34;24;3;0;0;0;7;2;0
2020-05-16 09:00:00;4;36;22;30;19;3;1;0;0;12;0;0
2020-05-16 09:15:00;11;38;50;41;27;0;1;0;0;2;2;2
2020-05-16 09:30:00;11;43;31;45;32;3;1;0;0;5;5;0
2020-05-16 09:45:00;14;55;43;37;30;6;0;0;0;3;0;0
2020-05-16 10:00:00;9;60;49;34;42;2;1;0;0;1;0;1
2020-05-16 10:15:00;8;62;43;52;41;3;2;0;0;7;5;0
2020-05-16 10:30:00;4;56;35;52;33;2;5;0;0;2;2;0
2020-05-16 10:45:00;16;35;52;50;38;1;2;0;0;3;3;2
2020-05-16 11:00:00;9;51;50;60;36;2;4;0;0;19;8;6
2020-05-16 11:15:00;14;61;48;49;38;1;2;0;0;0;7;0
2020-05-16 11:30:00;6;62;51;63;40;0;0;0;0;0;2;0
2020-05-16 11:45:00;12;68;61;60;46;2;8;0;0;0;1;0
2020-05-16 12:00:00;15;56;67;52;52;5;2;0;0;4;1;9
2020-05-16 12:15:00;13;73;68;66;57;3;7;0;0;12;10;3
2020-05-16 12:30:00;13;77;63;64;51;1;2;0;0;4;2;1
2020-05-16 12:45:00;15;69;72;63;52;4;0;0;0;10;13;5
2020-05-16 13:00:00;7;75;63;63;43;0;0;0;0;3;7;0
2020-05-16 13:15:00;24;69;52;63;50;0;3;0;0;8;7;1
2020-05-16 13:30:00;15;69;61;61;46;3;4;0;0;3;4;7
2020-05-16 13:45:00;13;63;66;52;57;3;2;0;0;23;2;7
2020-05-16 14:00:00;15;64;57;62;40;2;0;0;0;20;8;7
2020-05-16 14:15:00;12;83;67;69;54;1;1;0;0;36;17;2
2020-05-16 14:30:00;7;65;60;62;47;0;4;0;0;54;4;11
2020-05-16 14:45:00;12;69;54;65;48;0;4;0;0;56;7;7
2020-05-16 15:00:00;9;61;60;60;58;2;12;0;0;55;8;4
2020-05-16 15:15:00;12;62;63;65;55;3;1;0;0;4;10;57
2020-05-16 15:30:00;7;67;44;60;56;8;8;0;0;11;11;4
2020-05-16 15:45:00;8;74;57;44;38;1;12;0;0;2;11;63
2020-05-16 16:00:00;6;56;49;43;46;10;1;0;0;24;3;6
2020-05-16 16:15:00;14;66;51;65;56;11;4;0;0;8;2;6
2020-05-16 16:30:00;14;52;57;59;49;4;2;0;0;4;12;1
2020-05-16 16:45:00;7;57;52;63;41;1;3;0;0;11;7;12
2020-05-16 17:00:00;17;63;50;71;54;3;1;0;0;14;6;65
2020-05-16 17:15:00;11;57;69;60;46;13;3;0;0;5;13;90
2020-05-16 17:30:00;9;66;62;64;54;2;1;0;0;19;6;26
2020-05-16 17:45:00;11;63;53;60;41;2;6;0;0;14;3;0
2020-05-16 18:00:00;13;56;59;62;57;4;2;0;0;19;2;5
2020-05-16 18:15:00;13;80;58;68;63;1;4;0;0;8;14;26
2020-05-16 18:30:00;5;59;41;55;56;2;9;0;0;112;4;0
2020-05-16 18:45:00;17;62;72;58;45;4;2;0;0;13;11;22
2020-05-16 19:00:00;18;41;51;42;37;0;4;0;0;36;5;21
2020-05-16 19:15:00;12;66;69;42;37;1;3;0;0;4;13;13
2020-05-16 19:30:00;12;33;55;35;33;3;1;0;0;3;7;25
2020-05-16 19:45:00;12;53;51;34;21;2;0;0;0;0;4;5
2020-05-16 20:00:00;11;35;37;43;29;2;5;0;0;32;2;1
2020-05-16 20:15:00;8;49;35;26;13;1;6;0;1;45;5;13
2020-05-16 20:30:00;6;31;34;28;26;3;0;0;0;6;0;0
2020-05-16 20:45:00;12;32;32;41;31;2;1;0;0;28;1;4
2020-05-16 21:00:00;3;25;20;28;18;0;2;0;0;9;1;3
2020-05-16 21:15:00;2;24;17;26;19;0;0;0;0;0;2;0
2020-05-16 21:30:00;4;23;17;20;15;0;0;0;0;0;0;0
2020-05-16 21:45:00;3;24;21;31;19;0;0;0;0;0;0;0
2020-05-16 22:00:00;5;18;15;22;13;0;0;0;0;0;0;0
2020-05-16 22:15:00;11;29;19;28;15;0;0;0;0;0;0;0
2020-05-16 22:30:00;8;14;21;20;9;0;0;0;0;0;0;0
2020-05-16 22:45:00;2;18;14;15;9;0;0;0;0;0;0;0
2020-05-16 23:00:00;3;13;18;16;11;0;0;0;0;0;0;0
2020-05-16 23:15:00;6;13;17;20;13;0;0;0;0;0;0;0
2020-05-16 23:30:00;3;13;14;12;7;0;0;0;0;0;0;0
2020-05-16 23:45:00;3;14;16;7;9;0;0;0;0;0;0;0
