DATUM;1(DA1);2(DB1);3(DB2);4(DB3);5(DB4);6(DB5);7(DC1);8(DD1);9(DD2);10(DD3);11(DD4);12(DD5);13(TAFGA);14(TAFBA);15(TAFBB);16(TAFGC);17(TAFBC);18(TAFBD)
2020-11-21 00:00:00;7;1;3;0;1;0;7;0;1;0;0;0;0;0;0;0;0;0
2020-11-21 00:15:00;517;1;3;0;1;0;1;0;2;0;0;0;0;0;0;0;0;0
2020-11-21 00:30:00;256;2;1;1;2;0;8;1;3;0;1;3;0;0;0;0;0;0
2020-11-21 00:45:00;0;2;0;0;3;0;2;1;2;0;0;2;0;0;0;0;0;0
2020-11-21 01:00:00;7;1;1;0;1;0;1;0;2;0;0;1;0;0;0;0;0;0
2020-11-21 01:15:00;2;1;1;0;1;0;2;1;0;0;258;0;0;0;0;0;0;0
2020-11-21 01:30:00;257;0;0;0;0;0;4;0;0;0;258;0;0;0;0;0;0;0
2020-11-21 01:45:00;0;1;1;0;0;1;3;0;3;0;0;0;0;0;0;0;0;0
2020-11-21 02:00:00;259;1;1;0;1;0;1;1;1;0;259;0;0;0;0;0;0;0
2020-11-21 02:15:00;0;0;0;2;0;0;0;0;0;0;257;0;0;0;0;0;0;0
2020-11-21 02:30:00;3;1;0;0;1;0;3;0;0;0;4;0;0;0;0;0;0;0
2020-11-21 02:45:00;0;2;0;0;2;0;2;1;0;0;0;0;0;0;0;0;0;0
2020-11-21 03:00:00;2;0;2;0;0;1;4;2;0;0;2;0;0;0;0;0;0;0
2020-11-21 03:15:00;0;0;1;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0
2020-11-21 03:30:00;1;1;1;0;1;0;0;0;0;0;258;0;0;0;0;0;0;0
2020-11-21 03:45:00;1;1;1;0;2;2;0;1;0;0;258;0;0;0;0;0;0;0
2020-11-21 04:00:00;0;0;0;2;1;1;2;0;0;1;1;1;0;0;0;0;0;0
2020-11-21 04:15:00;1;2;2;257;259;258;1;0;0;257;257;257;0;0;0;0;0;0
2020-11-21 04:30:00;2;3;2;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-21 04:45:00;3;1;0;0;2;0;2;0;1;0;0;1;0;0;0;0;0;0
2020-11-21 05:00:00;5;4;1;255;258;256;3;0;0;256;256;255;0;0;0;0;0;0
2020-11-21 05:15:00;14;1;2;7;7;7;9;1;1;3;3;3;0;0;0;0;0;0
2020-11-21 05:30:00;16;5;8;0;11;4;11;11;2;1;4;0;0;0;0;0;0;0
2020-11-21 05:45:00;11;5;5;257;260;255;16;5;2;255;259;255;0;0;0;0;0;0
2020-11-21 06:00:00;7;3;13;5;5;4;30;3;3;3;6;3;0;0;0;0;0;0
2020-11-21 06:15:00;10;6;14;255;259;256;20;4;1;256;256;255;0;0;0;0;0;0
2020-11-21 06:30:00;9;7;7;3;6;4;16;4;3;4;5;4;0;0;0;0;0;0
2020-11-21 06:45:00;10;6;15;258;263;261;14;6;2;258;262;258;0;0;0;0;0;0
2020-11-21 07:00:00;22;8;15;0;8;3;15;9;4;1;7;1;0;0;0;0;0;0
2020-11-21 07:15:00;20;13;17;255;255;255;14;11;1;255;256;255;0;0;0;0;0;1
2020-11-21 07:30:00;22;13;19;3;10;6;8;12;4;3;6;3;0;0;0;0;0;0
2020-11-21 07:45:00;37;18;19;256;267;256;19;12;3;257;257;258;3;0;0;0;0;0
2020-11-21 08:00:00;34;16;23;0;0;0;19;16;5;0;0;0;0;0;0;0;0;0
2020-11-21 08:15:00;52;29;31;6;22;13;27;10;5;8;7;5;0;0;0;0;0;0
2020-11-21 08:30:00;43;29;45;255;258;256;21;16;14;255;255;255;1;0;0;0;0;0
2020-11-21 08:45:00;57;31;34;0;0;0;27;23;9;0;0;0;0;0;0;0;0;0
2020-11-21 09:00:00;279;42;32;7;37;9;35;23;6;6;16;7;0;0;0;1;2;0
2020-11-21 09:15:00;13;41;26;255;272;259;27;30;3;255;263;255;0;0;0;0;0;0
2020-11-21 09:30:00;304;52;19;3;15;5;43;19;6;3;7;4;0;0;0;0;0;0
2020-11-21 09:45:00;50;36;23;6;26;13;50;27;11;3;14;3;0;0;0;1;0;0
2020-11-21 10:00:00;269;45;31;255;517;256;47;26;9;256;260;260;0;0;0;1;0;0
2020-11-21 10:15:00;84;59;26;3;28;6;50;28;8;0;14;5;0;0;0;0;0;0
2020-11-21 10:30:00;81;60;33;3;43;11;55;27;7;3;25;6;0;0;0;0;0;0
2020-11-21 10:45:00;75;50;68;255;273;264;71;33;5;257;259;256;0;0;0;0;0;0
2020-11-21 11:00:00;83;61;68;8;46;17;46;38;7;4;25;8;0;0;0;0;0;1
2020-11-21 11:15:00;71;65;25;4;59;7;46;19;9;4;9;7;0;0;0;0;0;0
2020-11-21 11:30:00;73;55;45;257;283;262;52;30;16;257;273;260;0;0;0;0;0;0
2020-11-21 11:45:00;89;62;61;2;62;17;66;33;14;2;27;10;9;0;0;1;0;0
2020-11-21 12:00:00;85;66;38;1;67;8;66;35;17;3;35;15;0;0;0;2;0;1
2020-11-21 12:15:00;84;47;35;5;51;11;62;36;9;1;26;5;0;0;0;0;0;3
2020-11-21 12:30:00;68;53;43;3;50;12;55;28;12;1;26;9;1;21;0;0;0;0
2020-11-21 12:45:00;62;51;25;3;48;10;66;30;8;1;28;3;0;0;0;0;0;0
2020-11-21 13:00:00;69;54;29;0;51;5;61;31;10;3;33;7;0;0;0;0;0;0
2020-11-21 13:15:00;70;52;32;3;50;9;45;27;15;6;27;8;1;0;0;0;0;0
2020-11-21 13:30:00;85;50;21;0;48;4;64;21;8;3;19;5;0;0;0;0;0;0
2020-11-21 13:45:00;67;46;26;3;49;7;62;28;9;0;7;3;0;0;0;0;0;0
2020-11-21 14:00:00;84;39;30;3;41;10;58;33;8;8;27;6;0;0;0;0;0;0
2020-11-21 14:15:00;75;50;32;5;47;6;53;28;13;2;26;9;0;0;0;1;0;0
2020-11-21 14:30:00;58;44;26;3;46;4;70;21;6;7;15;5;0;0;0;5;4;0
2020-11-21 14:45:00;78;43;25;3;37;9;51;26;6;4;24;4;0;0;0;0;0;0
2020-11-21 15:00:00;65;44;26;8;43;2;45;34;10;2;28;9;0;0;0;0;0;0
2020-11-21 15:15:00;77;43;17;2;42;5;58;23;3;4;19;0;0;0;0;2;0;0
2020-11-21 15:30:00;59;43;30;4;33;10;60;19;10;4;19;4;0;0;0;0;0;0
2020-11-21 15:45:00;66;48;31;1;46;10;48;25;15;2;20;7;1;0;0;6;0;0
2020-11-21 16:00:00;57;42;34;2;36;6;52;17;13;2;15;9;0;0;0;0;0;1
2020-11-21 16:15:00;68;35;24;1;30;7;42;15;6;1;12;3;6;0;0;0;0;0
2020-11-21 16:30:00;72;37;22;0;30;1;49;27;5;1;26;4;0;0;0;0;0;0
2020-11-21 16:45:00;69;44;23;3;33;3;63;20;7;0;16;3;1;0;0;0;0;0
2020-11-21 17:00:00;55;35;22;3;32;1;49;21;9;1;16;6;0;0;1;0;0;0
2020-11-21 17:15:00;63;41;33;2;30;8;39;27;5;3;26;4;0;0;0;0;0;0
2020-11-21 17:30:00;62;44;29;2;29;8;55;16;4;2;12;5;1;1;0;4;0;0
2020-11-21 17:45:00;57;50;25;2;37;7;39;17;7;0;15;5;1;0;0;0;0;0
2020-11-21 18:00:00;39;35;16;1;33;7;44;22;12;0;16;10;0;0;0;1;0;1
2020-11-21 18:15:00;287;43;27;3;42;10;45;15;5;1;16;2;0;0;0;0;0;0
2020-11-21 18:30:00;0;26;14;1;19;6;26;15;9;1;14;6;0;0;0;0;0;0
2020-11-21 18:45:00;17;34;18;1;32;5;30;14;7;2;12;7;0;0;0;0;0;0
2020-11-21 19:00:00;384;21;13;1;18;17;37;18;10;1;13;8;0;0;0;0;0;0
2020-11-21 19:15:00;67;38;22;0;293;24;35;12;6;1;13;4;0;0;0;0;0;0
2020-11-21 19:30:00;96;26;15;6;779;266;33;11;5;3;10;3;0;0;0;0;0;0
2020-11-21 19:45:00;37;21;12;13;19;12;33;7;5;0;6;2;0;0;0;0;0;0
2020-11-21 20:00:00;25;17;14;8;21;12;23;9;7;2;7;6;0;0;0;0;0;0
2020-11-21 20:15:00;280;8;7;8;12;270;21;8;5;0;8;4;0;0;0;0;0;0
2020-11-21 20:30:00;31;6;7;3;10;7;18;9;3;0;7;3;0;0;0;0;0;0
2020-11-21 20:45:00;24;5;4;5;7;5;17;4;4;0;4;4;0;0;0;0;0;0
2020-11-21 21:00:00;17;5;3;1;7;7;14;4;7;2;260;4;0;0;0;0;0;0
2020-11-21 21:15:00;12;4;8;5;267;6;10;7;0;0;4;0;0;0;0;0;0;0
2020-11-21 21:30:00;14;5;4;255;255;255;7;5;0;255;255;255;0;0;0;0;0;0
2020-11-21 21:45:00;28;2;3;0;0;0;7;5;1;0;0;0;0;0;0;0;0;0
2020-11-21 22:00:00;11;7;4;4;10;5;11;1;2;3;5;6;0;0;0;0;0;0
2020-11-21 22:15:00;6;3;5;257;516;256;15;2;6;257;258;258;0;0;0;0;0;0
2020-11-21 22:30:00;4;3;2;0;0;0;11;3;3;0;0;0;4;0;0;0;0;0
2020-11-21 22:45:00;13;3;2;3;0;4;8;2;6;3;3;4;0;0;0;0;0;0
2020-11-21 23:00:00;12;3;1;4;5;1;10;9;2;1;8;1;0;0;0;0;0;0
2020-11-21 23:15:00;13;1;4;259;255;255;17;3;1;255;255;255;0;0;0;0;0;0
2020-11-21 23:30:00;9;3;5;0;0;0;8;1;3;0;0;0;0;0;0;0;0;0
2020-11-21 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
