DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(DC3);9(DC4);10(DD1);11(DD2);12(DD3);13(DD4)
2019-10-01 00:00:00;6;7;4;3;0;5;6;4;4;6;4;3;4
2019-10-01 00:15:00;6;5;1;2;1;10;7;8;4;4;3;0;1
2019-10-01 00:30:00;11;4;1;3;7;7;4;2;2;9;8;3;1
2019-10-01 00:45:00;9;6;1;0;1;11;15;1;0;4;4;1;1
2019-10-01 01:00:00;6;2;0;2;2;10;12;3;2;3;2;0;0
2019-10-01 01:15:00;6;0;1;1;2;1;2;0;0;2;5;0;1
2019-10-01 01:30:00;2;1;1;1;1;8;6;3;3;5;1;0;1
2019-10-01 01:45:00;7;1;1;2;2;7;4;5;4;4;2;0;1
2019-10-01 02:00:00;8;4;1;1;2;6;7;0;1;4;2;0;1
2019-10-01 02:15:00;4;1;0;1;2;2;1;0;1;2;3;3;0
2019-10-01 02:30:00;4;0;0;1;0;8;5;1;0;3;3;0;0
2019-10-01 02:45:00;1;1;0;1;1;7;4;0;0;4;2;1;0
2019-10-01 03:00:00;6;1;2;1;1;9;7;3;3;2;3;1;2
2019-10-01 03:15:00;3;1;1;2;5;5;4;2;0;2;3;2;1
2019-10-01 03:30:00;10;0;0;0;3;7;3;2;2;3;2;1;0
2019-10-01 03:45:00;5;1;1;1;2;9;8;2;0;1;3;0;1
2019-10-01 04:00:00;4;0;1;0;2;10;7;0;0;2;3;0;1
2019-10-01 04:15:00;8;1;1;5;1;16;11;1;0;3;3;0;1
2019-10-01 04:30:00;6;0;2;5;9;16;13;4;2;1;2;0;2
2019-10-01 04:45:00;16;4;2;7;12;24;19;7;2;2;0;0;1
2019-10-01 05:00:00;18;9;1;8;9;24;14;9;4;7;5;1;1
2019-10-01 05:15:00;29;22;8;13;17;26;28;10;5;5;5;3;8
2019-10-01 05:30:00;37;27;12;14;32;45;40;10;5;5;6;2;11
2019-10-01 05:45:00;40;27;5;23;26;52;46;21;10;12;9;5;5
2019-10-01 06:00:00;46;31;10;21;24;48;48;16;12;12;7;2;10
2019-10-01 06:15:00;52;54;13;28;34;73;64;31;21;24;8;2;10
2019-10-01 06:30:00;49;45;18;60;45;82;106;50;40;31;14;3;15
2019-10-01 06:45:00;67;66;19;71;47;94;99;76;64;49;19;8;16
2019-10-01 07:00:00;62;69;29;62;42;94;101;67;44;44;26;12;28
2019-10-01 07:15:00;74;80;25;56;64;102;107;82;63;49;30;12;23
2019-10-01 07:30:00;64;74;21;92;54;98;124;85;65;63;26;9;16
2019-10-01 07:45:00;63;72;28;116;65;124;153;78;76;57;27;9;26
2019-10-01 08:00:00;55;51;21;111;47;86;118;90;71;64;27;12;19
2019-10-01 08:15:00;57;41;20;98;42;99;118;104;84;77;37;10;13
2019-10-01 08:30:00;69;58;13;100;38;96;108;92;75;72;37;13;12
2019-10-01 08:45:00;71;58;20;81;43;100;104;89;69;67;35;15;16
2019-10-01 09:00:00;52;45;16;64;31;86;104;80;61;54;24;12;16
2019-10-01 09:15:00;69;55;16;73;36;76;94;67;55;74;47;15;16
2019-10-01 09:30:00;70;59;26;74;31;84;94;66;57;68;48;23;23
2019-10-01 09:45:00;80;72;19;53;40;89;96;64;46;74;57;11;17
2019-10-01 10:00:00;60;60;19;51;28;83;84;63;46;59;44;16;21
2019-10-01 10:15:00;80;75;18;75;38;82;95;63;46;53;81;29;17
2019-10-01 10:30:00;85;80;22;61;41;76;91;57;43;78;54;18;19
2019-10-01 10:45:00;81;59;30;83;28;93;89;64;45;97;70;23;26
2019-10-01 11:00:00;69;64;23;67;37;80;85;62;50;84;55;26;24
