DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DD1);6(DF1);7(DF2);8(DF3)
2019-09-26 00:00:00;3;5;3;9;4;3;0;3
2019-09-26 00:15:00;4;4;2;4;1;6;0;4
2019-09-26 00:30:00;2;3;2;4;3;6;0;5
2019-09-26 00:45:00;4;6;4;2;1;0;0;3
2019-09-26 01:00:00;8;5;1;1;1;1;0;1
2019-09-26 01:15:00;5;4;4;3;1;1;0;6
2019-09-26 01:30:00;1;4;0;2;3;2;0;2
2019-09-26 01:45:00;1;2;3;2;1;0;0;2
2019-09-26 02:00:00;0;2;2;1;2;0;0;1
2019-09-26 02:15:00;2;2;0;3;1;0;0;0
2019-09-26 02:30:00;2;0;0;2;2;0;0;1
2019-09-26 02:45:00;3;0;0;2;2;1;0;1
2019-09-26 03:00:00;0;1;1;1;0;0;0;0
2019-09-26 03:15:00;1;1;0;1;0;1;0;0
2019-09-26 03:30:00;1;1;0;0;2;1;0;0
2019-09-26 03:45:00;0;0;0;0;0;0;0;0
2019-09-26 04:00:00;4;4;1;2;1;0;0;1
2019-09-26 04:15:00;4;6;3;3;0;1;0;0
2019-09-26 04:30:00;4;4;5;2;2;1;0;2
2019-09-26 04:45:00;8;7;11;5;5;5;0;3
2019-09-26 05:00:00;14;19;24;7;8;15;0;4
2019-09-26 05:15:00;15;27;62;6;2;35;0;14
2019-09-26 05:30:00;28;42;86;21;17;35;0;12
2019-09-26 05:45:00;45;35;55;53;25;22;0;25
2019-09-26 06:00:00;32;34;59;36;45;21;0;17
2019-09-26 06:15:00;42;38;81;32;27;17;0;25
2019-09-26 06:30:00;49;30;65;14;11;31;0;44
2019-09-26 06:45:00;63;72;118;20;22;27;0;44
2019-09-26 07:00:00;68;60;108;19;33;37;0;50
2019-09-26 07:15:00;76;86;86;37;52;46;0;56
2019-09-26 07:30:00;97;82;152;35;64;67;0;93
2019-09-26 07:45:00;120;114;94;31;40;60;0;83
2019-09-26 08:00:00;106;101;112;36;46;56;0;59
