DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DC2);7(DD1);8(DD2);9(DF1);10(DF2);11(D11RES);12(D12RES);13(D13RES);14(D14RES)
2020-06-11 00:00:00;11;3;21;5;10;4;3;0;7;7;0;0;0;0
2020-06-11 00:15:00;1;0;1;0;1;0;0;0;0;0;0;0;0;0
2020-06-11 00:30:00;
2020-06-11 00:45:00;
2020-06-11 01:00:00;5;6;6;0;7;0;5;1;8;2;0;0;0;0
2020-06-11 01:15:00;5;3;10;3;8;8;4;2;6;4;0;0;0;0
2020-06-11 01:30:00;4;3;10;1;5;2;3;0;5;2;0;0;0;0
2020-06-11 01:45:00;5;6;9;0;8;6;4;1;2;2;0;0;0;0
2020-06-11 02:00:00;0;5;9;1;4;2;1;0;2;3;0;0;0;0
2020-06-11 02:15:00;3;2;3;0;3;2;4;1;3;2;0;0;0;0
2020-06-11 02:30:00;3;1;10;0;5;2;4;1;2;2;0;0;0;0
2020-06-11 02:45:00;5;5;3;0;3;3;2;1;4;1;0;0;0;0
2020-06-11 03:00:00;4;3;6;0;2;2;2;0;2;2;0;0;0;0
2020-06-11 03:15:00;4;4;6;1;1;2;3;1;2;0;0;0;0;0
2020-06-11 03:30:00;2;3;4;0;3;1;4;1;2;5;0;0;0;0
2020-06-11 03:45:00;3;1;1;0;4;3;1;1;1;2;0;0;0;0
2020-06-11 04:00:00;1;1;6;1;4;2;1;2;1;1;0;0;0;0
2020-06-11 04:15:00;1;3;2;0;6;0;0;0;4;1;0;0;0;0
2020-06-11 04:30:00;2;1;2;0;3;1;1;0;2;2;0;0;0;0
2020-06-11 04:45:00;2;0;2;0;2;2;0;0;2;1;0;0;0;0
2020-06-11 05:00:00;2;2;4;0;4;4;0;0;6;6;0;0;0;0
2020-06-11 05:15:00;8;1;3;1;4;5;4;1;0;2;0;0;0;0
2020-06-11 05:30:00;3;9;10;0;6;0;4;1;7;8;0;0;0;0
2020-06-11 05:45:00;6;6;7;3;2;7;4;0;28;37;0;0;0;0
2020-06-11 06:00:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-11 06:15:00;5;10;8;0;4;9;4;1;32;31;0;0;0;0
2020-06-11 06:30:00;7;7;11;0;3;6;6;3;15;12;0;0;0;0
2020-06-11 06:45:00;14;7;9;2;9;6;6;2;8;9;0;0;0;0
2020-06-11 07:00:00;6;3;10;1;8;6;4;1;5;7;0;0;0;0
2020-06-11 07:15:00;9;7;18;1;10;9;5;1;6;3;0;0;0;0
2020-06-11 07:30:00;6;4;7;0;11;9;7;0;5;7;0;0;0;0
2020-06-11 07:45:00;5;8;12;2;7;5;4;1;7;4;0;0;0;0
2020-06-11 08:00:00;9;6;12;2;10;2;4;3;6;4;0;0;0;0
2020-06-11 08:15:00;7;8;18;4;12;16;5;0;12;8;0;0;0;0
2020-06-11 08:30:00;5;10;23;7;17;13;7;1;14;4;0;0;0;0
2020-06-11 08:45:00;14;9;23;9;15;11;6;3;16;12;0;0;0;0
2020-06-11 09:00:00;10;4;25;7;10;13;12;4;9;13;0;0;0;0
2020-06-11 09:15:00;16;13;23;7;14;12;11;6;22;16;0;0;0;0
2020-06-11 09:30:00;16;10;27;11;20;30;8;3;23;17;0;0;0;0
2020-06-11 09:45:00;17;14;34;10;34;29;15;7;23;19;0;0;0;0
2020-06-11 10:00:00;22;13;32;13;26;17;13;4;11;8;0;0;0;0
2020-06-11 10:15:00;20;10;40;15;26;23;9;3;18;21;0;0;0;0
2020-06-11 10:30:00;18;9;39;18;30;23;13;5;22;18;0;0;0;0
2020-06-11 10:45:00;23;17;40;23;30;32;18;8;19;23;0;0;0;0
2020-06-11 11:00:00;27;18;42;19;23;24;13;3;29;22;0;0;0;0
2020-06-11 11:15:00;29;17;33;10;34;27;14;8;18;16;0;0;0;0
2020-06-11 11:30:00;23;24;50;22;34;27;18;9;32;20;0;0;0;0
2020-06-11 11:45:00;35;22;43;16;36;34;13;6;34;27;0;0;0;0
2020-06-11 12:00:00;26;25;33;13;36;36;10;8;24;26;0;0;0;0
