DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DD1);7(DE1);8(DE2);9(TAFBC);10(TAFGDE);11(TAFBDE);12(DC3);13(TARDB);14(TARDC);15(TARDD)
2019-08-11 00:00:00;43;19;0;2;2;1;44;45;0;0;0;2;0;0;0
2019-08-11 00:15:00;45;26;0;2;6;4;40;37;0;0;0;6;0;0;0
2019-08-11 00:30:00;44;21;0;0;0;0;31;24;0;0;0;0;0;0;0
2019-08-11 00:45:00;25;21;1;1;1;1;38;34;0;0;0;1;0;0;0
2019-08-11 01:00:00;48;22;3;0;1;0;40;35;0;0;0;2;0;0;0
2019-08-11 01:15:00;25;17;3;0;0;1;29;25;0;0;0;0;0;0;0
2019-08-11 01:30:00;23;19;1;0;0;1;25;25;0;0;0;0;0;0;0
2019-08-11 01:45:00;26;17;1;0;3;0;26;25;0;0;0;3;0;0;0
2019-08-11 02:00:00;17;10;0;1;1;0;24;16;0;0;0;1;0;0;0
2019-08-11 02:15:00;17;14;0;0;0;0;22;18;0;0;0;0;0;0;0
2019-08-11 02:30:00;15;10;1;0;0;0;17;14;0;0;0;0;0;0;0
2019-08-11 02:45:00;9;5;0;0;0;0;23;19;0;0;0;1;0;0;0
2019-08-11 03:00:00;8;7;0;0;1;0;16;15;0;0;0;1;0;0;0
2019-08-11 03:15:00;7;9;1;0;0;0;13;13;0;0;0;0;0;0;0
2019-08-11 03:30:00;21;4;2;0;1;0;14;12;0;0;0;1;0;0;0
2019-08-11 03:45:00;11;12;0;0;0;0;16;14;0;0;0;0;0;0;0
2019-08-11 04:00:00;4;6;1;0;0;0;22;15;0;0;0;0;0;0;0
2019-08-11 04:15:00;7;2;0;0;0;1;9;9;0;0;0;0;0;0;0
2019-08-11 04:30:00;2;9;0;1;1;0;10;10;0;0;0;1;0;0;0
2019-08-11 04:45:00;7;4;0;0;1;0;20;18;0;0;0;1;0;0;0
2019-08-11 05:00:00;15;5;0;0;0;0;23;19;0;0;0;1;0;0;0
2019-08-11 05:15:00;12;15;1;0;2;1;20;15;0;0;0;2;0;0;0
2019-08-11 05:30:00;18;19;2;0;0;0;20;17;0;0;0;1;0;0;0
2019-08-11 05:45:00;19;24;0;2;0;0;31;23;0;0;0;0;0;0;0
2019-08-11 06:00:00;13;14;1;0;0;2;26;27;0;0;0;1;0;0;0
2019-08-11 06:15:00;17;12;2;1;0;1;27;24;0;0;0;0;0;0;0
2019-08-11 06:30:00;17;11;0;0;1;1;29;31;0;0;0;1;0;0;0
2019-08-11 06:45:00;10;13;0;1;0;1;25;24;0;0;0;0;0;0;0
2019-08-11 07:00:00;15;13;0;0;1;1;36;38;0;0;0;1;0;0;0
2019-08-11 07:15:00;29;18;1;0;1;0;26;27;0;0;0;1;0;0;0
2019-08-11 07:30:00;23;20;1;0;0;1;47;46;0;0;0;0;0;0;0
2019-08-11 07:45:00;24;28;1;0;0;0;45;51;0;0;0;0;0;0;0
2019-08-11 08:00:00;22;16;3;0;1;2;32;39;0;0;0;2;0;0;0
2019-08-11 08:15:00;34;32;4;0;2;0;51;55;0;0;0;2;0;0;0
2019-08-11 08:30:00;33;35;4;0;2;2;49;70;0;0;0;3;0;0;1
2019-08-11 08:45:00;36;36;1;0;0;0;78;79;0;0;0;0;0;0;0
2019-08-11 09:00:00;33;42;1;1;4;6;52;64;0;0;0;4;0;0;2
2019-08-11 09:15:00;46;42;8;0;3;4;71;75;0;0;0;5;1;0;0
2019-08-11 09:30:00;56;50;4;0;1;0;81;99;0;0;0;1;0;0;0
2019-08-11 09:45:00;54;62;7;2;0;2;92;113;0;0;0;1;0;0;0
2019-08-11 10:00:00;75;67;4;1;6;1;96;117;0;0;0;8;1;0;1
2019-08-11 10:15:00;72;51;2;2;6;3;76;105;0;0;0;5;0;0;0
2019-08-11 10:30:00;61;57;4;2;5;8;75;116;0;0;0;6;0;0;2
2019-08-11 10:45:00;57;64;2;2;3;1;74;120;0;0;0;3;0;0;1
2019-08-11 11:00:00;59;87;2;1;3;5;75;125;0;0;0;4;0;0;3
2019-08-11 11:15:00;61;81;7;3;7;4;67;122;0;0;0;7;0;0;1
2019-08-11 11:30:00;56;70;11;1;3;4;81;144;0;0;0;5;0;0;0
2019-08-11 11:45:00;48;78;7;2;10;1;77;144;0;0;0;11;0;0;1
2019-08-11 12:00:00;55;82;4;1;3;1;98;138;0;0;0;4;0;0;3
2019-08-11 12:15:00;72;84;6;0;3;1;84;120;0;0;0;3;0;0;1
2019-08-11 12:30:00;47;66;9;0;5;2;95;133;0;0;0;5;0;0;1
2019-08-11 12:45:00;54;77;8;1;5;4;68;128;0;0;0;6;0;0;17
2019-08-11 13:00:00;50;72;5;2;6;2;93;122;0;0;0;8;1;0;2
2019-08-11 13:15:00;65;88;7;0;7;5;79;135;0;0;0;11;0;0;1
2019-08-11 13:30:00;65;99;7;3;3;3;70;147;1;0;0;3;2;0;0
2019-08-11 13:45:00;68;85;9;0;6;5;74;191;0;0;0;6;0;0;3
2019-08-11 14:00:00;67;72;10;3;5;5;90;187;0;0;0;7;14;0;3
2019-08-11 14:15:00;59;72;5;0;9;2;66;183;0;0;0;11;4;0;0
2019-08-11 14:30:00;60;72;5;2;7;6;70;203;0;0;0;9;0;0;2
2019-08-11 14:45:00;68;73;6;0;2;3;74;189;0;0;0;3;0;0;3
2019-08-11 15:00:00;67;109;3;2;6;7;68;145;0;0;0;6;0;0;1
2019-08-11 15:15:00;44;70;3;0;2;3;76;133;0;0;0;3;4;0;0
2019-08-11 15:30:00;41;79;11;1;3;3;52;131;0;0;0;4;0;0;2
2019-08-11 15:45:00;61;74;6;2;4;5;49;134;0;0;0;3;0;0;0
2019-08-11 16:00:00;63;67;1;1;1;3;71;134;0;0;0;2;0;0;7
2019-08-11 16:15:00;65;66;9;3;4;1;81;149;0;0;0;7;4;0;0
2019-08-11 16:30:00;63;64;8;3;4;3;60;136;0;0;0;4;13;1;5
2019-08-11 16:45:00;61;73;7;2;4;6;62;161;0;0;0;5;3;0;4
2019-08-11 17:00:00;52;88;9;1;8;5;61;149;0;0;0;9;0;0;7
2019-08-11 17:15:00;61;78;11;2;5;6;67;153;0;0;0;7;0;0;7
2019-08-11 17:30:00;73;109;15;1;4;2;56;160;0;0;0;8;0;0;8
2019-08-11 17:45:00;63;87;3;2;3;3;61;152;0;0;0;4;0;0;6
2019-08-11 18:00:00;84;123;9;4;2;2;57;169;0;0;0;5;0;0;1
2019-08-11 18:15:00;64;92;15;5;4;2;71;149;0;0;0;4;0;0;19
2019-08-11 18:30:00;75;72;15;5;5;4;61;164;0;0;0;6;1;0;4
2019-08-11 18:45:00;70;75;12;11;4;1;52;145;0;0;0;4;2;0;1
2019-08-11 19:00:00;93;118;24;2;3;1;64;140;0;0;0;6;2;3;0
2019-08-11 19:15:00;44;76;4;1;6;4;63;155;0;0;0;8;1;0;6
2019-08-11 19:30:00;39;55;3;4;6;5;52;124;0;0;0;6;1;0;0
2019-08-11 19:45:00;55;67;2;2;4;5;79;173;0;0;0;4;1;0;0
2019-08-11 20:00:00;50;65;6;3;8;0;62;144;0;0;0;9;2;0;0
2019-08-11 20:15:00;60;61;4;0;2;2;64;113;0;0;0;3;0;0;0
2019-08-11 20:30:00;65;71;5;0;2;3;80;105;0;0;0;6;0;0;0
2019-08-11 20:45:00;63;48;5;5;9;2;56;88;0;0;0;12;0;0;0
2019-08-11 21:00:00;72;50;5;3;2;2;61;73;0;0;0;2;0;0;0
2019-08-11 21:15:00;56;42;3;2;4;3;63;78;0;0;0;4;0;0;1
2019-08-11 21:30:00;66;58;3;0;0;2;55;72;0;0;0;2;0;0;0
2019-08-11 21:45:00;30;36;3;0;1;0;58;61;0;0;0;2;0;0;0
2019-08-11 22:00:00;47;49;7;0;0;0;44;52;0;0;0;1;0;0;0
2019-08-11 22:15:00;32;44;7;0;7;11;36;59;0;0;0;9;0;0;18
2019-08-11 22:30:00;40;44;1;2;1;4;35;44;0;0;0;0;0;0;0
2019-08-11 22:45:00;20;27;0;0;1;4;32;31;0;0;0;1;0;0;0
2019-08-11 23:00:00;25;31;1;0;0;2;32;35;0;0;0;1;0;0;0
2019-08-11 23:15:00;13;19;1;0;1;1;28;32;0;0;0;2;0;0;0
2019-08-11 23:30:00;24;32;0;1;0;1;25;27;0;0;0;0;0;0;0
2019-08-11 23:45:00;20;24;0;0;1;0;19;17;0;0;0;1;0;0;0
