DATUM;1(DAL1);2(DBR1);3(DBL1);4(DBL2);5(DC1);6(DC2);7(DC3);8(DEG11);9(DEG12);10(DEG13);11(DEG14);12(DEG15);13(DEG16);14(DEG17)
2019-08-26 00:00:00;15;2;3;0;14;8;5;16;8;24;16;8;24;0
2019-08-26 00:15:00;12;6;3;0;17;2;8;20;10;30;20;10;30;0
2019-08-26 00:30:00;10;1;1;2;9;5;2;20;10;30;20;10;30;0
2019-08-26 00:45:00;9;5;2;1;9;5;3;20;10;30;20;10;30;0
2019-08-26 01:00:00;2;2;0;1;13;5;4;24;12;35;24;12;35;0
2019-08-26 01:15:00;4;2;3;0;10;5;0;26;13;39;26;13;39;0
2019-08-26 01:30:00;3;1;0;0;8;5;1;26;13;39;26;13;39;0
2019-08-26 01:45:00;5;4;3;0;12;1;2;26;13;39;26;13;39;0
2019-08-26 02:00:00;3;1;3;0;14;2;3;26;13;39;26;13;39;0
2019-08-26 02:15:00;3;0;1;0;7;1;1;26;13;39;26;13;39;0
2019-08-26 02:30:00;3;4;5;1;7;1;1;24;12;36;24;12;36;0
2019-08-26 02:45:00;3;1;1;0;10;3;1;26;13;39;26;13;39;0
2019-08-26 03:00:00;4;1;1;0;12;2;0;26;13;39;26;13;39;0
2019-08-26 03:15:00;3;1;2;1;10;4;2;26;13;39;26;13;39;0
2019-08-26 03:30:00;4;4;1;0;14;4;3;26;13;39;26;13;39;0
2019-08-26 03:45:00;4;2;0;1;14;1;2;26;13;39;26;13;39;0
2019-08-26 04:00:00;6;4;4;0;20;4;6;24;12;36;24;12;36;0
2019-08-26 04:15:00;6;1;1;3;20;5;1;24;12;36;24;12;36;0
2019-08-26 04:30:00;5;5;5;3;24;7;2;26;13;39;26;13;39;0
2019-08-26 04:45:00;7;16;3;2;19;7;1;26;13;39;26;13;39;0
2019-08-26 05:00:00;20;17;14;5;48;12;7;20;10;31;20;10;31;0
2019-08-26 05:15:00;39;39;26;20;60;10;9;20;10;29;20;10;29;0
2019-08-26 05:30:00;39;34;39;41;83;36;6;20;10;30;20;10;30;0
2019-08-26 05:45:00;38;48;29;25;75;23;12;20;10;30;20;10;30;0
2019-08-26 06:00:00;54;47;30;25;86;32;11;20;10;30;20;10;30;0
2019-08-26 06:15:00;56;47;54;47;73;37;21;20;10;30;20;10;30;0
2019-08-26 06:30:00;86;73;63;63;112;49;28;20;10;30;20;10;30;0
2019-08-26 06:45:00;80;70;52;45;99;53;22;21;11;30;21;11;30;0
2019-08-26 07:00:00;75;59;71;60;100;43;21;20;10;31;20;10;31;0
2019-08-26 07:15:00;100;68;50;46;105;63;21;21;11;29;21;11;29;0
2019-08-26 07:30:00;100;82;66;59;114;47;28;20;10;30;20;10;30;0
2019-08-26 07:45:00;100;74;61;56;102;57;33;20;10;30;20;10;30;0
2019-08-26 08:00:00;101;76;58;56;93;46;24;20;10;30;20;10;30;0
2019-08-26 08:15:00;101;67;54;47;111;47;46;20;10;30;20;10;30;0
2019-08-26 08:30:00;105;64;40;35;109;63;44;20;10;30;20;10;30;0
2019-08-26 08:45:00;98;60;40;33;113;50;52;20;10;30;20;10;30;0
2019-08-26 09:00:00;94;70;51;35;102;46;46;20;10;30;20;10;30;0
2019-08-26 09:15:00;96;53;35;32;102;46;46;20;10;30;20;10;30;0
2019-08-26 09:30:00;78;70;41;26;109;44;38;20;10;30;20;10;30;0
2019-08-26 09:45:00;85;63;46;22;105;45;48;20;10;30;20;10;30;0
2019-08-26 10:00:00;90;61;30;23;99;45;42;20;10;30;20;10;30;0
2019-08-26 10:15:00;86;58;36;28;124;49;57;20;10;30;20;10;30;0
2019-08-26 10:30:00;90;53;36;27;99;39;64;20;10;30;20;10;30;0
2019-08-26 10:45:00;82;55;45;27;91;44;63;20;10;30;20;10;30;0
2019-08-26 11:00:00;83;55;32;17;114;62;67;20;10;30;20;10;30;0
