DATUM;1(TAA);3(DA1);4(DA2);5(DC1);6(DC2);7(DC3);8(DC4)
2019-11-19 00:00:00;0;8;2;8;4;0;0
2019-11-19 00:15:00;0;10;5;11;7;3;3
2019-11-19 00:30:00;0;13;6;8;9;0;0
2019-11-19 00:45:00;0;4;2;6;4;1;1
2019-11-19 01:00:00;0;5;2;6;1;0;0
2019-11-19 01:15:00;0;2;1;9;2;0;0
2019-11-19 01:30:00;0;8;4;8;4;0;0
2019-11-19 01:45:00;0;3;3;14;3;0;0
2019-11-19 02:00:00;0;3;3;9;1;0;0
2019-11-19 02:15:00;0;2;3;6;0;0;0
2019-11-19 02:30:00;0;5;1;3;4;0;0
2019-11-19 02:45:00;0;5;2;4;1;0;0
2019-11-19 03:00:00;0;2;1;5;5;0;0
2019-11-19 03:15:00;0;4;3;9;2;0;0
2019-11-19 03:30:00;0;3;5;6;0;0;0
2019-11-19 03:45:00;0;4;4;4;1;0;0
2019-11-19 04:00:00;0;6;1;8;4;0;0
2019-11-19 04:15:00;0;13;3;21;10;0;0
2019-11-19 04:30:00;0;13;11;13;7;0;0
2019-11-19 04:45:00;0;33;14;15;5;0;0
2019-11-19 05:00:00;0;51;42;33;15;0;0
2019-11-19 05:15:00;2;71;77;38;25;0;0
2019-11-19 05:30:00;0;74;72;43;23;1;1
2019-11-19 05:45:00;6;62;75;45;47;2;2
2019-11-19 06:00:00;5;71;66;89;85;5;5
2019-11-19 06:15:00;11;113;117;80;66;3;3
2019-11-19 06:30:00;3;133;153;68;82;8;8
2019-11-19 06:45:00;14;128;133;62;86;2;2
2019-11-19 07:00:00;23;146;170;85;82;6;5
2019-11-19 07:15:00;19;171;157;96;100;6;7
2019-11-19 07:30:00;11;191;170;98;110;3;3
2019-11-19 07:45:00;
2019-11-19 08:00:00;
2019-11-19 08:15:00;
2019-11-19 08:30:00;
2019-11-19 08:45:00;
2019-11-19 09:00:00;
2019-11-19 09:15:00;8;34;36;39;34;1;1
2019-11-19 09:30:00;6;106;105;102;101;6;6
2019-11-19 09:45:00;14;86;100;118;94;2;2
2019-11-19 10:00:00;4;100;93;101;85;3;3
2019-11-19 10:15:00;4;90;110;108;114;4;4
2019-11-19 10:30:00;9;103;104;117;128;4;4
2019-11-19 10:45:00;4;105;114;121;114;3;3
2019-11-19 11:00:00;6;94;113;99;96;3;3
2019-11-19 11:15:00;4;81;98;110;106;3;3
2019-11-19 11:30:00;19;102;103;122;141;7;7
2019-11-19 11:45:00;24;87;85;115;94;3;3
2019-11-19 12:00:00;25;106;78;114;113;3;3
2019-11-19 12:15:00;22;85;90;107;110;3;3
2019-11-19 12:30:00;6;99;86;126;125;5;5
2019-11-19 12:45:00;36;90;91;117;147;3;3
2019-11-19 13:00:00;52;114;136;129;141;2;2
2019-11-19 13:15:00;27;129;127;117;141;7;7
2019-11-19 13:30:00;52;101;116;111;122;7;7
2019-11-19 13:45:00;9;138;128;113;120;3;3
2019-11-19 14:00:00;34;107;92;118;128;4;4
2019-11-19 14:15:00;22;100;90;133;139;3;2
2019-11-19 14:30:00;13;96;104;132;148;4;5
2019-11-19 14:45:00;27;113;97;134;164;3;3
2019-11-19 15:00:00;6;99;101;143;155;2;2
2019-11-19 15:15:00;41;105;107;137;150;5;5
2019-11-19 15:30:00;27;90;72;157;173;3;3
2019-11-19 15:45:00;23;88;82;161;183;5;6
2019-11-19 16:00:00;41;114;99;146;193;2;2
2019-11-19 16:15:00;55;112;79;156;175;5;5
2019-11-19 16:30:00;44;140;97;179;200;3;3
2019-11-19 16:45:00;34;101;84;158;180;7;7
2019-11-19 17:00:00;17;142;121;156;178;4;4
2019-11-19 17:15:00;77;149;111;164;192;3;3
2019-11-19 17:30:00;47;117;109;176;187;4;4
2019-11-19 17:45:00;25;108;111;154;178;5;5
2019-11-19 18:00:00;14;109;118;132;145;3;3
2019-11-19 18:15:00;23;126;102;142;141;3;3
2019-11-19 18:30:00;3;116;117;129;156;6;6
2019-11-19 18:45:00;9;87;92;115;130;3;3
2019-11-19 19:00:00;19;93;103;116;114;2;2
2019-11-19 19:15:00;9;84;92;102;103;3;3
2019-11-19 19:30:00;16;80;79;94;91;6;6
2019-11-19 19:45:00;10;86;69;80;78;2;2
2019-11-19 20:00:00;3;60;72;96;71;3;3
2019-11-19 20:15:00;1;55;53;83;56;1;1
2019-11-19 20:30:00;8;43;45;74;63;4;4
2019-11-19 20:45:00;4;48;57;81;62;1;1
2019-11-19 21:00:00;0;68;81;54;76;3;3
2019-11-19 21:15:00;8;47;48;55;63;1;1
2019-11-19 21:30:00;7;49;46;78;60;1;1
2019-11-19 21:45:00;2;44;28;73;77;1;1
2019-11-19 22:00:00;0;39;33;108;104;2;2
2019-11-19 22:15:00;0;34;24;95;97;2;2
2019-11-19 22:30:00;1;17;18;53;42;2;2
2019-11-19 22:45:00;2;23;21;56;31;1;1
2019-11-19 23:00:00;0;17;14;30;17;2;2
2019-11-19 23:15:00;0;17;11;34;16;2;2
2019-11-19 23:30:00;0;16;15;19;11;1;1
2019-11-19 23:45:00;0;22;11;14;8;0;0
