DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DC2);6(MPF2B01);7(MPF2B02);8(MPF2B03);9(MPF2B04);10(MPF2B05);11(MPF2B06);12(MPF2B07);13(MPF2B08);14(MPF2B09);15(MPF2B10);16(MPF2B11);17(MPF2B12);18(MPF2B13);19(MPF2B14)
2020-06-15 00:00:00;10;7;0;12;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-06-15 00:15:00;15;15;0;4;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-06-15 00:30:00;15;8;0;6;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-06-15 00:45:00;14;13;0;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-06-15 01:00:00;2;3;0;3;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-06-15 01:15:00;5;7;1;5;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-06-15 01:30:00;11;4;0;4;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-06-15 01:45:00;3;3;0;4;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-06-15 02:00:00;6;4;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-06-15 02:15:00;9;5;0;2;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-06-15 02:30:00;6;4;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-06-15 03:00:00;12;6;0;3;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-06-15 03:15:00;6;4;0;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-06-15 03:30:00;4;4;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-06-15 03:45:00;6;4;0;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-06-15 04:00:00;10;6;0;3;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-06-15 04:15:00;14;8;0;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-06-15 04:30:00;26;19;0;9;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-06-15 04:45:00;35;26;0;6;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-06-15 05:00:00;74;73;0;14;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-06-15 05:15:00;122;132;0;24;41;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-06-15 05:30:00;135;117;0;17;51;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-06-15 05:45:00;102;127;2;25;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-06-15 06:00:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-15 06:15:00;124;140;0;34;59;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-06-15 06:30:00;155;174;0;36;92;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-06-15 06:45:00;117;157;0;57;87;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-06-15 07:00:00;191;204;0;61;81;0;0;0;0;0;0;0;0;0;0;0;0;0;0
