DATUM;1(DA1);2(DA2);3(DC1);4(DC2);5(DCL1);6(DDR1);7(DDL1)
2019-12-13 00:00:00;23;10;17;7;4;2;1
2019-12-13 00:15:00;34;11;28;6;1;6;2
2019-12-13 00:30:00;30;10;19;7;3;1;4
2019-12-13 00:45:00;15;7;29;7;3;3;6
2019-12-13 01:00:00;13;5;14;3;6;2;4
2019-12-13 01:15:00;14;15;17;4;2;2;4
2019-12-13 01:30:00;10;14;11;2;2;0;0
2019-12-13 01:45:00;18;8;16;0;4;8;2
2019-12-13 02:00:00;8;3;11;2;6;5;1
2019-12-13 02:15:00;6;3;11;2;2;3;3
2019-12-13 02:30:00;9;3;7;2;2;5;4
2019-12-13 02:45:00;11;4;5;4;3;7;6
2019-12-13 03:00:00;11;2;5;5;2;4;0
2019-12-13 03:15:00;8;10;16;2;5;7;3
2019-12-13 03:30:00;10;6;10;3;3;1;2
2019-12-13 03:45:00;8;4;9;3;3;6;1
2019-12-13 04:00:00;15;4;12;2;5;4;3
2019-12-13 04:15:00;8;6;19;1;1;5;3
2019-12-13 04:30:00;8;8;17;2;0;5;0
2019-12-13 04:45:00;20;17;34;11;4;0;1
2019-12-13 05:00:00;26;19;69;12;0;1;0
2019-12-13 05:15:00;37;18;92;24;3;1;0
2019-12-13 05:30:00;51;29;110;59;4;3;4
2019-12-13 05:45:00;72;50;136;55;5;1;1
2019-12-13 06:00:00;56;38;109;52;4;2;1
2019-12-13 06:15:00;89;44;162;80;6;0;2
2019-12-13 06:30:00;108;53;160;94;12;0;1
2019-12-13 06:45:00;121;80;178;113;7;0;1
2019-12-13 07:00:00;152;84;182;102;7;3;0
2019-12-13 07:15:00;191;106;181;88;11;1;1
2019-12-13 07:30:00;203;146;197;107;34;0;1
2019-12-13 07:45:00;176;117;227;121;11;3;3
2019-12-13 08:00:00;170;102;180;97;12;1;1
2019-12-13 08:15:00;148;100;164;112;14;2;0
2019-12-13 08:30:00;152;104;182;118;7;0;1
2019-12-13 08:45:00;136;109;169;106;16;0;2
2019-12-13 09:00:00;119;109;144;81;10;1;2
2019-12-13 09:15:00;136;109;161;88;9;1;2
2019-12-13 09:30:00;138;113;167;72;6;2;2
2019-12-13 09:45:00;151;116;173;87;4;0;1
2019-12-13 10:00:00;121;99;171;78;11;0;2
2019-12-13 10:15:00;133;108;160;101;8;1;1
2019-12-13 10:30:00;145;114;169;82;9;4;2
2019-12-13 10:45:00;146;114;175;101;8;4;1
2019-12-13 11:00:00;143;96;180;97;11;6;2
2019-12-13 11:15:00;151;107;185;98;12;5;1
2019-12-13 11:30:00;177;137;188;104;10;3;3
2019-12-13 11:45:00;160;124;182;113;5;4;2
2019-12-13 12:00:00;182;128;162;78;14;2;3
2019-12-13 12:15:00;194;129;168;69;41;11;3
2019-12-13 12:30:00;178;121;175;81;51;1;4
2019-12-13 12:45:00;171;130;191;87;29;6;2
2019-12-13 13:00:00;182;132;216;94;14;8;2
2019-12-13 13:15:00;181;133;212;113;20;6;6
2019-12-13 13:30:00;171;132;173;112;9;4;5
2019-12-13 13:45:00;157;156;191;108;14;4;4
2019-12-13 14:00:00;217;161;179;101;18;3;3
2019-12-13 14:15:00;212;151;204;96;11;2;5
2019-12-13 14:30:00;197;156;190;110;16;4;3
2019-12-13 14:45:00;191;158;192;115;9;7;2
2019-12-13 15:00:00;193;147;180;105;9;3;4
2019-12-13 15:15:00;212;146;191;110;12;4;3
2019-12-13 15:30:00;206;161;173;125;8;4;6
2019-12-13 15:45:00;201;183;183;114;10;3;5
2019-12-13 16:00:00;201;163;186;111;13;2;3
2019-12-13 16:15:00;220;171;179;111;9;1;3
2019-12-13 16:30:00;187;160;215;107;9;2;3
2019-12-13 16:45:00;206;172;187;98;8;1;2
2019-12-13 17:00:00;185;154;240;130;12;2;2
2019-12-13 17:15:00;188;179;204;113;12;0;1
2019-12-13 17:30:00;207;133;227;115;9;4;1
2019-12-13 17:45:00;225;162;197;121;7;3;4
2019-12-13 18:00:00;192;122;210;123;10;6;4
2019-12-13 18:15:00;157;113;211;126;5;8;6
2019-12-13 18:30:00;181;119;192;118;9;3;3
2019-12-13 18:45:00;198;133;182;111;12;2;3
2019-12-13 19:00:00;160;112;173;97;6;7;5
2019-12-13 19:15:00;110;76;127;74;5;2;1
2019-12-13 19:30:00;96;66;113;48;5;1;4
2019-12-13 19:45:00;90;61;98;61;2;3;0
2019-12-13 20:00:00;83;52;112;47;3;4;0
2019-12-13 20:15:00;92;59;111;61;4;2;1
2019-12-13 20:30:00;74;62;86;42;2;5;2
2019-12-13 20:45:00;81;60;118;53;5;0;0
2019-12-13 21:00:00;64;47;101;45;4;1;2
2019-12-13 21:15:00;66;51;93;47;3;1;5
2019-12-13 21:30:00;62;43;74;16;3;0;1
2019-12-13 21:45:00;79;47;85;49;4;1;2
2019-12-13 22:00:00;161;106;85;45;6;0;2
2019-12-13 22:15:00;188;131;115;82;7;5;1
2019-12-13 22:30:00;96;65;83;48;0;1;2
2019-12-13 22:45:00;85;58;105;37;4;2;3
2019-12-13 23:00:00;72;52;61;30;2;0;3
2019-12-13 23:15:00;81;42;87;39;4;2;3
2019-12-13 23:30:00;68;37;73;28;2;2;0
2019-12-13 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
