DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DC2);6(TAFGB);7(TAFBB);8(TAFBC);9(SKC)
2020-06-20 00:00:00;17;9;24;1;1;0;0;0;0
2020-06-20 00:15:00;23;13;34;0;0;0;0;0;0
2020-06-20 00:30:00;19;9;21;1;1;0;0;0;0
2020-06-20 00:45:00;18;7;25;0;0;0;0;0;0
2020-06-20 01:00:00;15;5;19;0;0;0;0;0;0
2020-06-20 01:15:00;16;12;22;0;0;0;0;0;0
2020-06-20 01:30:00;8;6;12;1;1;0;0;0;0
2020-06-20 01:45:00;17;6;11;0;0;0;0;0;0
2020-06-20 02:00:00;13;7;5;0;0;0;0;0;0
2020-06-20 02:15:00;8;5;8;0;0;0;0;0;0
2020-06-20 02:30:00;11;8;11;0;0;0;0;0;0
2020-06-20 02:45:00;3;3;6;0;0;0;0;0;0
2020-06-20 03:00:00;8;2;7;0;0;0;0;0;0
2020-06-20 03:15:00;5;5;7;0;0;0;0;0;0
2020-06-20 03:30:00;1;3;5;0;0;0;0;0;0
2020-06-20 03:45:00;1;2;5;0;0;0;0;0;0
2020-06-20 04:00:00;7;2;5;0;0;0;0;0;0
2020-06-20 04:15:00;13;1;3;0;0;0;0;0;0
2020-06-20 04:30:00;8;3;9;0;0;0;0;0;0
2020-06-20 04:45:00;4;7;13;0;0;0;0;0;0
2020-06-20 05:00:00;18;4;13;0;0;0;0;0;0
2020-06-20 05:15:00;23;9;23;0;0;0;0;0;0
2020-06-20 05:30:00;23;15;44;1;1;0;0;0;0
2020-06-20 05:45:00;31;6;32;0;0;0;0;0;0
2020-06-20 06:00:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-20 06:15:00;29;14;43;0;0;0;0;0;0
2020-06-20 06:30:00;21;10;37;1;1;0;0;0;0
2020-06-20 06:45:00;29;9;55;0;0;0;0;0;0
2020-06-20 07:00:00;30;9;41;0;0;0;0;0;0
2020-06-20 07:15:00;34;23;58;1;1;0;0;0;0
2020-06-20 07:30:00;43;17;78;2;2;1;0;0;0
2020-06-20 07:45:00;39;26;88;0;0;0;0;0;0
2020-06-20 08:00:00;57;22;88;1;1;1;0;0;0
2020-06-20 08:15:00;59;27;115;2;2;0;0;0;0
2020-06-20 08:30:00;70;39;132;1;1;1;0;0;0
2020-06-20 08:45:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-20 09:15:00;105;34;159;1;1;0;0;0;0
2020-06-20 09:30:00;105;50;164;2;2;1;0;0;0
2020-06-20 09:45:00;109;48;179;0;0;2;0;0;0
2020-06-20 10:00:00;109;57;180;0;0;2;0;0;0
2020-06-20 10:15:00;132;75;189;1;1;2;0;0;0
2020-06-20 10:45:00;140;62;202;1;1;1;0;0;0
2020-06-20 11:00:00;131;60;216;0;0;0;0;0;0
2020-06-20 11:15:00;143;65;211;2;2;4;0;0;0
2020-06-20 11:30:00;163;76;210;3;3;0;0;0;0
2020-06-20 11:45:00;152;68;219;0;0;2;0;0;0
2020-06-20 12:00:00;135;78;201;2;0;0;0;0;0
2020-06-20 12:15:00;151;76;212;2;2;1;0;0;0
2020-06-20 12:30:00;156;63;192;1;1;0;0;0;0
2020-06-20 12:45:00;151;67;225;1;1;0;0;0;0
2020-06-20 13:00:00;140;53;230;0;0;3;0;0;0
2020-06-20 13:15:00;159;79;193;1;1;0;0;0;0
2020-06-20 13:30:00;143;75;209;2;2;1;0;0;0
2020-06-20 13:45:00;166;69;227;3;2;1;0;0;0
2020-06-20 14:00:00;161;57;210;1;1;0;0;0;0
2020-06-20 14:15:00;158;76;226;2;2;0;0;0;0
2020-06-20 14:30:00;136;77;173;1;1;0;0;0;0
2020-06-20 14:45:00;144;73;224;1;1;1;0;0;0
2020-06-20 15:00:00;129;68;178;2;2;0;0;0;0
2020-06-20 15:15:00;134;78;190;1;1;3;0;0;0
2020-06-20 15:30:00;137;68;190;2;2;2;0;0;0
2020-06-20 15:45:00;145;70;181;2;2;2;0;0;0
2020-06-20 16:00:00;146;67;181;1;1;2;0;0;0
2020-06-20 16:15:00;160;79;172;3;3;2;0;0;0
2020-06-20 16:30:00;121;49;183;1;1;0;0;0;0
2020-06-20 16:45:00;124;62;158;0;0;0;0;0;0
2020-06-20 17:00:00;131;62;170;1;1;0;0;0;0
2020-06-20 17:15:00;139;66;162;3;3;0;0;0;0
2020-06-20 17:30:00;128;58;172;2;2;0;0;0;0
2020-06-20 17:45:00;136;52;206;2;2;0;0;0;0
2020-06-20 18:00:00;130;59;160;1;1;0;0;0;0
2020-06-20 18:15:00;105;47;166;0;0;1;0;0;0
2020-06-20 18:30:00;125;49;147;1;1;1;0;0;0
2020-06-20 18:45:00;109;47;140;1;1;1;0;0;0
2020-06-20 19:00:00;88;42;135;0;0;1;0;0;0
2020-06-20 19:15:00;81;42;133;1;1;1;0;0;0
2020-06-20 19:30:00;97;50;99;1;1;0;0;0;0
2020-06-20 19:45:00;88;36;105;2;2;0;0;0;0
2020-06-20 20:00:00;74;33;87;1;1;0;0;0;0
2020-06-20 20:15:00;77;32;93;3;3;0;0;0;0
2020-06-20 20:30:00;79;28;73;0;0;0;0;0;0
2020-06-20 20:45:00;61;24;54;1;1;0;0;0;0
2020-06-20 21:00:00;59;16;72;2;2;0;0;0;0
2020-06-20 21:15:00;37;14;53;1;1;0;0;0;0
2020-06-20 21:30:00;47;17;62;2;2;0;0;0;0
2020-06-20 21:45:00;46;8;58;0;0;0;0;0;0
2020-06-20 22:00:00;51;20;55;1;1;0;0;0;0
2020-06-20 22:15:00;40;11;63;2;2;0;0;0;0
2020-06-20 22:30:00;43;15;36;1;1;0;0;0;0
2020-06-20 22:45:00;45;16;46;0;0;0;0;0;0
2020-06-20 23:00:00;38;11;36;0;0;1;0;0;0
2020-06-20 23:15:00;33;15;46;1;1;0;0;0;0
2020-06-20 23:30:00;25;11;30;0;0;0;0;0;0
2020-06-20 23:45:00;30;12;29;1;1;0;0;0;0
