DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC2);7(TAFGC)
2020-02-01 00:00:00;13;8;3;3;12;5;0
2020-02-01 00:15:00;11;8;6;1;10;5;0
2020-02-01 00:30:00;7;3;2;3;7;5;0
2020-02-01 00:45:00;8;7;5;1;10;6;0
2020-02-01 01:00:00;7;3;0;2;8;8;0
2020-02-01 01:15:00;6;4;3;2;5;4;0
2020-02-01 01:30:00;6;4;2;0;4;4;0
2020-02-01 01:45:00;2;2;2;0;7;7;0
2020-02-01 02:00:00;3;3;3;1;11;5;0
2020-02-01 02:15:00;6;5;3;2;10;6;0
2020-02-01 02:30:00;8;4;4;4;3;4;0
2020-02-01 02:45:00;5;5;4;1;6;3;0
2020-02-01 03:00:00;6;5;5;0;10;8;0
2020-02-01 03:15:00;3;2;2;4;5;5;0
2020-02-01 03:30:00;5;3;0;2;3;0;0
2020-02-01 03:45:00;5;4;3;1;3;2;0
2020-02-01 04:00:00;3;3;1;1;3;5;0
2020-02-01 04:15:00;5;3;0;1;3;3;0
2020-02-01 04:30:00;4;3;4;0;6;2;0
2020-02-01 04:45:00;4;3;3;3;6;8;0
2020-02-01 05:00:00;5;1;1;1;6;3;0
2020-02-01 05:15:00;13;7;4;1;12;7;0
2020-02-01 05:30:00;10;3;4;1;6;7;0
2020-02-01 05:45:00;12;7;5;4;18;6;0
2020-02-01 06:00:00;13;8;5;2;12;4;0
2020-02-01 06:15:00;16;2;1;5;19;5;0
2020-02-01 06:30:00;16;10;9;6;12;4;0
2020-02-01 06:45:00;9;7;6;2;13;9;0
2020-02-01 07:00:00;9;10;8;5;14;3;0
2020-02-01 07:15:00;10;6;5;6;14;6;0
2020-02-01 07:30:00;23;20;17;5;17;11;0
2020-02-01 07:45:00;29;19;16;9;19;13;0
2020-02-01 08:00:00;17;16;14;9;22;10;0
2020-02-01 08:15:00;28;22;16;12;25;11;0
2020-02-01 08:30:00;40;15;15;14;28;17;0
2020-02-01 08:45:00;35;16;13;15;36;14;1
2020-02-01 09:00:00;32;19;19;12;37;23;0
2020-02-01 09:15:00;43;28;30;13;38;12;4
2020-02-01 09:30:00;83;44;42;16;46;23;1
2020-02-01 09:45:00;68;42;31;99;59;50;5
2020-02-01 10:00:00;60;52;50;24;61;50;3
2020-02-01 10:15:00;70;42;39;30;75;47;0
2020-02-01 10:30:00;67;41;36;29;82;51;0
2020-02-01 10:45:00;75;52;53;25;70;61;2
2020-02-01 11:00:00;84;42;36;39;87;72;1
2020-02-01 11:15:00;80;46;44;29;96;70;2
2020-02-01 11:30:00;80;45;44;104;96;76;2
2020-02-01 11:45:00;88;33;30;25;92;88;2
2020-02-01 12:00:00;73;29;24;18;98;76;2
2020-02-01 12:15:00;69;49;42;25;76;82;3
2020-02-01 12:30:00;91;56;54;25;100;99;1
2020-02-01 12:45:00;66;37;36;36;107;115;8
2020-02-01 13:00:00;99;50;52;88;121;139;6
2020-02-01 13:15:00;67;42;39;61;102;116;6
2020-02-01 13:30:00;90;54;53;38;100;118;3
2020-02-01 13:45:00;90;50;45;30;87;79;0
2020-02-01 14:00:00;90;53;44;31;81;49;0
2020-02-01 14:15:00;89;51;49;21;99;49;0
2020-02-01 14:30:00;86;44;40;23;98;53;1
2020-02-01 14:45:00;82;38;34;28;100;67;2
2020-02-01 15:00:00;80;52;46;21;86;40;0
2020-02-01 15:15:00;90;33;29;16;78;45;0
2020-02-01 15:30:00;78;45;42;14;70;56;0
2020-02-01 15:45:00;106;89;82;16;81;41;2
2020-02-01 16:00:00;222;194;192;22;74;38;11
2020-02-01 16:15:00;193;179;181;27;74;41;6
2020-02-01 16:30:00;129;130;115;7;77;48;1
2020-02-01 16:45:00;110;75;57;14;58;33;2
2020-02-01 17:00:00;71;49;32;18;76;33;0
2020-02-01 17:15:00;67;48;38;17;69;27;0
2020-02-01 17:30:00;69;34;27;17;66;27;0
2020-02-01 17:45:00;61;42;39;19;55;19;1
2020-02-01 18:00:00;49;29;23;14;62;33;0
2020-02-01 18:15:00;47;32;29;86;67;24;0
2020-02-01 18:30:00;60;32;29;13;63;28;0
2020-02-01 18:45:00;67;44;36;14;50;22;0
2020-02-01 19:00:00;60;38;27;7;41;17;0
2020-02-01 19:15:00;33;16;16;5;42;14;0
2020-02-01 19:30:00;37;18;14;4;34;11;0
2020-02-01 19:45:00;33;11;12;8;27;24;0
2020-02-01 20:00:00;25;17;12;3;53;8;0
2020-02-01 20:15:00;28;14;12;7;44;18;1
2020-02-01 20:30:00;24;16;12;2;36;12;0
2020-02-01 20:45:00;38;12;8;8;35;13;0
2020-02-01 21:00:00;27;12;9;4;31;6;0
2020-02-01 21:15:00;22;15;12;7;13;9;0
2020-02-01 21:30:00;22;11;9;5;30;12;0
2020-02-01 21:45:00;33;11;6;5;35;12;0
2020-02-01 22:00:00;17;16;14;9;24;14;0
2020-02-01 22:15:00;21;10;7;6;33;15;0
2020-02-01 22:30:00;23;10;6;2;23;13;0
2020-02-01 22:45:00;18;11;7;2;57;14;0
2020-02-01 23:00:00;19;10;3;5;47;28;0
2020-02-01 23:15:00;14;7;4;2;32;13;0
2020-02-01 23:30:00;16;6;1;2;27;9;0
2020-02-01 23:45:00;3;6;6;5;25;14;0
