DATUM;
2019-09-24 00:00:00;
2019-09-24 00:15:00;
2019-09-24 00:30:00;
2019-09-24 00:45:00;
2019-09-24 01:00:00;
2019-09-24 01:15:00;
2019-09-24 01:30:00;
2019-09-24 01:45:00;
2019-09-24 02:00:00;
2019-09-24 02:15:00;
2019-09-24 02:30:00;
2019-09-24 02:45:00;
2019-09-24 03:00:00;
2019-09-24 03:15:00;
2019-09-24 03:30:00;
2019-09-24 03:45:00;
2019-09-24 04:00:00;
2019-09-24 04:15:00;
2019-09-24 04:30:00;
2019-09-24 04:45:00;
2019-09-24 05:00:00;
2019-09-24 05:15:00;
2019-09-24 05:30:00;
2019-09-24 05:45:00;
2019-09-24 06:00:00;
2019-09-24 06:15:00;
2019-09-24 06:30:00;
2019-09-24 06:45:00;
2019-09-24 07:00:00;
2019-09-24 07:15:00;
2019-09-24 07:30:00;
2019-09-24 07:45:00;
2019-09-24 08:00:00;
2019-09-24 08:15:00;
2019-09-24 08:30:00;
2019-09-24 08:45:00;
2019-09-24 09:00:00;
2019-09-24 09:15:00;
2019-09-24 09:30:00;
2019-09-24 09:45:00;
2019-09-24 10:00:00;
2019-09-24 10:15:00;
2019-09-24 10:30:00;
2019-09-24 10:45:00;
2019-09-24 11:00:00;
2019-09-24 11:15:00;
2019-09-24 11:30:00;
2019-09-24 11:45:00;
2019-09-24 12:00:00;
2019-09-24 12:15:00;
2019-09-24 12:30:00;
2019-09-24 12:45:00;
2019-09-24 13:00:00;
2019-09-24 13:15:00;
2019-09-24 13:30:00;
2019-09-24 13:45:00;
2019-09-24 14:00:00;
2019-09-24 14:15:00;
2019-09-24 14:30:00;
2019-09-24 14:45:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2019-09-24 15:00:00;104;25;41;22;103;133;113;1;0;15;0;0;0;0
2019-09-24 15:15:00;97;35;58;29;116;112;143;3;0;3;0;0;0;0
2019-09-24 15:30:00;111;25;61;26;118;107;153;16;1;7;0;0;0;0
2019-09-24 15:45:00;121;32;59;30;117;116;159;0;0;1;0;0;0;1
2019-09-24 16:00:00;142;34;56;30;108;127;168;0;0;7;0;0;0;3
2019-09-24 16:15:00;146;52;58;20;119;130;135;7;1;0;0;0;0;0
2019-09-24 16:30:00;118;25;68;27;106;104;131;7;0;5;0;0;0;0
2019-09-24 16:45:00;130;49;64;30;120;111;142;2;0;3;0;0;0;0
2019-09-24 17:00:00;140;41;66;27;112;102;171;0;0;1;0;0;0;0
2019-09-24 17:15:00;146;37;64;22;106;101;168;11;0;2;0;0;0;0
2019-09-24 17:30:00;140;40;47;29;124;118;166;0;0;3;0;0;0;0
2019-09-24 17:45:00;134;36;63;28;117;106;167;9;0;5;2;2;2;0
2019-09-24 18:00:00;133;27;49;20;118;127;157;0;0;0;0;0;0;0
2019-09-24 18:15:00;133;19;48;22;118;120;172;1;0;2;0;0;0;0
2019-09-24 18:30:00;115;32;35;20;91;121;159;3;0;5;0;0;0;0
2019-09-24 18:45:00;89;19;25;24;92;123;124;2;1;8;0;0;0;1
2019-09-24 19:00:00;90;20;33;18;88;123;131;1;0;9;0;0;0;0
2019-09-24 19:15:00;88;11;28;13;72;114;129;51;0;0;0;0;0;0
2019-09-24 19:30:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2019-09-24 19:45:00;72;11;27;8;60;104;92;0;0;0;0;0;0;0
2019-09-24 20:00:00;64;15;25;10;70;107;84;0;0;4;0;0;0;0
2019-09-24 20:15:00;55;8;23;6;63;99;78;0;1;2;0;0;0;0
2019-09-24 20:30:00;48;4;11;4;43;68;84;0;0;4;0;0;0;0
2019-09-24 20:45:00;66;5;13;7;36;61;99;0;0;0;0;0;0;0
2019-09-24 21:00:00;81;8;14;10;41;69;105;0;0;27;0;0;0;0
2019-09-24 21:15:00;82;6;9;5;30;60;97;0;0;0;0;0;0;0
2019-09-24 21:30:00;49;3;14;6;33;64;70;2;0;2;0;0;0;0
2019-09-24 21:45:00;32;6;10;3;44;83;52;0;0;2;0;0;0;0
2019-09-24 22:00:00;34;3;15;16;83;122;45;0;0;0;0;0;0;0
2019-09-24 22:15:00;44;8;21;8;78;118;59;0;0;0;0;0;0;0
2019-09-24 22:30:00;27;8;3;4;29;58;52;0;0;0;0;0;0;0
2019-09-24 22:45:00;25;5;2;2;22;38;33;0;0;1;0;0;0;0
2019-09-24 23:00:00;19;5;1;2;20;30;30;0;0;0;0;0;0;0
2019-09-24 23:15:00;11;1;3;4;7;25;12;0;0;0;0;0;0;0
2019-09-24 23:30:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2019-09-24 23:45:00;14;1;2;1;6;18;19;0;0;0;0;0;0;0
