DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DB3);6(DC1);7(DC2);8(DC3);9(DD1);10(DD2)
2019-10-16 00:00:00;0;11;2;1;8;2;13;6;0;0
2019-10-16 00:15:00;0;15;0;0;0;2;13;6;0;0
2019-10-16 00:30:00;0;8;0;0;0;1;12;4;0;0
2019-10-16 00:45:00;0;6;0;1;2;2;17;6;0;0
2019-10-16 01:00:00;0;10;0;0;0;1;6;2;0;0
2019-10-16 01:15:00;0;10;0;0;0;1;8;4;0;0
2019-10-16 01:30:00;0;4;1;0;1;2;14;10;0;0
2019-10-16 01:45:00;0;11;0;0;0;1;6;1;0;0
2019-10-16 02:00:00;0;9;0;1;2;1;8;3;0;0
2019-10-16 02:15:00;0;6;2;0;0;0;8;3;0;0
2019-10-16 02:30:00;0;6;0;0;0;0;7;0;0;0
2019-10-16 02:45:00;0;5;0;0;0;1;4;3;0;0
2019-10-16 03:00:00;0;8;0;0;0;2;7;2;0;0
2019-10-16 03:15:00;0;4;0;0;1;0;12;3;0;0
2019-10-16 03:30:00;0;10;0;0;0;2;10;4;0;0
2019-10-16 03:45:00;0;4;0;0;1;0;11;3;0;0
2019-10-16 04:00:00;0;9;0;0;0;1;7;2;0;0
2019-10-16 04:15:00;0;16;1;0;0;4;16;2;0;0
2019-10-16 04:30:00;0;18;0;0;0;14;14;5;0;0
2019-10-16 04:45:00;0;22;1;0;1;17;30;9;0;0
2019-10-16 05:00:00;0;47;2;3;0;73;46;36;0;0
2019-10-16 05:15:00;0;45;1;5;2;164;85;100;0;0
2019-10-16 05:30:00;0;76;11;7;10;189;85;122;0;0
2019-10-16 05:45:00;0;118;31;40;49;163;52;120;0;0
2019-10-16 06:00:00;0;123;32;65;63;177;64;126;0;0
2019-10-16 06:15:00;0;106;12;17;29;204;70;129;0;0
2019-10-16 06:30:00;0;108;7;9;12;257;77;142;0;0
2019-10-16 06:45:00;0;117;6;10;16;225;103;145;0;0
2019-10-16 07:00:00;0;87;5;15;19;237;94;177;0;0
2019-10-16 07:15:00;0;103;8;15;19;279;105;195;0;0
2019-10-16 07:30:00;0;130;6;25;14;235;119;208;0;0
2019-10-16 07:45:00;0;123;5;12;11;244;96;168;0;0
2019-10-16 08:00:00;0;118;7;22;12;256;95;158;0;0
2019-10-16 08:15:00;0;113;9;12;17;275;91;172;0;0
2019-10-16 08:30:00;0;113;9;18;14;194;81;180;0;0
2019-10-16 08:45:00;0;110;7;15;14;130;81;140;0;0
2019-10-16 09:00:00;0;92;3;17;22;118;84;132;0;0
2019-10-16 09:15:00;0;95;15;12;11;83;91;134;0;0
2019-10-16 09:30:00;0;82;13;19;26;79;94;149;0;0
2019-10-16 09:45:00;0;102;15;16;21;85;95;138;0;0
2019-10-16 10:00:00;0;143;16;18;23;46;98;123;0;0
2019-10-16 10:15:00;0;99;11;15;23;53;86;114;0;0
2019-10-16 10:30:00;0;115;10;22;23;46;76;123;0;0
2019-10-16 10:45:00;0;119;13;18;23;58;85;120;0;0
2019-10-16 11:00:00;0;112;13;15;28;51;73;120;0;0
2019-10-16 11:15:00;0;125;15;28;32;66;85;123;0;0
2019-10-16 11:30:00;0;120;14;19;26;68;89;128;0;0
2019-10-16 11:45:00;0;115;17;22;32;60;95;134;0;0
2019-10-16 12:00:00;0;131;17;19;23;39;94;119;0;0
2019-10-16 12:15:00;0;120;19;25;25;50;75;114;0;0
