DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(DC3);9(DC4);10(DD1);11(DD2);12(DD3);13(DD4)
2020-09-06 00:00:00;11;3;5;8;5;10;11;5;5;9;8;5;5
2020-09-06 00:15:00;20;10;3;5;13;12;12;12;7;15;11;8;3
2020-09-06 00:30:00;16;10;0;11;5;8;10;9;11;12;10;8;0
2020-09-06 00:45:00;15;5;2;4;7;14;12;10;7;8;7;1;2
2020-09-06 01:00:00;6;1;4;0;5;9;5;4;5;15;6;4;4
2020-09-06 01:15:00;16;3;3;6;3;10;7;9;6;9;3;5;3
2020-09-06 01:30:00;12;4;2;3;5;7;9;3;3;8;6;1;2
2020-09-06 01:45:00;7;2;3;7;8;11;8;2;1;4;11;1;3
2020-09-06 02:00:00;6;4;2;3;3;9;7;4;6;11;7;2;2
2020-09-06 02:15:00;4;4;2;1;4;7;7;1;1;3;6;3;2
2020-09-06 02:30:00;6;0;1;4;2;9;8;6;2;9;7;2;1
2020-09-06 02:45:00;8;1;0;1;2;6;5;1;1;7;3;2;0
2020-09-06 03:00:00;6;2;1;1;2;6;4;2;0;4;3;3;1
2020-09-06 03:15:00;3;0;3;3;0;4;4;1;0;1;3;2;3
2020-09-06 03:30:00;5;0;0;2;4;3;5;3;3;5;3;2;0
2020-09-06 03:45:00;2;1;0;1;2;2;4;1;1;2;2;1;0
2020-09-06 04:00:00;2;1;1;1;1;6;5;1;0;0;0;0;1
2020-09-06 04:15:00;4;4;1;3;3;4;8;3;3;2;0;0;1
2020-09-06 04:30:00;0;1;0;2;3;1;5;2;0;0;0;0;0
2020-09-06 04:45:00;2;0;1;2;1;6;7;4;1;2;1;0;1
2020-09-06 05:00:00;3;1;1;2;1;5;5;1;1;0;2;0;1
2020-09-06 05:15:00;3;1;1;5;2;5;10;2;0;0;0;0;1
2020-09-06 05:30:00;5;2;0;2;8;7;9;6;2;3;0;2;0
