DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DC2);6(DC3);7(DF1);8(DH1);9(DH2);10(DH3);11(DH4)
2020-06-27 00:00:00;0;2;0;14;11;6;5;13;10;2;2
2020-06-27 00:15:00;0;0;0;25;24;10;8;14;10;4;2
2020-06-27 00:30:00;3;4;2;9;11;24;5;14;13;3;2
2020-06-27 00:45:00;1;2;0;8;10;71;8;12;12;3;3
2020-06-27 01:00:00;2;2;0;12;11;17;3;7;11;2;2
2020-06-27 01:15:00;0;0;0;6;5;19;5;7;11;0;0
2020-06-27 01:30:00;1;0;0;13;8;29;4;4;5;4;4
2020-06-27 01:45:00;0;0;0;4;3;14;2;3;3;1;1
2020-06-27 02:00:00;3;1;0;3;1;1;1;4;4;2;1
2020-06-27 02:15:00;0;2;0;8;5;4;1;7;6;1;1
2020-06-27 02:30:00;1;1;0;5;2;17;1;6;7;2;2
2020-06-27 02:45:00;0;0;0;7;3;8;2;0;4;2;2
2020-06-27 03:00:00;0;0;0;3;3;0;0;6;2;0;0
2020-06-27 03:15:00;1;2;0;8;2;48;0;3;6;2;2
2020-06-27 03:30:00;0;0;0;4;4;13;0;3;3;1;1
2020-06-27 03:45:00;0;0;0;3;4;2;1;0;0;0;0
2020-06-27 04:00:00;0;1;0;1;1;14;1;2;2;1;1
2020-06-27 04:15:00;0;3;0;5;4;15;4;2;2;0;0
2020-06-27 04:30:00;0;0;0;2;2;26;0;0;0;0;0
2020-06-27 04:45:00;0;2;0;6;6;72;2;2;1;1;1
2020-06-27 05:00:00;0;2;0;5;3;15;0;7;9;0;0
2020-06-27 05:15:00;0;4;1;8;7;3;0;9;6;0;0
2020-06-27 05:30:00;3;7;0;11;8;12;3;19;19;2;2
2020-06-27 05:45:00;1;4;0;19;14;22;3;12;11;5;2
2020-06-27 06:00:00;4;6;2;30;18;47;4;7;5;2;1
2020-06-27 06:15:00;1;4;0;32;11;61;4;18;11;7;5
2020-06-27 06:30:00;0;5;0;27;9;8;8;13;13;1;1
2020-06-27 06:45:00;2;5;1;21;15;6;7;13;18;8;5
2020-06-27 07:00:00;1;5;1;24;13;3;10;19;12;2;2
2020-06-27 07:15:00;0;14;1;24;13;4;6;19;17;6;6
2020-06-27 07:30:00;3;5;2;33;11;7;12;29;27;6;5
2020-06-27 07:45:00;48;13;3;30;20;5;9;32;31;4;1
2020-06-27 08:00:00;5;10;1;26;16;9;9;24;17;6;4
2020-06-27 08:15:00;5;15;3;35;20;13;11;31;23;3;4
2020-06-27 08:30:00;5;13;1;44;30;10;13;41;22;1;0
2020-06-27 08:45:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-27 09:00:00;6;18;3;56;40;47;16;51;31;5;4
2020-06-27 09:15:00;15;12;4;59;27;14;12;45;35;2;2
2020-06-27 09:30:00;7;10;8;50;24;20;23;49;48;9;6
2020-06-27 09:45:00;5;33;4;49;40;11;16;46;49;12;11
2020-06-27 10:00:00;8;25;2;58;50;29;20;70;52;4;2
2020-06-27 10:15:00;14;16;3;58;31;90;23;47;49;11;7
2020-06-27 10:30:00;11;21;3;83;43;42;25;65;55;9;6
2020-06-27 10:45:00;11;22;1;78;48;118;28;74;72;10;7
2020-06-27 11:00:00;14;30;4;82;57;15;17;63;45;6;4
2020-06-27 11:15:00;11;25;2;88;51;13;23;65;48;4;4
2020-06-27 11:30:00;13;23;3;76;53;29;25;52;49;8;6
2020-06-27 12:00:00;7;25;4;91;47;17;24;63;50;8;8
2020-06-27 12:15:00;18;29;5;80;54;55;25;56;69;7;6
2020-06-27 12:30:00;8;22;2;89;46;33;10;65;61;15;9
2020-06-27 12:45:00;8;24;2;77;60;72;21;69;55;15;12
2020-06-27 13:00:00;8;29;2;88;50;32;25;73;54;12;7
2020-06-27 13:15:00;9;20;3;82;51;18;25;66;50;10;10
2020-06-27 13:30:00;12;18;2;78;47;10;38;58;61;14;12
2020-06-27 13:45:00;8;31;9;85;64;21;38;66;52;11;6
2020-06-27 14:00:00;14;19;2;103;66;28;36;65;62;15;10
2020-06-27 14:15:00;5;18;4;78;51;67;26;57;57;5;5
2020-06-27 14:30:00;11;22;1;73;46;8;26;58;34;6;6
2020-06-27 14:45:00;7;16;5;90;53;15;25;56;54;12;10
2020-06-27 15:00:00;6;26;8;84;53;52;25;67;55;10;10
2020-06-27 15:15:00;13;26;3;71;52;42;29;68;46;7;6
2020-06-27 15:30:00;12;16;3;59;56;20;26;56;48;9;8
2020-06-27 15:45:00;7;30;3;73;63;25;25;56;51;6;7
2020-06-27 16:00:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-27 16:15:00;4;17;6;87;49;11;28;58;56;12;7
2020-06-27 16:30:00;11;22;1;61;47;11;30;55;49;4;4
2020-06-27 16:45:00;7;24;1;66;49;9;27;68;59;12;9
2020-06-27 17:00:00;9;21;2;70;55;15;29;62;50;8;7
2020-06-27 17:15:00;10;24;3;85;51;8;19;53;44;8;7
2020-06-27 17:30:00;4;20;5;70;59;10;32;71;58;7;8
2020-06-27 17:45:00;8;25;4;82;65;11;26;63;62;8;7
2020-06-27 18:00:00;4;14;5;78;47;17;20;63;66;5;2
2020-06-27 18:15:00;14;24;1;78;54;9;31;55;48;5;6
2020-06-27 18:30:00;6;17;3;83;63;27;29;58;47;6;5
2020-06-27 18:45:00;12;19;1;70;67;44;29;59;47;8;9
2020-06-27 19:00:00;19;38;4;72;51;3;38;51;67;8;9
2020-06-27 19:15:00;10;12;6;65;44;13;28;60;54;2;3
2020-06-27 19:30:00;9;41;7;59;43;17;15;46;45;8;6
2020-06-27 19:45:00;7;19;2;57;37;33;19;46;53;6;3
2020-06-27 20:00:00;8;20;3;70;54;7;27;50;46;15;11
2020-06-27 20:15:00;7;17;0;41;32;9;28;39;51;8;8
2020-06-27 20:30:00;7;13;2;41;19;1;22;35;36;6;5
2020-06-27 20:45:00;6;12;3;38;28;9;17;31;44;13;6
2020-06-27 21:00:00;1;11;0;35;39;21;19;31;28;6;8
2020-06-27 21:15:00;4;13;0;34;35;7;11;34;31;6;5
