DATUM;1(DA1);2(TAFBA)
2020-08-28 00:00:00;2;0
2020-08-28 00:15:00;1;0
2020-08-28 00:30:00;0;0
2020-08-28 00:45:00;0;0
2020-08-28 01:00:00;1;0
2020-08-28 01:15:00;2;0
2020-08-28 01:30:00;1;0
2020-08-28 01:45:00;1;0
2020-08-28 02:00:00;0;0
2020-08-28 02:15:00;0;0
2020-08-28 02:30:00;1;0
2020-08-28 02:45:00;0;0
2020-08-28 03:00:00;0;0
2020-08-28 03:15:00;0;0
2020-08-28 03:30:00;0;0
2020-08-28 03:45:00;0;0
2020-08-28 04:00:00;0;0
2020-08-28 04:15:00;1;0
2020-08-28 04:30:00;1;0
2020-08-28 04:45:00;4;0
2020-08-28 05:00:00;1;0
2020-08-28 05:15:00;5;0
2020-08-28 05:30:00;2;0
2020-08-28 05:45:00;11;0
2020-08-28 06:00:00;8;0
2020-08-28 06:15:00;18;0
2020-08-28 06:30:00;16;0
2020-08-28 06:45:00;18;0
2020-08-28 07:00:00;20;0
2020-08-28 07:15:00;30;0
2020-08-28 07:30:00;42;0
2020-08-28 07:45:00;44;0
2020-08-28 08:00:00;34;0
2020-08-28 08:15:00;40;0
2020-08-28 08:30:00;26;0
2020-08-28 08:45:00;30;0
2020-08-28 09:00:00;32;0
2020-08-28 09:15:00;30;0
2020-08-28 09:30:00;36;0
2020-08-28 09:45:00;34;0
2020-08-28 10:00:00;45;0
2020-08-28 10:15:00;31;0
2020-08-28 10:30:00;43;0
2020-08-28 10:45:00;42;0
2020-08-28 11:00:00;39;0
2020-08-28 11:15:00;38;0
2020-08-28 11:30:00;39;0
2020-08-28 11:45:00;42;0
2020-08-28 12:00:00;28;0
2020-08-28 12:15:00;45;0
2020-08-28 12:30:00;36;0
2020-08-28 12:45:00;38;0
2020-08-28 13:00:00;31;0
2020-08-28 13:15:00;39;0
2020-08-28 13:30:00;44;0
2020-08-28 13:45:00;40;0
2020-08-28 14:00:00;43;0
2020-08-28 14:15:00;41;0
2020-08-28 14:30:00;49;0
2020-08-28 14:45:00;33;0
2020-08-28 15:00:00;34;0
2020-08-28 15:15:00;38;0
2020-08-28 15:30:00;32;0
2020-08-28 15:45:00;26;0
2020-08-28 16:00:00;29;0
2020-08-28 16:15:00;29;0
2020-08-28 16:30:00;23;0
2020-08-28 16:45:00;34;0
2020-08-28 17:00:00;35;0
2020-08-28 17:15:00;31;0
2020-08-28 17:30:00;35;0
2020-08-28 17:45:00;31;0
2020-08-28 18:00:00;24;0
2020-08-28 18:15:00;34;0
2020-08-28 18:30:00;20;0
2020-08-28 18:45:00;38;0
2020-08-28 19:00:00;24;0
2020-08-28 19:15:00;27;0
2020-08-28 19:30:00;17;0
2020-08-28 19:45:00;32;0
2020-08-28 20:00:00;21;0
2020-08-28 20:15:00;20;0
2020-08-28 20:30:00;17;0
2020-08-28 20:45:00;14;0
2020-08-28 21:00:00;4;0
2020-08-28 21:15:00;6;0
2020-08-28 21:30:00;12;0
2020-08-28 21:45:00;8;0
2020-08-28 22:00:00;8;0
2020-08-28 22:15:00;8;0
2020-08-28 22:30:00;9;0
2020-08-28 22:45:00;7;0
2020-08-28 23:00:00;12;0
2020-08-28 23:15:00;21;0
2020-08-28 23:30:00;5;0
2020-08-28 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
