DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC2);7(DC3);8(TA);28(DD1)
2020-02-27 00:00:00;14;8;0;0;0;10;7;0;0
2020-02-27 00:15:00;16;3;0;0;0;13;8;0;0
2020-02-27 00:30:00;11;4;0;0;0;12;8;0;0
2020-02-27 00:45:00;9;6;0;0;0;10;4;0;0
2020-02-27 01:00:00;8;4;0;0;0;8;5;0;0
2020-02-27 01:15:00;10;3;0;0;0;12;5;0;0
2020-02-27 01:30:00;14;5;0;0;0;11;3;0;0
2020-02-27 01:45:00;17;3;0;0;0;5;3;0;0
2020-02-27 02:00:00;11;5;0;0;0;5;1;0;0
2020-02-27 02:15:00;8;4;0;0;0;10;5;0;0
2020-02-27 02:30:00;9;1;0;0;0;5;1;0;0
2020-02-27 02:45:00;4;3;0;0;0;8;1;0;0
2020-02-27 03:00:00;6;4;0;0;0;10;4;0;0
2020-02-27 03:15:00;7;3;0;0;0;9;2;0;0
2020-02-27 03:30:00;6;1;0;0;0;6;1;0;0
2020-02-27 03:45:00;2;3;0;0;0;7;2;0;0
2020-02-27 04:00:00;10;6;1;0;1;7;2;0;0
2020-02-27 04:15:00;14;8;0;0;0;15;7;0;0
2020-02-27 04:30:00;17;11;1;0;0;19;6;0;0
2020-02-27 04:45:00;31;17;1;0;0;44;13;0;0
2020-02-27 05:00:00;34;29;0;2;3;94;43;0;0
2020-02-27 05:15:00;49;43;1;2;3;189;125;0;6
2020-02-27 05:30:00;71;65;5;2;5;163;127;0;3
2020-02-27 05:45:00;124;130;2;1;3;214;154;0;2
2020-02-27 06:00:00;129;131;1;1;0;196;141;0;5
2020-02-27 06:15:00;87;91;4;0;2;233;198;0;12
2020-02-27 06:30:00;81;103;5;5;4;223;213;9;3
2020-02-27 06:45:00;90;88;8;4;12;204;233;3;9
2020-02-27 07:00:00;71;69;2;8;15;229;224;2;65
2020-02-27 07:15:00;96;93;1;9;18;223;219;14;7
2020-02-27 07:30:00;102;108;7;8;12;247;254;0;9
2020-02-27 07:45:00;96;121;9;12;20;243;221;3;13
2020-02-27 08:00:00;106;114;8;10;9;200;216;11;7
2020-02-27 08:15:00;100;103;10;24;18;168;174;8;2
2020-02-27 08:30:00;99;105;11;22;9;202;206;5;4
2020-02-27 08:45:00;118;96;7;12;16;152;193;15;4
2020-02-27 09:00:00;99;93;9;11;14;140;175;0;2
2020-02-27 09:15:00;92;101;8;19;12;134;172;0;1
2020-02-27 09:30:00;131;125;10;16;21;124;135;4;3
2020-02-27 09:45:00;118;104;20;17;17;136;153;7;0
2020-02-27 10:00:00;110;107;6;35;16;125;128;7;1
2020-02-27 10:15:00;125;131;6;25;15;107;122;0;7
2020-02-27 10:30:00;118;122;11;15;12;114;125;10;2
2020-02-27 10:45:00;128;121;5;21;16;119;122;8;1
2020-02-27 11:00:00;111;130;14;17;8;112;139;4;3
2020-02-27 11:15:00;111;106;13;27;14;107;130;3;2
2020-02-27 11:30:00;129;142;17;22;13;116;134;7;1
2020-02-27 11:45:00;134;122;12;21;16;116;122;24;1
2020-02-27 12:00:00;140;131;10;35;20;99;128;6;0
2020-02-27 12:15:00;126;124;7;24;15;105;120;7;1
2020-02-27 12:30:00;142;132;12;22;9;123;108;9;1
2020-02-27 12:45:00;147;170;10;18;15;125;115;18;0
2020-02-27 13:00:00;165;155;11;21;15;139;159;4;0
2020-02-27 13:15:00;163;177;15;25;18;165;181;4;2
2020-02-27 13:30:00;158;172;8;22;18;171;181;8;3
2020-02-27 13:45:00;160;158;15;17;17;161;176;3;3
2020-02-27 14:00:00;215;220;7;29;17;161;154;1;2
2020-02-27 14:15:00;249;269;13;14;11;131;156;20;0
2020-02-27 14:30:00;244;240;12;22;11;138;171;1;1
2020-02-27 14:45:00;202;196;15;23;15;142;159;3;0
2020-02-27 15:00:00;231;223;16;22;9;119;138;2;0
2020-02-27 15:15:00;281;285;19;21;12;109;154;5;1
2020-02-27 15:30:00;264;253;12;26;10;116;150;2;0
2020-02-27 15:45:00;259;266;18;34;18;132;150;5;0
2020-02-27 16:00:00;272;276;12;28;18;134;157;29;0
2020-02-27 16:15:00;276;265;17;25;12;133;170;2;4
2020-02-27 16:30:00;251;251;11;31;15;118;158;1;4
2020-02-27 16:45:00;243;244;12;23;17;149;188;5;2
2020-02-27 17:00:00;253;239;15;37;14;137;166;8;17
2020-02-27 17:15:00;242;239;17;25;18;121;138;11;59
2020-02-27 17:30:00;198;212;6;19;12;133;162;0;4
2020-02-27 17:45:00;201;204;6;14;7;146;152;8;4
2020-02-27 18:00:00;170;210;3;20;11;113;127;1;0
2020-02-27 18:15:00;183;185;6;9;5;121;111;2;8
2020-02-27 18:30:00;146;139;6;9;6;104;117;6;3
2020-02-27 18:45:00;138;137;5;12;6;96;108;2;4
2020-02-27 19:00:00;132;139;0;11;6;103;93;14;2
2020-02-27 19:15:00;117;113;4;4;0;91;84;0;7
2020-02-27 19:30:00;93;94;1;3;3;73;62;0;8
2020-02-27 19:45:00;99;86;10;1;0;70;65;0;0
2020-02-27 20:00:00;92;95;2;0;0;65;60;1;33
2020-02-27 20:15:00;114;101;4;1;0;67;62;0;0
2020-02-27 20:30:00;78;57;3;2;0;77;59;0;2
2020-02-27 20:45:00;74;74;1;1;0;94;65;0;1
2020-02-27 21:00:00;70;55;0;2;1;104;78;0;2
2020-02-27 21:15:00;77;58;1;0;0;152;110;0;0
2020-02-27 21:30:00;73;63;0;1;1;96;73;0;2
2020-02-27 21:45:00;125;136;0;3;0;75;49;0;5
2020-02-27 22:00:00;148;137;4;2;0;40;40;0;0
2020-02-27 22:15:00;108;86;2;1;2;49;32;0;0
2020-02-27 22:30:00;55;57;0;2;0;39;31;0;2
2020-02-27 22:45:00;36;25;0;1;0;38;24;0;0
2020-02-27 23:00:00;32;23;0;0;0;24;28;0;0
2020-02-27 23:15:00;31;15;0;0;0;27;22;0;0
2020-02-27 23:30:00;17;20;0;0;0;19;16;0;0
2020-02-27 23:45:00;17;16;0;0;0;18;9;0;0
