DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DC2);7(DD1);8(DE1);9(DE2);10(DE3);11(DF1);12(DG1)
2020-02-24 00:00:00;12;8;2;3;11;8;13;21;9;0;0;1
2020-02-24 00:15:00;11;3;1;3;14;15;12;18;16;0;0;1
2020-02-24 00:30:00;17;9;3;3;7;12;19;11;12;0;0;0
2020-02-24 00:45:00;12;4;1;3;12;10;13;15;10;0;0;0
2020-02-24 01:00:00;9;2;0;2;3;3;9;4;5;0;0;0
2020-02-24 01:15:00;12;9;2;3;7;6;15;8;11;0;0;0
2020-02-24 01:30:00;11;5;2;3;4;4;9;4;4;0;0;0
2020-02-24 01:45:00;13;11;0;1;5;4;14;8;8;0;0;0
2020-02-24 02:00:00;8;5;0;4;4;5;8;4;7;0;0;0
2020-02-24 02:15:00;7;3;0;1;3;4;7;3;5;0;0;0
2020-02-24 02:30:00;11;7;0;1;3;1;12;2;2;0;0;0
2020-02-24 02:45:00;13;8;0;2;4;3;13;4;4;0;0;1
2020-02-24 03:00:00;10;5;1;1;4;5;10;7;8;2;0;0
2020-02-24 03:15:00;2;0;0;2;8;7;3;8;13;1;0;0
2020-02-24 03:30:00;13;8;1;1;4;4;14;6;7;0;0;0
2020-02-24 03:45:00;5;2;0;1;7;5;5;8;10;0;0;0
2020-02-24 04:00:00;19;11;0;1;10;6;20;8;10;0;0;0
2020-02-24 04:15:00;22;10;0;0;5;13;24;7;17;1;0;0
2020-02-24 04:30:00;32;12;0;0;12;12;32;9;17;2;0;0
2020-02-24 04:45:00;34;18;2;1;17;13;35;17;26;2;0;0
2020-02-24 05:00:00;46;17;0;3;24;33;45;26;34;3;0;3
2020-02-24 05:15:00;54;20;4;3;33;48;57;50;44;2;0;3
2020-02-24 05:30:00;97;17;9;6;41;88;93;59;47;3;0;4
2020-02-24 05:45:00;71;23;7;7;37;72;75;63;52;2;0;2
2020-02-24 06:00:00;98;25;5;9;41;65;96;53;45;0;0;6
2020-02-24 06:15:00;127;31;7;8;31;82;132;55;49;2;0;1
2020-02-24 06:30:00;147;22;10;13;42;99;144;71;55;3;0;13
2020-02-24 06:45:00;154;29;5;21;53;83;167;93;91;1;0;7
2020-02-24 07:00:00;143;31;11;19;84;139;162;98;113;2;2;17
2020-02-24 07:15:00;158;35;15;9;142;200;178;138;172;1;1;6
2020-02-24 07:30:00;182;37;20;16;128;200;205;125;167;3;0;12
2020-02-24 07:45:00;170;31;10;17;112;158;184;96;136;2;2;16
2020-02-24 08:00:00;176;34;7;13;111;171;200;110;163;2;1;11
2020-02-24 08:15:00;154;36;16;19;109;162;182;103;155;2;1;10
2020-02-24 08:30:00;174;34;20;20;109;160;193;113;139;3;3;8
2020-02-24 08:45:00;184;38;25;16;122;155;207;117;163;2;1;6
2020-02-24 09:00:00;164;30;20;20;94;150;179;84;144;2;1;3
2020-02-24 09:15:00;162;30;18;26;95;138;169;96;121;1;0;3
2020-02-24 09:30:00;172;27;30;27;99;159;192;103;160;2;0;4
2020-02-24 09:45:00;168;26;23;32;88;159;175;95;145;2;2;6
2020-02-24 10:00:00;179;34;31;29;88;144;198;89;145;3;2;2
2020-02-24 10:15:00;172;29;34;30;87;145;191;112;149;2;2;2
2020-02-24 10:30:00;190;25;28;44;93;129;207;103;123;2;1;2
2020-02-24 10:45:00;207;31;28;45;82;128;229;96;126;2;1;1
2020-02-24 11:00:00;172;35;16;54;67;111;192;87;113;0;2;0
2020-02-24 11:15:00;204;33;29;49;76;126;224;91;129;1;4;0
2020-02-24 11:30:00;194;32;31;45;75;96;209;95;121;1;0;3
2020-02-24 11:45:00;218;30;36;40;67;120;231;97;123;1;2;1
2020-02-24 12:00:00;216;35;27;50;89;131;230;103;122;3;1;3
2020-02-24 12:15:00;217;31;25;54;68;82;230;84;98;1;0;5
2020-02-24 12:30:00;202;32;26;53;64;78;211;101;133;0;1;4
2020-02-24 12:45:00;217;34;31;41;45;67;230;106;130;2;1;11
2020-02-24 13:00:00;228;28;29;53;45;68;249;113;130;4;1;9
