DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DD1);6(DF1);7(DF2);8(DF3)
2020-06-20 00:00:00;11;2;0;4;3;9;0;11
2020-06-20 00:15:00;9;12;4;4;3;16;0;9
2020-06-20 00:30:00;11;12;3;7;5;18;0;8
2020-06-20 00:45:00;5;6;5;3;10;7;0;11
2020-06-20 01:00:00;6;9;2;4;3;9;0;6
2020-06-20 01:15:00;12;6;2;3;5;6;0;7
2020-06-20 01:30:00;4;2;1;4;4;5;0;3
2020-06-20 01:45:00;4;1;3;8;4;2;0;7
2020-06-20 02:00:00;5;3;1;1;3;3;0;6
2020-06-20 02:15:00;3;1;1;1;1;3;0;3
2020-06-20 02:30:00;3;4;1;1;0;6;0;2
2020-06-20 02:45:00;4;2;1;2;1;3;0;2
2020-06-20 03:00:00;6;2;0;3;3;0;0;1
2020-06-20 03:15:00;6;6;1;0;3;3;0;1
2020-06-20 03:30:00;2;0;0;1;0;1;0;1
2020-06-20 03:45:00;4;1;0;1;3;3;0;1
2020-06-20 04:00:00;3;0;1;4;3;2;0;1
2020-06-20 04:15:00;1;1;0;5;8;2;0;1
2020-06-20 04:30:00;2;4;0;2;5;3;0;1
2020-06-20 04:45:00;4;4;0;1;1;1;0;2
2020-06-20 05:00:00;1;2;1;2;3;0;0;2
2020-06-20 05:15:00;3;5;2;4;8;1;0;5
2020-06-20 05:30:00;6;3;1;7;5;2;0;6
2020-06-20 05:45:00;7;3;2;13;7;5;0;3
2020-06-20 06:00:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-20 06:15:00;8;3;0;7;7;7;0;3
2020-06-20 06:30:00;18;9;2;3;2;10;0;6
2020-06-20 06:45:00;13;7;3;9;10;10;0;11
2020-06-20 07:00:00;20;11;5;3;5;5;0;4
2020-06-20 07:15:00;16;9;2;10;10;7;0;8
2020-06-20 07:30:00;12;11;6;10;10;9;0;6
2020-06-20 07:45:00;14;11;4;14;10;8;0;12
2020-06-20 08:00:00;16;14;4;6;12;2;0;7
2020-06-20 08:15:00;16;9;3;15;20;8;0;11
2020-06-20 08:30:00;20;18;5;12;17;15;0;18
2020-06-20 08:45:00;28;21;7;13;25;14;0;20
2020-06-20 09:15:00;30;19;6;20;20;18;0;22
2020-06-20 09:30:00;33;29;11;16;17;20;0;28
