DATUM;1(DA1);2(DB1);3(DB2);4(DB3);5(DI1);6(DC1);7(DD1);8(DD2);9(DE1);10(DF1);11(DF2)
2019-10-15 00:00:00;1;4;2;0;1;3;4;0;0;3;2
2019-10-15 00:15:00;0;0;6;0;0;4;5;1;0;3;2
2019-10-15 00:30:00;0;0;4;0;0;1;1;0;0;2;1
2019-10-15 00:45:00;0;1;5;0;0;1;0;1;2;0;0
2019-10-15 01:00:00;0;1;2;0;0;1;1;1;0;2;0
2019-10-15 01:15:00;1;2;3;0;0;0;1;0;0;0;1
2019-10-15 01:30:00;0;0;4;0;0;0;1;2;0;0;0
2019-10-15 01:45:00;0;1;2;0;0;0;1;0;0;0;0
2019-10-15 02:00:00;0;0;2;0;0;0;2;1;1;1;1
2019-10-15 02:15:00;0;1;1;2;2;0;1;1;0;2;0
2019-10-15 02:30:00;1;0;1;0;0;0;0;0;0;2;0
2019-10-15 02:45:00;0;1;2;0;0;0;1;0;0;1;0
2019-10-15 03:00:00;0;1;2;1;1;1;3;0;0;0;0
2019-10-15 03:15:00;0;1;5;1;1;0;0;1;1;2;1
2019-10-15 03:30:00;0;0;0;0;0;0;2;0;0;1;0
2019-10-15 03:45:00;0;0;1;0;0;1;1;1;0;1;2
2019-10-15 04:00:00;0;0;3;0;0;0;0;1;0;1;0
2019-10-15 04:15:00;1;1;3;1;1;1;1;0;1;1;1
2019-10-15 04:30:00;0;4;5;0;0;1;4;0;1;1;2
2019-10-15 04:45:00;0;7;4;0;0;0;2;2;0;1;2
2019-10-15 05:00:00;3;22;19;0;1;0;3;0;2;5;4
2019-10-15 05:15:00;4;32;24;3;4;4;9;1;2;3;9
2019-10-15 05:30:00;3;35;37;4;4;1;13;1;1;12;10
2019-10-15 05:45:00;1;34;51;7;10;2;10;2;4;21;17
2019-10-15 06:00:00;1;28;19;4;4;6;7;3;7;12;13
2019-10-15 06:15:00;3;23;26;7;11;7;16;1;11;26;17
2019-10-15 06:30:00;3;45;34;7;7;8;21;5;11;26;23
2019-10-15 06:45:00;2;53;47;7;10;6;17;5;15;32;23
2019-10-15 07:00:00;6;44;45;26;33;9;31;17;22;40;33
