DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(TAC);6(DEG12);7(DEG13);8(DEG14);9(DEG15)
2020-12-12 00:00:00;4;1;0;7;0;11;0;0;0
2020-12-12 00:15:00;3;1;0;8;0;12;1;0;0
2020-12-12 00:30:00;6;2;1;4;0;14;1;0;0
2020-12-12 00:45:00;5;1;0;4;0;12;0;0;0
2020-12-12 01:00:00;10;2;0;5;0;13;1;0;0
2020-12-12 01:15:00;4;1;0;8;0;12;1;0;0
2020-12-12 01:30:00;7;1;0;2;0;14;1;0;0
2020-12-12 01:45:00;0;1;0;2;0;12;1;0;0
2020-12-12 02:00:00;5;0;1;2;0;14;1;0;0
2020-12-12 02:15:00;4;5;0;8;0;12;0;0;0
2020-12-12 02:30:00;5;0;0;2;0;14;1;0;0
2020-12-12 02:45:00;1;0;0;3;0;12;1;0;0
2020-12-12 03:00:00;2;1;0;2;0;13;1;0;0
2020-12-12 03:15:00;4;1;0;2;0;12;0;0;0
2020-12-12 03:30:00;3;0;0;2;0;14;1;0;0
2020-12-12 03:45:00;4;2;0;2;0;12;1;0;0
2020-12-12 04:00:00;0;0;0;5;0;14;1;0;0
2020-12-12 04:15:00;1;0;0;1;0;12;1;0;0
2020-12-12 04:30:00;3;1;0;4;0;13;1;0;0
2020-12-12 04:45:00;7;1;1;6;0;12;0;0;0
2020-12-12 05:00:00;37;4;0;15;0;11;1;0;0
2020-12-12 05:15:00;35;7;1;23;0;10;1;0;0
2020-12-12 05:30:00;32;16;0;78;0;10;0;0;0
2020-12-12 05:45:00;39;25;1;105;0;12;1;0;0
2020-12-12 06:00:00;44;16;1;69;0;14;1;0;0
2020-12-12 06:15:00;25;11;4;35;0;12;1;0;0
2020-12-12 06:30:00;20;2;2;18;0;13;0;0;0
2020-12-12 06:45:00;20;2;2;12;0;12;1;0;0
2020-12-12 07:00:00;31;2;0;24;0;15;1;0;0
2020-12-12 07:15:00;17;6;1;26;0;12;1;0;0
2020-12-12 07:30:00;20;7;2;24;0;13;0;0;0
2020-12-12 07:45:00;29;5;2;46;0;13;1;0;0
2020-12-12 08:00:00;23;4;6;32;0;12;1;0;0
2020-12-12 08:15:00;21;7;0;37;0;13;1;0;0
2020-12-12 08:30:00;32;6;6;43;0;9;0;0;0
2020-12-12 08:45:00;48;7;5;63;0;10;1;0;0
2020-12-12 09:00:00;48;9;8;62;0;10;1;0;0
2020-12-12 09:15:00;54;13;9;94;3;10;0;0;0
2020-12-12 09:30:00;65;8;7;90;0;10;1;0;0
2020-12-12 09:45:00;64;10;13;96;0;10;0;0;0
2020-12-12 10:00:00;70;21;17;101;0;10;1;0;0
2020-12-12 10:15:00;73;19;13;93;1;10;1;0;0
2020-12-12 10:30:00;67;13;22;88;4;10;0;0;0
2020-12-12 10:45:00;77;9;16;105;0;10;1;0;0
2020-12-12 11:00:00;84;10;22;100;0;10;1;0;0
2020-12-12 11:15:00;90;12;13;107;1;10;0;0;0
2020-12-12 11:30:00;111;13;22;104;2;10;1;0;0
2020-12-12 11:45:00;114;7;20;91;0;10;0;0;0
2020-12-12 12:00:00;88;9;23;98;0;10;1;0;0
2020-12-12 12:15:00;100;10;22;103;0;10;1;0;0
2020-12-12 12:30:00;102;14;15;78;0;10;0;0;0
2020-12-12 12:45:00;73;16;23;117;3;9;1;0;0
2020-12-12 13:00:00;101;11;21;104;0;10;1;0;0
2020-12-12 13:15:00;99;13;21;90;7;10;0;0;0
2020-12-12 13:30:00;97;15;20;117;3;10;1;0;0
2020-12-12 13:45:00;104;11;69;98;4;10;0;0;0
2020-12-12 14:00:00;112;16;17;129;5;10;1;0;0
2020-12-12 14:15:00;92;21;23;125;6;10;1;0;0
2020-12-12 14:30:00;92;14;15;125;25;10;0;0;0
2020-12-12 14:45:00;91;16;17;113;0;10;1;0;0
2020-12-12 15:00:00;102;19;22;87;0;10;1;0;0
2020-12-12 15:15:00;120;11;16;91;0;10;0;0;0
2020-12-12 15:30:00;101;20;17;116;10;10;1;0;0
2020-12-12 15:45:00;96;9;16;93;4;10;0;0;0
2020-12-12 16:00:00;73;13;10;93;2;10;1;0;0
2020-12-12 16:15:00;94;12;14;84;3;10;1;0;0
2020-12-12 16:30:00;89;9;15;78;0;10;0;0;0
2020-12-12 16:45:00;78;15;17;116;2;10;1;0;0
2020-12-12 17:00:00;78;19;13;80;4;10;1;0;0
2020-12-12 17:15:00;71;8;18;82;0;10;0;0;0
2020-12-12 17:30:00;97;10;9;66;1;10;1;0;0
