DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DBL3);6(DC1)
2020-04-16 00:00:00;8;1;2;2;0;0
2020-04-16 00:15:00;9;2;5;1;1;2
2020-04-16 00:30:00;6;3;5;5;0;3
2020-04-16 00:45:00;7;1;2;4;0;0
2020-04-16 01:00:00;6;2;2;2;0;2
2020-04-16 01:15:00;2;2;6;4;0;0
2020-04-16 01:30:00;3;1;2;1;0;0
2020-04-16 01:45:00;7;4;3;5;1;3
2020-04-16 02:00:00;1;1;2;2;0;0
2020-04-16 02:15:00;3;3;2;4;0;1
2020-04-16 02:30:00;4;2;5;3;0;0
2020-04-16 02:45:00;6;1;3;3;0;3
2020-04-16 03:00:00;3;0;4;2;0;1
2020-04-16 03:15:00;5;2;4;2;0;1
2020-04-16 03:30:00;5;2;3;2;0;1
2020-04-16 03:45:00;5;1;5;1;0;0
2020-04-16 04:00:00;5;2;1;1;0;0
2020-04-16 04:15:00;7;0;2;4;0;4
2020-04-16 04:30:00;7;3;6;7;0;7
2020-04-16 04:45:00;13;8;10;8;0;2
2020-04-16 05:00:00;18;6;8;6;0;2
2020-04-16 05:15:00;36;15;5;25;1;5
2020-04-16 05:30:00;52;35;13;36;3;8
2020-04-16 05:45:00;57;55;15;43;1;9
2020-04-16 06:00:00;45;36;18;28;3;8
2020-04-16 06:15:00;72;50;24;37;2;10
2020-04-16 06:30:00;84;63;30;49;2;16
2020-04-16 06:45:00;80;67;30;50;4;14
2020-04-16 07:00:00;74;61;18;52;4;11
2020-04-16 07:15:00;83;78;48;65;9;29
2020-04-16 07:30:00;101;80;47;74;6;17
2020-04-16 07:45:00;104;82;52;75;8;21
2020-04-16 08:00:00;65;54;43;49;7;20
2020-04-16 08:15:00;76;54;39;62;5;19
2020-04-16 08:30:00;79;48;43;62;5;25
2020-04-16 08:45:00;80;69;41;62;9;17
2020-04-16 09:00:00;66;44;28;43;16;17
2020-04-16 09:15:00;78;39;52;83;20;26
2020-04-16 09:30:00;88;56;54;74;12;25
2020-04-16 09:45:00;96;64;59;96;6;23
2020-04-16 10:00:00;82;63;46;84;10;30
2020-04-16 10:15:00;95;48;58;85;13;29
2020-04-16 10:30:00;102;63;57;95;14;32
2020-04-16 10:45:00;102;70;56;89;9;37
2020-04-16 11:00:00;75;59;45;82;13;32
2020-04-16 11:15:00;98;75;65;100;14;38
2020-04-16 11:30:00;110;74;66;95;18;30
2020-04-16 11:45:00;103;71;55;94;10;26
2020-04-16 12:00:00;103;74;56;97;7;35
2020-04-16 12:15:00;106;73;52;79;12;37
2020-04-16 12:30:00;94;69;42;92;10;27
2020-04-16 12:45:00;92;59;63;115;17;43
2020-04-16 13:00:00;80;58;54;89;12;24
2020-04-16 13:15:00;102;70;54;92;13;38
2020-04-16 13:30:00;80;56;59;76;12;41
2020-04-16 13:45:00;104;87;70;105;9;29
2020-04-16 14:00:00;108;101;66;109;14;27
2020-04-16 14:15:00;102;76;50;107;10;37
2020-04-16 14:30:00;106;81;73;120;15;35
2020-04-16 14:45:00;112;86;79;105;18;32
2020-04-16 15:00:00;94;73;62;109;16;40
2020-04-16 15:15:00;111;70;82;109;13;34
2020-04-16 15:30:00;96;85;82;141;15;33
2020-04-16 15:45:00;117;78;72;133;20;31
2020-04-16 16:00:00;101;81;74;118;15;34
2020-04-16 16:15:00;105;81;98;143;15;45
2020-04-16 16:30:00;108;75;81;112;11;36
2020-04-16 16:45:00;97;70;82;119;13;38
2020-04-16 17:00:00;110;91;67;114;13;35
2020-04-16 17:15:00;106;81;69;112;15;31
2020-04-16 17:30:00;92;71;76;127;14;33
2020-04-16 17:45:00;92;66;72;90;16;40
2020-04-16 18:00:00;86;73;49;81;10;33
2020-04-16 18:15:00;84;47;50;94;15;33
2020-04-16 18:30:00;85;60;54;91;11;34
2020-04-16 18:45:00;83;42;42;88;15;27
2020-04-16 19:00:00;73;44;50;64;12;33
2020-04-16 19:15:00;60;40;51;53;15;32
2020-04-16 19:30:00;49;43;34;52;10;21
2020-04-16 19:45:00;59;33;30;37;5;14
2020-04-16 20:00:00;67;34;26;40;2;11
2020-04-16 20:15:00;53;24;23;37;5;8
2020-04-16 20:30:00;41;26;27;45;8;15
2020-04-16 20:45:00;54;25;22;38;2;7
2020-04-16 21:00:00;46;26;18;34;3;6
2020-04-16 21:15:00;28;18;17;31;5;7
2020-04-16 21:30:00;33;17;20;32;4;4
2020-04-16 21:45:00;22;11;17;23;2;2
2020-04-16 22:00:00;27;16;18;22;0;3
2020-04-16 22:15:00;28;11;8;16;3;5
2020-04-16 22:30:00;26;10;1;12;1;3
2020-04-16 22:45:00;17;9;4;9;0;2
2020-04-16 23:00:00;15;7;8;14;3;7
2020-04-16 23:15:00;8;3;1;12;3;4
2020-04-16 23:30:00;10;7;3;8;0;3
2020-04-16 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
