DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC2);7(DC3);8(DC4);9(DD1);10(DD2);11(DRES1);12(DRES2);13(DRES3);14(DRES4);15(TARDB);16(TAFGA);17(TAFBA);18(TAFBB);19(TAFBD)
2020-05-16 00:00:00;8;15;6;0;12;13;2;4;0;0;0;0;0;0;0;0;0;0;0
2020-05-16 00:15:00;9;13;11;2;13;20;5;11;0;0;0;0;0;0;0;0;0;0;0
2020-05-16 00:30:00;6;8;7;0;12;16;3;6;0;0;0;0;0;0;0;0;0;0;0
2020-05-16 00:45:00;14;15;6;0;12;16;3;5;0;0;0;0;0;0;0;0;0;0;0
2020-05-16 01:00:00;9;19;7;0;10;10;3;7;0;0;0;0;0;0;0;0;0;0;0
2020-05-16 01:15:00;9;12;6;1;6;7;2;6;0;0;0;0;0;0;0;0;0;0;0
2020-05-16 01:30:00;6;10;6;0;7;6;2;6;0;0;0;0;0;0;0;0;0;0;0
2020-05-16 01:45:00;5;7;4;0;9;9;2;3;0;0;0;0;0;0;0;0;0;0;0
2020-05-16 02:00:00;4;5;4;1;4;5;2;3;0;0;0;0;0;0;0;0;0;0;0
2020-05-16 02:15:00;5;6;2;0;8;8;0;2;0;0;0;0;0;0;0;0;0;0;0
2020-05-16 02:30:00;3;6;5;1;5;7;4;4;0;0;0;0;0;0;0;0;0;0;0
2020-05-16 02:45:00;0;3;2;0;5;5;2;3;0;0;0;0;0;0;0;0;0;0;0
2020-05-16 03:00:00;4;4;3;0;4;5;1;3;0;0;0;0;0;0;0;0;0;0;0
2020-05-16 03:15:00;2;4;4;0;4;7;3;3;0;0;0;0;0;0;0;0;0;0;0
2020-05-16 03:30:00;2;3;3;0;6;7;2;2;0;0;0;0;0;0;0;0;0;0;0
2020-05-16 03:45:00;1;3;3;0;3;4;2;3;0;0;0;0;0;0;0;0;0;0;0
2020-05-16 04:00:00;5;5;2;0;7;6;0;1;0;0;0;0;0;0;0;0;0;0;0
2020-05-16 04:15:00;6;7;3;1;6;7;3;4;0;0;0;0;0;0;0;0;0;0;0
2020-05-16 04:30:00;8;5;3;0;5;7;2;2;0;0;0;0;0;0;0;0;0;0;0
2020-05-16 04:45:00;11;11;6;2;5;5;2;5;0;0;0;0;0;0;0;0;0;0;0
2020-05-16 05:00:00;8;8;6;1;19;19;3;4;0;0;0;0;0;0;0;0;0;0;0
2020-05-16 05:15:00;15;19;12;0;19;21;5;11;0;0;0;0;0;0;0;0;0;0;0
2020-05-16 05:30:00;21;23;11;2;14;14;9;12;0;0;0;0;0;0;0;0;0;0;0
2020-05-16 05:45:00;25;29;15;3;26;32;13;20;0;0;0;0;0;0;0;0;0;0;0
2020-05-16 06:00:00;18;16;15;0;30;45;7;16;3;0;0;0;0;0;0;0;0;0;0
2020-05-16 06:15:00;24;21;17;3;44;47;11;20;5;0;0;0;0;0;0;0;0;0;0
2020-05-16 06:30:00;31;30;11;2;21;25;13;21;4;0;0;0;0;0;0;0;0;0;0
2020-05-16 06:45:00;30;30;17;1;32;36;12;19;1;0;0;0;0;0;0;0;0;0;0
2020-05-16 07:00:00;26;19;10;5;25;28;22;26;0;0;0;0;0;0;0;3;0;0;0
2020-05-16 07:15:00;35;35;23;6;26;37;28;33;5;0;0;0;0;0;0;5;0;0;0
2020-05-16 07:30:00;34;44;30;10;31;40;16;28;10;0;0;0;0;0;0;3;0;0;0
2020-05-16 07:45:00;44;46;46;12;45;55;32;101;17;0;0;0;0;0;0;5;0;0;0
2020-05-16 08:00:00;58;52;30;4;42;50;24;37;21;0;0;0;0;0;0;13;5;0;11
2020-05-16 08:15:00;64;53;37;9;60;57;23;38;12;0;0;0;0;0;0;4;6;0;0
2020-05-16 08:30:00;60;53;43;16;56;65;35;37;20;0;0;0;0;0;0;6;2;1;0
2020-05-16 08:45:00;78;59;47;11;70;69;35;42;13;0;0;0;0;0;0;6;0;0;0
2020-05-16 09:00:00;71;72;49;11;68;64;35;49;21;0;0;0;0;0;0;10;0;0;0
2020-05-16 09:15:00;75;70;55;12;77;80;37;48;17;0;0;0;0;0;0;7;3;0;0
2020-05-16 09:30:00;68;68;59;26;67;63;28;41;15;0;0;0;0;0;0;10;2;0;0
