DATUM;1(RES1);2(DE1);3(DE2);4(DH1);5(DH2);6(DDL1);7(DDL2);8(DAL1);9(RES2);10(DBR1);11(DBR2)
2019-09-27 00:00:00;16;20;15;16;10;2;1;2;0;3;1
2019-09-27 00:15:00;10;13;7;19;11;4;1;4;0;2;1
2019-09-27 00:30:00;27;31;20;24;12;3;5;2;0;4;2
2019-09-27 00:45:00;16;18;16;15;6;3;0;2;0;3;2
2019-09-27 01:00:00;7;10;8;18;8;1;0;1;0;1;0
2019-09-27 01:15:00;6;8;7;15;12;1;0;3;0;0;0
2019-09-27 01:30:00;14;15;12;12;3;1;2;0;0;0;2
2019-09-27 01:45:00;8;10;7;6;4;3;1;2;0;1;2
2019-09-27 02:00:00;5;8;5;4;3;1;0;2;0;0;1
2019-09-27 02:15:00;6;7;5;5;0;1;0;1;0;3;1
2019-09-27 02:30:00;6;7;5;3;3;0;1;0;0;0;0
2019-09-27 02:45:00;6;7;10;10;7;1;0;1;0;2;1
2019-09-27 03:00:00;6;9;2;10;1;1;1;3;0;2;2
2019-09-27 03:15:00;8;11;7;6;2;2;1;1;0;1;0
2019-09-27 03:30:00;9;9;9;6;4;1;0;1;0;0;2
2019-09-27 03:45:00;10;14;9;7;1;0;0;3;0;1;2
2019-09-27 04:00:00;9;9;8;10;6;1;0;1;0;1;1
2019-09-27 04:15:00;13;17;7;6;4;1;0;4;0;2;2
2019-09-27 04:30:00;26;26;20;13;6;3;0;6;0;6;7
2019-09-27 04:45:00;34;37;28;13;10;2;1;5;0;4;9
2019-09-27 05:00:00;44;45;41;20;19;11;2;7;0;13;15
2019-09-27 05:15:00;65;70;61;20;20;24;6;8;0;10;25
2019-09-27 05:30:00;78;96;78;43;25;16;9;18;0;18;32
2019-09-27 05:45:00;91;105;87;46;42;18;11;33;0;24;27
2019-09-27 06:00:00;98;122;73;52;52;18;5;36;0;17;19
2019-09-27 06:15:00;108;141;101;72;37;17;5;25;0;25;34
2019-09-27 06:30:00;137;161;132;73;53;38;11;33;0;38;56
2019-09-27 06:45:00;146;169;140;110;64;65;15;44;0;32;51
2019-09-27 07:00:00;139;171;163;108;63;35;22;32;0;23;50
2019-09-27 07:15:00;126;162;145;138;94;62;42;32;0;43;76
2019-09-27 07:30:00;135;167;140;157;119;64;37;38;0;42;83
2019-09-27 07:45:00;128;167;148;138;105;80;61;66;0;48;56
2019-09-27 08:00:00;125;158;127;106;81;46;22;35;0;36;49
2019-09-27 08:15:00;118;146;135;105;98;34;14;52;0;44;50
2019-09-27 08:30:00;143;168;143;94;91;33;18;43;0;40;48
2019-09-27 08:45:00;115;145;123;117;81;41;18;43;0;30;42
2019-09-27 09:00:00;110;132;108;113;77;25;22;33;0;33;40
2019-09-27 09:15:00;122;158;106;89;67;38;13;34;0;21;32
2019-09-27 09:30:00;118;143;110;119;96;25;14;39;0;27;36
2019-09-27 09:45:00;125;157;104;118;91;28;19;57;0;22;38
