DATUM;1(DA1);2(DA2);3(DAL1);4(DB1);5(DB2);6(DC1);7(DC2);8(DCL1);9(DD1);10(DD2);11(DD3)
2019-08-06 18:15:00;91;121;24;73;14;77;69;19;26;54;22
2019-08-06 18:30:00;102;110;29;42;14;80;68;24;23;50;16
2019-08-06 18:45:00;89;90;15;47;13;75;75;20;19;53;19
2019-08-06 19:00:00;68;67;14;29;13;64;57;17;18;41;17
2019-08-06 19:15:00;86;68;19;23;13;65;53;23;24;44;21
2019-08-06 19:30:00;59;60;23;37;9;53;55;16;12;36;14
2019-08-06 19:45:00;78;65;24;35;7;51;33;14;11;35;12
2019-08-06 20:00:00;57;55;20;25;8;48;34;13;11;36;11
2019-08-06 20:15:00;61;47;14;21;8;47;35;8;12;27;9
2019-08-06 20:30:00;47;45;8;19;9;47;42;9;14;36;11
2019-08-06 20:45:00;36;34;16;17;9;47;49;8;8;23;9
2019-08-06 21:00:00;42;38;14;16;4;93;81;3;9;34;15
2019-08-06 21:15:00;44;37;10;15;10;70;68;5;11;30;8
2019-08-06 21:30:00;47;52;13;25;4;44;41;3;9;27;8
2019-08-06 21:45:00;78;96;21;16;6;25;14;5;6;16;2
2019-08-06 22:00:00;121;144;15;15;2;31;18;6;7;16;3
2019-08-06 22:15:00;80;62;14;14;8;30;14;2;8;18;6
2019-08-06 22:30:00;38;22;10;8;7;24;18;5;6;17;6
2019-08-06 22:45:00;22;18;12;7;1;22;23;5;4;12;3
2019-08-06 23:00:00;24;20;2;8;0;20;16;2;3;12;3
2019-08-06 23:15:00;18;10;6;5;8;16;14;4;10;9;1
2019-08-06 23:30:00;17;12;4;6;3;14;11;3;4;8;1
