DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DCL1);7(TAFBA);8(TAFBB1);9(TAFBB2);10(TAFBC)
2020-02-21 00:00:00;19;13;3;6;1;9;0;0;0;0
2020-02-21 00:15:00;33;23;7;8;2;6;0;0;0;0
2020-02-21 00:30:00;19;14;4;4;3;3;0;0;0;0
2020-02-21 00:45:00;26;19;7;4;2;11;0;0;0;0
2020-02-21 01:00:00;22;17;3;7;3;13;0;0;0;0
2020-02-21 01:15:00;25;18;2;1;2;6;0;0;0;0
2020-02-21 01:30:00;30;12;4;3;1;3;0;0;0;0
2020-02-21 01:45:00;6;7;2;3;2;11;0;0;0;0
2020-02-21 02:00:00;22;12;6;6;4;6;0;0;0;0
2020-02-21 02:15:00;16;14;2;4;3;4;0;0;0;0
2020-02-21 02:30:00;24;15;3;1;2;11;0;0;0;0
2020-02-21 02:45:00;9;5;3;2;2;7;0;0;0;0
2020-02-21 03:00:00;15;14;4;5;5;11;0;0;0;0
2020-02-21 03:15:00;17;15;4;3;1;14;0;0;0;0
2020-02-21 03:30:00;19;9;4;3;1;11;0;0;0;0
2020-02-21 03:45:00;8;5;0;2;1;8;0;0;0;0
2020-02-21 04:00:00;12;7;4;6;1;4;0;0;0;0
2020-02-21 04:15:00;3;4;3;3;4;4;0;0;0;0
2020-02-21 04:30:00;6;6;0;4;3;7;0;0;0;0
2020-02-21 04:45:00;13;9;1;2;3;4;0;0;0;0
2020-02-21 05:00:00;8;9;2;1;5;5;0;0;0;0
2020-02-21 05:15:00;5;10;3;3;5;5;0;0;0;0
2020-02-21 05:30:00;11;15;2;8;7;6;0;0;0;0
2020-02-21 05:45:00;5;17;9;8;7;8;0;0;0;0
2020-02-21 06:00:00;16;18;10;6;10;23;0;0;0;0
2020-02-21 06:15:00;15;30;15;10;14;22;0;0;0;0
2020-02-21 06:30:00;15;23;21;16;16;32;0;0;0;0
2020-02-21 06:45:00;24;19;30;16;26;33;0;0;0;0
2020-02-21 07:00:00;22;24;39;16;31;56;0;0;0;0
2020-02-21 07:15:00;24;25;85;20;46;91;0;0;0;0
2020-02-21 07:30:00;44;62;109;25;59;98;0;0;0;0
2020-02-21 07:45:00;41;73;64;26;53;68;0;0;0;0
2020-02-21 08:00:00;31;41;39;21;45;57;0;0;0;0
2020-02-21 08:15:00;25;47;54;23;49;55;0;0;0;0
2020-02-21 08:30:00;24;26;45;16;26;48;0;0;0;0
2020-02-21 08:45:00;20;34;32;26;35;46;0;0;0;0
2020-02-21 09:00:00;25;46;33;38;41;53;0;0;0;0
2020-02-21 09:15:00;35;26;25;44;28;39;0;0;0;0
2020-02-21 09:30:00;29;38;30;39;32;46;0;0;0;0
2020-02-21 09:45:00;39;34;30;54;32;45;0;0;0;0
2020-02-21 10:00:00;33;35;22;67;37;40;0;0;0;0
2020-02-21 10:15:00;42;39;35;60;25;33;0;0;0;0
2020-02-21 10:30:00;38;41;48;76;27;22;0;0;0;0
2020-02-21 10:45:00;24;33;32;61;29;31;0;0;0;0
2020-02-21 11:00:00;41;55;35;71;26;25;0;0;0;0
2020-02-21 11:15:00;39;48;35;48;39;26;0;0;0;0
2020-02-21 11:30:00;52;59;44;68;33;45;0;0;0;0
