DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DBL1);7(DBL2);8(DC1);9(DC2);10(DC3);11(DC4);12(DC5);13(DC6);14(DC7);15(TAFGA);16(TAFGB);17(TAFBA);18(TAFBB);19(TAFBC);20(TAFBD)
2019-09-20 00:00:00;0;8;2;2;1;3;1;1;1;1;0;1;1;0;0;0;0;0;0;0
2019-09-20 00:15:00;0;5;0;5;3;1;1;1;0;1;1;0;1;1;0;0;0;0;0;0
2019-09-20 00:30:00;0;2;1;5;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-09-20 00:45:00;1;5;0;7;1;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0
2019-09-20 01:00:00;0;2;0;5;1;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0
2019-09-20 01:15:00;0;3;0;2;1;0;0;0;1;2;0;1;0;0;0;0;0;0;0;0
2019-09-20 01:30:00;2;8;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-09-20 01:45:00;0;9;0;5;6;1;0;0;0;1;1;0;1;1;0;0;0;0;0;0
2019-09-20 02:00:00;0;4;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-09-20 02:15:00;0;4;0;1;0;1;0;0;1;0;1;0;0;1;0;0;0;0;0;0
2019-09-20 02:30:00;0;0;0;1;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0
2019-09-20 02:45:00;0;6;0;1;3;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0
2019-09-20 03:00:00;0;2;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-09-20 03:15:00;0;7;0;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-09-20 03:30:00;0;13;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-09-20 03:45:00;0;7;1;2;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-09-20 04:00:00;0;5;0;7;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-09-20 04:15:00;0;7;1;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-09-20 04:30:00;0;13;1;6;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-09-20 04:45:00;4;17;1;7;6;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0
2019-09-20 05:00:00;1;28;2;14;7;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0
2019-09-20 05:15:00;3;43;7;25;13;1;0;0;0;2;1;0;2;2;0;0;0;0;0;0
2019-09-20 05:30:00;4;49;5;31;14;1;0;0;1;1;0;1;1;0;0;0;0;0;0;0
2019-09-20 05:45:00;18;70;12;37;15;2;3;0;0;0;1;0;0;1;0;0;0;0;0;0
2019-09-20 06:00:00;7;62;9;39;21;3;0;1;1;1;3;0;1;3;0;0;0;0;0;0
2019-09-20 06:15:00;19;112;21;55;25;1;0;1;0;7;2;0;7;2;0;0;0;0;0;0
2019-09-20 06:30:00;23;102;31;62;24;4;0;0;0;4;1;0;4;1;0;0;0;0;0;0
2019-09-20 06:45:00;36;122;43;59;33;3;6;1;1;6;4;1;6;4;0;1;0;0;0;0
2019-09-20 07:00:00;41;131;58;46;39;6;1;2;1;4;3;1;4;3;0;0;0;0;0;0
2019-09-20 07:15:00;41;133;64;55;30;6;5;4;3;5;1;1;5;1;0;0;0;0;0;0
2019-09-20 07:30:00;53;153;73;43;38;1;6;1;5;16;12;3;19;9;0;3;0;5;0;0
2019-09-20 07:45:00;55;147;41;39;37;0;1;3;1;13;5;0;15;5;0;4;0;6;0;0
