DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC2);7(DC3);8(DC4);9(DC5);10(DD1);11(TAFGAC)
2020-07-05 00:00:00;11;9;0;0;13;13;0;0;16;0;0
2020-07-05 00:15:00;25;29;3;0;20;18;0;0;21;0;0
2020-07-05 00:30:00;26;21;0;0;27;27;1;0;27;0;0
2020-07-05 00:45:00;7;8;0;0;20;4;0;0;7;0;0
2020-07-05 01:00:00;11;12;1;0;21;11;1;0;8;0;0
2020-07-05 01:15:00;15;12;1;0;23;12;0;0;14;0;0
2020-07-05 01:30:00;12;14;1;0;13;8;0;0;4;0;0
2020-07-05 01:45:00;6;9;0;0;6;6;0;0;8;0;0
2020-07-05 02:00:00;9;8;1;0;13;9;0;0;10;0;0
2020-07-05 02:15:00;10;11;0;0;12;6;0;0;4;0;0
2020-07-05 02:30:00;6;6;0;0;12;5;0;0;7;0;0
2020-07-05 02:45:00;3;4;0;0;7;7;1;0;7;0;0
2020-07-05 03:00:00;4;6;0;0;7;5;0;0;6;0;0
2020-07-05 03:15:00;3;5;0;0;1;0;0;0;1;0;0
2020-07-05 03:30:00;8;11;1;0;6;3;0;0;3;0;0
2020-07-05 03:45:00;2;1;0;0;5;4;0;0;4;0;0
2020-07-05 04:00:00;2;3;0;0;5;5;0;0;3;0;0
2020-07-05 04:15:00;5;0;0;0;6;2;0;0;4;0;0
2020-07-05 04:30:00;3;5;0;0;6;1;0;0;1;0;0
2020-07-05 04:45:00;3;3;1;0;5;1;0;0;3;0;0
2020-07-05 05:00:00;9;12;0;0;12;4;0;0;5;0;0
2020-07-05 05:15:00;2;5;2;0;14;7;1;0;7;0;0
2020-07-05 05:30:00;11;10;0;0;5;3;0;0;3;0;0
2020-07-05 05:45:00;6;6;0;0;3;1;0;0;1;0;0
2020-07-05 06:00:00;8;10;2;3;6;2;0;0;2;0;0
2020-07-05 06:15:00;12;12;1;0;9;4;0;0;4;0;0
2020-07-05 06:30:00;11;12;4;1;11;5;0;0;3;0;0
2020-07-05 06:45:00;14;8;1;1;9;3;0;0;5;0;0
2020-07-05 07:00:00;14;15;1;0;11;6;0;0;5;0;0
2020-07-05 07:15:00;13;19;0;0;11;9;1;0;9;0;0
2020-07-05 07:30:00;20;10;0;2;15;8;1;0;11;0;0
2020-07-05 07:45:00;19;18;1;2;16;6;0;0;6;0;0
2020-07-05 08:00:00;28;26;0;0;21;12;0;0;11;0;0
2020-07-05 08:15:00;21;25;1;0;13;5;0;0;7;0;2
2020-07-05 08:30:00;23;19;2;0;28;13;0;0;15;0;0
2020-07-05 08:45:00;33;47;4;0;27;16;0;0;22;0;0
2020-07-05 09:00:00;48;46;0;0;47;29;1;0;29;0;0
2020-07-05 09:15:00;41;46;1;0;33;23;0;0;24;0;6
2020-07-05 09:30:00;49;41;2;0;38;27;2;0;27;0;2
2020-07-05 09:45:00;52;47;1;0;44;29;0;0;31;0;2
2020-07-05 10:00:00;49;57;3;0;29;21;2;0;26;0;7
2020-07-05 10:15:00;51;53;7;0;45;36;5;0;34;1;5
2020-07-05 10:30:00;46;40;3;2;46;32;5;0;33;1;5
2020-07-05 10:45:00;43;53;2;0;42;37;3;0;33;1;27
2020-07-05 11:00:00;102;94;6;0;39;21;2;0;24;1;0
2020-07-05 11:15:00;53;49;5;0;47;46;6;0;47;0;2
2020-07-05 11:30:00;52;50;6;0;43;33;3;0;35;1;0
2020-07-05 11:45:00;54;68;6;1;52;49;1;0;45;0;10
2020-07-05 12:00:00;47;57;5;2;46;39;4;0;36;2;24
2020-07-05 12:15:00;52;74;2;1;59;38;3;0;39;0;2
2020-07-05 12:30:00;61;53;5;1;56;47;3;0;49;2;7
2020-07-05 12:45:00;61;69;7;2;70;49;3;0;46;2;7
2020-07-05 13:00:00;47;61;6;1;54;59;1;0;60;2;10
2020-07-05 13:15:00;51;49;1;1;65;48;2;0;49;0;6
2020-07-05 13:30:00;59;63;2;1;66;55;2;0;54;1;10
2020-07-05 13:45:00;70;57;6;2;61;58;4;0;56;2;0
2020-07-05 14:00:00;56;55;6;2;69;61;5;0;60;1;18
2020-07-05 14:15:00;70;61;8;1;75;62;3;0;61;0;2
2020-07-05 14:30:00;59;46;3;2;53;42;1;0;39;0;1
2020-07-05 14:45:00;63;77;4;2;55;52;1;0;58;1;21
2020-07-05 15:00:00;55;71;3;2;60;72;5;0;60;0;20
