DATUM;1(DA1);2(DB1);3(DB2);4(DB3);5(DC1);6(DC2);7(DC3);8(DD1);9(DD2);10(TAFGA);11(TAFBA);12(TAFGB);13(TAFBB);14(TAFGC);15(TAFBC);16(TAFBD);17(TAFBE);18(TARDC);19(TARDD)
2020-11-10 00:00:00;2;4;8;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-10 00:15:00;9;8;16;12;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-10 00:30:00;15;3;13;12;1;1;1;2;2;0;0;0;0;0;0;0;0;0;0
2020-11-10 00:45:00;3;6;7;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-10 01:00:00;3;6;10;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-10 01:15:00;2;4;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-10 01:30:00;5;5;13;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-10 01:45:00;11;5;13;16;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-10 02:00:00;4;2;5;5;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-10 02:15:00;7;2;7;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-10 02:30:00;5;1;9;8;2;2;2;1;1;0;0;0;0;0;0;0;0;0;0
2020-11-10 02:45:00;7;7;12;12;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
2020-11-10 03:00:00;8;1;10;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-10 03:15:00;6;10;17;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-10 03:30:00;7;3;9;9;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-10 03:45:00;9;5;11;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-10 04:00:00;5;12;15;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-10 04:15:00;17;18;30;30;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0
2020-11-10 04:30:00;17;15;27;25;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0
2020-11-10 04:45:00;19;49;65;62;4;3;3;3;3;0;0;0;0;0;0;0;0;0;0
2020-11-10 05:00:00;57;79;98;101;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-10 05:15:00;61;123;149;143;3;3;3;2;2;0;0;0;0;0;0;0;0;0;0
2020-11-10 05:30:00;99;103;125;116;7;7;7;3;3;0;0;0;0;0;0;0;0;0;0
2020-11-10 05:45:00;91;116;135;125;3;3;3;5;5;0;0;0;0;0;0;0;0;0;0
2020-11-10 06:00:00;114;107;126;119;7;8;7;3;3;0;0;0;0;0;0;0;0;0;0
2020-11-10 06:15:00;142;174;191;189;11;11;11;6;6;0;0;0;0;0;0;0;0;0;0
2020-11-10 06:30:00;133;204;216;211;5;5;5;7;7;0;0;0;0;0;0;0;0;0;0
2020-11-10 06:45:00;137;197;219;209;8;8;8;7;7;0;0;0;0;0;0;0;0;0;0
2020-11-10 07:00:00;128;200;226;221;10;11;11;6;6;0;0;0;0;0;0;0;0;0;0
2020-11-10 07:15:00;141;225;242;235;8;7;7;5;5;0;0;0;0;0;0;0;0;0;0
2020-11-10 07:30:00;159;178;187;183;10;11;12;14;14;0;0;0;0;0;0;0;0;0;1
2020-11-10 07:45:00;174;179;220;193;1;1;1;17;15;0;0;0;0;0;0;0;0;0;0
2020-11-10 08:00:00;146;146;164;145;3;3;3;14;15;0;0;1;0;0;0;0;0;0;0
2020-11-10 08:15:00;149;147;142;160;5;5;5;15;14;11;0;1;0;1;0;0;0;0;0
2020-11-10 08:30:00;145;164;74;159;4;6;5;17;16;7;0;6;0;6;0;0;0;0;6
2020-11-10 08:45:00;120;162;74;138;3;5;6;7;7;2;0;7;0;1;0;0;0;0;1
2020-11-10 09:00:00;115;156;39;127;6;6;6;8;9;1;0;3;0;0;0;0;0;0;4
2020-11-10 09:15:00;109;142;23;102;5;4;4;5;7;0;0;3;0;0;0;0;0;0;1
2020-11-10 09:30:00;115;152;23;130;5;5;5;7;8;0;0;2;0;0;0;0;0;0;0
2020-11-10 09:45:00;169;147;16;122;8;5;7;12;13;2;0;3;0;0;0;0;0;0;0
2020-11-10 10:00:00;134;144;32;114;0;0;0;7;6;1;0;4;0;1;0;0;0;0;5
2020-11-10 10:15:00;147;169;23;115;5;5;5;19;13;0;0;0;0;1;0;0;0;0;1
2020-11-10 10:30:00;152;150;15;100;8;8;8;9;10;5;0;1;0;0;0;0;0;1;0
2020-11-10 10:45:00;160;161;14;115;8;9;7;11;16;2;0;6;0;0;0;0;0;0;0
2020-11-10 11:00:00;168;136;7;96;5;4;5;11;12;1;0;0;0;0;0;0;0;0;3
2020-11-10 11:15:00;192;161;29;114;12;11;9;9;9;1;0;0;0;0;0;0;0;0;0
2020-11-10 11:30:00;148;149;18;112;10;67;8;4;5;0;0;3;0;0;0;0;0;0;1
2020-11-10 11:45:00;157;132;22;86;9;10;9;14;14;0;0;1;0;0;0;0;0;0;1
2020-11-10 12:00:00;156;129;17;105;4;4;4;10;10;1;0;0;0;0;0;0;0;0;0
2020-11-10 12:15:00;167;151;16;114;5;4;4;6;6;2;0;3;0;0;0;0;0;0;1
2020-11-10 12:30:00;166;142;31;111;4;4;4;10;10;0;0;4;0;0;0;0;0;0;0
2020-11-10 12:45:00;187;161;18;113;8;7;7;9;9;2;0;3;0;0;0;0;0;0;3
2020-11-10 13:00:00;201;168;27;99;9;9;9;8;9;0;0;4;0;0;0;0;0;0;2
2020-11-10 13:15:00;194;174;22;115;9;9;9;10;11;0;0;5;0;0;0;0;0;0;0
2020-11-10 13:30:00;192;217;21;152;5;4;4;6;6;2;0;3;0;0;0;0;0;0;0
2020-11-10 13:45:00;169;181;22;116;10;4;4;12;12;3;0;4;0;0;0;0;0;0;0
2020-11-10 14:00:00;176;169;23;114;12;11;10;15;15;1;0;1;0;0;0;0;0;0;5
2020-11-10 14:15:00;184;178;27;128;5;5;5;13;13;2;0;1;0;0;0;0;0;0;0
2020-11-10 14:30:00;224;196;24;134;15;13;15;9;11;4;0;3;0;0;0;0;0;0;3
2020-11-10 14:45:00;201;187;22;113;12;12;12;15;14;3;0;1;0;1;0;0;0;0;1
2020-11-10 15:00:00;260;212;23;127;14;12;11;16;17;4;0;0;0;0;0;0;0;0;6
2020-11-10 15:15:00;183;178;13;91;10;10;7;14;16;4;0;2;0;1;0;0;0;0;1
2020-11-10 15:30:00;250;186;21;121;16;15;14;9;9;3;0;1;0;0;0;0;0;0;0
2020-11-10 15:45:00;188;174;25;135;12;6;7;12;12;4;0;2;0;1;0;0;0;0;0
2020-11-10 16:00:00;254;177;22;95;11;11;10;14;15;3;0;1;0;1;0;0;0;0;2
2020-11-10 16:15:00;214;159;17;83;11;30;10;15;13;3;0;1;0;0;0;0;0;0;1
2020-11-10 16:30:00;294;190;15;115;4;4;5;14;13;2;0;0;0;0;0;0;0;0;1
2020-11-10 16:45:00;197;159;19;96;8;27;8;17;17;2;0;4;0;1;0;0;0;0;7
2020-11-10 17:00:00;257;210;21;128;12;10;11;11;10;1;0;4;0;0;0;0;0;0;2
2020-11-10 17:15:00;233;173;17;117;15;15;13;7;7;0;0;2;0;1;0;0;0;0;0
2020-11-10 17:30:00;200;219;34;150;17;14;14;10;10;4;0;0;0;1;0;0;0;0;1
2020-11-10 17:45:00;160;146;32;94;14;12;12;11;13;2;0;1;0;0;0;0;0;0;2
2020-11-10 18:00:00;183;134;22;83;17;13;10;15;15;0;0;0;0;0;0;0;0;0;4
2020-11-10 18:15:00;164;123;14;96;12;12;11;9;8;0;0;1;0;1;0;0;0;0;12
2020-11-10 18:30:00;141;101;32;82;7;16;5;10;10;1;0;0;0;0;0;0;0;0;0
2020-11-10 18:45:00;111;80;23;71;9;8;8;4;4;0;0;0;0;0;0;0;0;0;1
2020-11-10 19:00:00;115;92;20;82;15;150;10;5;6;1;0;1;0;0;0;0;0;0;0
2020-11-10 19:15:00;122;96;16;78;9;9;9;5;5;0;0;1;0;0;0;0;0;0;0
2020-11-10 19:30:00;97;87;22;72;8;8;8;2;3;0;0;0;0;0;0;0;0;0;0
