DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DC2);7(DD1);8(DE1);9(DE2);10(DE3);11(DF1);12(DG1)
2020-07-17 00:00:00;18;7;5;3;6;15;18;12;16;0;0;0
2020-07-17 00:15:00;19;12;1;3;0;3;20;3;13;1;0;1
2020-07-17 00:30:00;18;13;3;2;5;4;17;13;14;0;0;2
2020-07-17 00:45:00;13;9;0;1;3;10;13;6;10;0;0;0
2020-07-17 01:00:00;17;9;1;3;0;0;17;6;10;0;0;1
2020-07-17 01:15:00;4;1;0;0;0;0;4;4;7;1;0;0
2020-07-17 01:30:00;14;10;1;1;0;0;15;7;7;0;0;1
2020-07-17 01:45:00;13;5;1;0;0;0;12;6;9;1;0;0
2020-07-17 02:00:00;11;6;0;0;0;0;11;4;4;0;0;0
2020-07-17 02:15:00;8;4;0;2;0;0;8;5;7;0;0;0
2020-07-17 02:30:00;9;6;0;0;0;0;9;4;4;1;0;0
2020-07-17 02:45:00;9;6;1;1;0;0;9;7;8;1;0;0
2020-07-17 03:00:00;12;6;1;0;0;0;10;3;2;0;1;1
2020-07-17 03:15:00;7;3;0;0;0;0;6;5;3;0;0;1
2020-07-17 03:30:00;12;1;0;1;0;0;12;7;7;0;0;0
2020-07-17 03:45:00;10;5;0;1;0;0;10;6;10;0;0;1
2020-07-17 04:00:00;8;6;0;2;0;0;7;3;9;0;0;0
2020-07-17 04:15:00;18;9;0;0;0;0;18;7;10;0;0;0
2020-07-17 04:30:00;25;8;2;1;0;0;25;16;15;0;0;0
2020-07-17 04:45:00;29;15;2;0;0;0;28;18;23;0;0;2
2020-07-17 05:00:00;45;11;1;3;0;0;46;37;38;0;0;2
2020-07-17 05:15:00;37;9;6;1;0;0;39;62;68;1;0;5
2020-07-17 05:30:00;88;25;6;5;0;0;90;77;94;1;0;8
2020-07-17 05:45:00;141;34;4;8;0;0;145;73;84;1;0;5
2020-07-17 06:00:00;155;20;0;10;0;0;157;39;61;0;0;6
2020-07-17 06:15:00;181;28;11;6;0;0;182;79;93;0;0;6
2020-07-17 06:30:00;175;31;14;13;0;0;197;115;139;1;0;8
2020-07-17 06:45:00;136;31;8;11;0;0;151;111;141;1;0;8
2020-07-17 07:00:00;146;28;9;15;31;45;157;94;140;2;0;7
2020-07-17 07:15:00;178;36;13;17;0;0;196;116;171;2;0;8
2020-07-17 07:30:00;174;34;31;34;112;149;205;120;175;0;1;14
2020-07-17 07:45:00;182;52;33;26;33;50;230;108;141;2;2;10
2020-07-17 08:00:00;167;32;25;25;85;95;186;103;122;2;1;10
2020-07-17 08:15:00;138;28;22;31;101;137;159;94;135;3;1;4
2020-07-17 08:30:00;159;39;22;23;0;0;186;94;126;2;1;5
2020-07-17 08:45:00;171;22;22;26;14;22;187;96;148;4;0;11
2020-07-17 09:00:00;158;30;26;37;0;0;169;105;123;3;2;4
2020-07-17 09:15:00;152;41;28;34;0;0;176;88;124;1;0;7
2020-07-17 09:30:00;201;40;31;38;8;15;220;93;139;2;1;5
2020-07-17 09:45:00;189;38;39;45;31;55;214;100;139;2;4;13
2020-07-17 10:00:00;178;36;35;46;52;67;200;103;124;1;1;9
2020-07-17 10:15:00;212;28;26;38;84;136;225;88;138;5;3;11
2020-07-17 10:30:00;218;30;42;38;89;130;237;116;127;2;1;7
2020-07-17 10:45:00;207;34;29;46;76;123;222;101;136;4;2;18
2020-07-17 11:00:00;222;40;35;55;82;113;230;107;128;4;5;7
2020-07-17 11:15:00;225;28;44;60;33;55;218;98;121;2;4;6
2020-07-17 11:30:00;229;27;28;70;84;122;247;91;116;2;0;11
2020-07-17 11:45:00;240;36;36;57;87;113;248;104;119;4;2;5
2020-07-17 12:00:00;220;39;46;69;80;146;244;119;138;3;3;12
2020-07-17 12:15:00;249;25;40;87;95;151;239;117;143;2;1;8
2020-07-17 12:30:00;272;26;35;65;105;133;293;130;149;2;2;13
2020-07-17 12:45:00;266;27;34;66;95;118;275;105;125;4;1;13
2020-07-17 13:00:00;249;30;49;89;98;146;258;142;166;1;4;17
2020-07-17 13:15:00;237;20;30;83;103;160;243;133;159;1;9;10
2020-07-17 13:30:00;258;24;35;70;98;173;259;134;157;2;3;17
2020-07-17 13:45:00;250;33;42;66;78;94;279;130;151;3;3;10
2020-07-17 14:00:00;258;33;42;75;105;148;260;119;147;1;8;18
2020-07-17 14:15:00;275;21;30;81;95;154;289;109;141;4;3;17
2020-07-17 14:30:00;293;23;43;74;82;167;289;128;161;2;10;22
2020-07-17 14:45:00;276;37;34;86;86;145;299;118;132;2;3;13
2020-07-17 15:00:00;269;20;31;82;98;144;286;110;161;3;0;17
2020-07-17 15:15:00;279;22;33;71;94;155;290;98;159;3;1;10
2020-07-17 15:30:00;250;25;36;55;110;157;263;119;152;1;1;23
