DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DC2);6(DD1);7(DD2);8(DE1);9(TAFGB);10(TAFBA);11(TAFBB);12(TAFBC);13(TAFBD)
2020-05-04 00:00:00;3;6;1;7;9;0;0;0;0;0;0;0;0
2020-05-04 00:15:00;4;4;5;8;7;0;0;0;0;0;0;0;0
2020-05-04 00:30:00;3;3;2;10;7;2;0;0;0;0;0;0;0
2020-05-04 00:45:00;2;3;2;8;9;0;0;0;0;0;0;0;0
2020-05-04 01:00:00;1;1;3;2;0;0;0;0;0;0;0;0;0
2020-05-04 01:15:00;4;2;1;5;2;0;0;0;0;0;0;0;0
2020-05-04 01:30:00;0;2;2;10;1;0;0;0;0;0;0;0;0
2020-05-04 01:45:00;1;4;5;7;3;0;0;0;0;0;0;0;0
2020-05-04 02:00:00;3;1;3;5;3;0;0;0;0;0;0;0;0
2020-05-04 02:15:00;1;1;1;4;5;1;0;0;0;0;0;0;0
2020-05-04 02:30:00;0;1;2;7;1;0;0;0;0;0;0;0;0
2020-05-04 02:45:00;2;7;3;3;3;1;0;0;0;0;0;0;0
2020-05-04 03:00:00;1;3;3;4;2;0;0;0;0;0;0;0;0
2020-05-04 03:15:00;3;1;0;2;1;0;0;0;0;0;0;0;0
2020-05-04 03:30:00;1;4;2;2;2;0;0;0;0;0;0;0;0
2020-05-04 03:45:00;3;1;1;6;5;0;0;0;0;0;0;0;0
2020-05-04 04:00:00;1;7;1;6;6;0;0;0;0;0;0;0;0
2020-05-04 04:15:00;1;12;0;8;2;0;0;0;0;0;0;0;0
2020-05-04 04:30:00;1;8;4;18;11;0;0;0;0;0;0;0;0
2020-05-04 04:45:00;1;6;4;11;6;1;0;0;0;0;0;0;0
2020-05-04 05:00:00;7;9;4;14;11;2;0;0;0;0;0;0;0
2020-05-04 05:15:00;7;21;6;55;48;3;0;0;0;0;0;0;0
2020-05-04 05:30:00;11;22;8;51;56;2;0;0;3;0;0;0;0
2020-05-04 05:45:00;8;22;13;63;80;3;0;0;0;0;0;0;0
2020-05-04 06:00:00;13;23;17;44;42;1;0;1;0;0;0;0;0
2020-05-04 06:15:00;17;22;19;79;78;5;0;0;0;0;0;0;0
2020-05-04 06:30:00;20;41;21;88;84;3;0;0;0;0;0;0;0
2020-05-04 06:45:00;25;53;33;91;89;6;0;1;0;4;0;0;0
2020-05-04 07:00:00;29;53;29;76;70;6;0;1;6;0;0;0;0
2020-05-04 07:15:00;14;50;20;67;72;5;0;0;0;0;0;0;0
2020-05-04 07:30:00;14;25;35;65;55;9;0;1;0;0;0;0;0
2020-05-04 07:45:00;35;75;45;104;86;11;0;0;4;0;0;0;0
2020-05-04 08:00:00;22;58;36;104;79;17;0;1;0;0;0;0;0
2020-05-04 08:15:00;24;54;31;81;65;17;0;1;2;0;0;0;0
2020-05-04 08:30:00;37;62;35;73;61;19;0;0;0;0;0;0;0
2020-05-04 08:45:00;29;59;33;91;77;14;0;0;5;0;0;2;0
2020-05-04 09:00:00;42;70;50;96;70;24;0;0;0;0;0;0;0
2020-05-04 09:15:00;33;53;32;68;50;15;0;1;0;0;0;0;0
2020-05-04 09:30:00;44;77;42;100;74;13;0;1;3;0;1;1;0
2020-05-04 09:45:00;41;68;45;102;103;19;0;1;6;0;0;0;0
2020-05-04 10:00:00;45;73;39;78;68;16;0;0;4;1;0;0;0
2020-05-04 10:15:00;45;74;42;84;68;18;0;2;0;0;0;0;0
2020-05-04 10:30:00;50;67;48;89;83;20;0;1;10;0;0;0;0
2020-05-04 10:45:00;39;60;42;103;80;16;0;0;8;0;11;0;0
2020-05-04 11:00:00;46;72;46;94;87;25;0;1;13;0;0;0;0
2020-05-04 11:15:00;41;61;43;95;82;19;0;0;3;0;5;0;0
2020-05-04 11:30:00;48;62;52;99;78;36;0;1;2;1;0;7;1
2020-05-04 11:45:00;36;67;40;105;73;24;0;0;9;0;0;0;0
2020-05-04 12:00:00;50;88;50;107;92;24;0;1;0;0;0;0;0
