DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DC2);7(DD1);8(DD2);9(DF1);10(DF2);11(D11RES);12(D12RES);13(D13RES);14(D14RES)
2020-02-14 00:00:00;2;3;14;3;10;5;2;1;8;5;0;0;0;0
2020-02-14 00:15:00;10;6;11;5;10;9;2;1;6;2;0;0;0;0
2020-02-14 00:30:00;4;5;21;1;6;1;3;1;4;5;0;0;0;0
2020-02-14 00:45:00;5;2;9;1;8;7;2;0;2;3;0;0;0;0
2020-02-14 01:00:00;4;3;9;1;6;5;2;1;2;3;0;0;0;0
2020-02-14 01:15:00;1;4;9;2;4;2;4;2;1;3;0;0;0;0
2020-02-14 01:30:00;2;3;5;2;6;5;0;0;0;1;0;0;0;0
2020-02-14 01:45:00;3;2;5;2;4;3;0;1;0;5;0;0;0;0
2020-02-14 02:00:00;5;5;7;0;10;5;2;0;2;3;0;0;0;0
2020-02-14 02:15:00;0;3;7;1;4;2;2;0;0;3;0;0;0;0
2020-02-14 02:30:00;0;1;5;1;6;7;2;0;0;3;0;0;0;0
2020-02-14 02:45:00;2;3;7;1;4;3;1;0;0;3;0;0;0;0
2020-02-14 03:00:00;2;0;6;1;5;1;0;0;0;1;0;0;0;0
2020-02-14 03:15:00;1;1;6;1;1;2;1;0;3;0;0;0;0;0
2020-02-14 03:30:00;7;5;6;1;6;5;0;1;6;2;0;0;0;0
2020-02-14 03:45:00;4;2;3;1;1;3;0;0;3;4;0;0;0;0
2020-02-14 04:00:00;6;5;10;0;8;3;1;0;3;2;0;0;0;0
2020-02-14 04:15:00;7;5;10;1;8;5;2;0;5;1;0;0;0;0
2020-02-14 04:30:00;3;5;14;3;7;7;5;0;7;9;0;0;0;0
2020-02-14 04:45:00;23;18;14;1;10;3;5;0;3;11;0;0;0;0
2020-02-14 05:00:00;33;51;33;2;10;10;4;3;8;15;0;0;0;0
2020-02-14 05:15:00;92;89;32;20;16;14;11;1;10;20;0;0;0;0
2020-02-14 05:30:00;86;62;42;32;11;14;11;8;13;15;0;0;0;0
2020-02-14 05:45:00;100;67;59;39;30;27;24;10;48;63;0;0;0;0
2020-02-14 06:00:00;82;47;56;30;25;20;19;4;36;52;0;0;0;0
2020-02-14 06:15:00;116;65;64;38;37;49;22;7;39;54;0;0;0;0
2020-02-14 06:30:00;145;79;95;75;52;46;30;12;33;48;0;0;0;0
2020-02-14 06:45:00;111;65;89;71;46;41;26;14;22;23;0;0;0;0
2020-02-14 07:00:00;141;93;102;76;57;58;42;20;34;44;0;0;0;0
2020-02-14 07:15:00;139;89;101;75;54;59;40;25;37;37;0;0;0;0
2020-02-14 07:30:00;144;108;97;76;91;70;61;46;61;63;0;0;0;0
2020-02-14 07:45:00;152;129;102;83;78;62;68;45;63;60;0;0;0;0
2020-02-14 08:00:00;121;78;92;66;54;71;38;18;40;55;0;0;0;0
2020-02-14 08:15:00;95;56;93;67;63;52;48;21;41;48;0;0;0;0
2020-02-14 08:30:00;94;70;92;73;56;60;42;22;44;56;0;0;0;0
2020-02-14 08:45:00;84;59;83;33;54;70;40;23;34;43;0;0;0;0
2020-02-14 09:00:00;61;46;97;53;55;46;39;22;41;38;0;0;0;0
2020-02-14 09:15:00;67;49;82;52;58;56;31;9;40;57;0;0;0;0
2020-02-14 09:30:00;58;42;106;64;62;61;45;29;41;49;0;0;0;0
2020-02-14 09:45:00;77;62;102;63;65;62;44;28;39;45;0;0;0;0
2020-02-14 10:00:00;64;44;83;46;63;55;27;10;32;36;0;0;0;0
2020-02-14 10:15:00;57;45;84;46;69;51;47;25;44;41;0;0;0;0
2020-02-14 10:30:00;73;60;101;72;86;63;38;21;41;55;0;0;0;0
2020-02-14 10:45:00;76;44;104;57;60;70;36;20;34;48;0;0;0;0
2020-02-14 11:00:00;66;46;107;50;63;64;47;21;56;61;0;0;0;0
2020-02-14 11:15:00;70;51;97;47;73;74;38;16;47;50;0;0;0;0
2020-02-14 11:30:00;68;45;89;51;80;73;31;19;62;69;0;0;0;0
2020-02-14 11:45:00;64;56;78;64;78;62;36;15;59;61;0;0;0;0
2020-02-14 12:00:00;83;60;84;54;82;68;41;22;53;69;0;0;0;0
2020-02-14 12:15:00;86;62;95;62;84;68;46;21;74;85;0;0;0;0
2020-02-14 12:30:00;101;59;102;72;76;78;46;20;62;79;0;0;0;0
2020-02-14 12:45:00;104;51;96;78;84;78;47;22;76;91;0;0;0;0
2020-02-14 13:00:00;101;87;85;60;73;72;48;28;65;78;0;0;0;0
2020-02-14 13:15:00;116;97;107;61;82;72;51;40;72;76;0;0;0;0
2020-02-14 13:30:00;109;82;100;53;66;59;48;23;72;68;0;0;0;0
2020-02-14 13:45:00;113;79;114;70;69;74;48;30;71;72;0;0;0;0
2020-02-14 14:00:00;80;53;92;59;66;75;43;25;65;75;0;0;0;0
2020-02-14 14:15:00;77;57;104;73;82;67;41;29;83;85;0;0;0;0
