DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DB3);7(DC1);8(DC2);9(DC3);10(DD1);11(DE1)
2019-12-24 00:00:00;16;4;3;2;0;2;10;1;0;4;0
2019-12-24 00:15:00;10;4;3;3;1;4;18;6;0;4;0
2019-12-24 00:30:00;14;6;1;1;1;0;12;3;0;5;0
2019-12-24 00:45:00;19;6;2;4;1;5;12;3;0;5;0
2019-12-24 01:00:00;9;5;1;0;0;0;10;3;0;2;0
2019-12-24 01:15:00;10;6;0;2;0;2;14;4;0;2;0
2019-12-24 01:30:00;12;6;0;4;0;4;11;3;0;4;0
2019-12-24 01:45:00;14;7;2;0;0;0;9;1;0;2;0
2019-12-24 02:00:00;3;2;1;3;0;1;8;5;0;1;0
2019-12-24 02:15:00;10;5;2;1;0;1;13;2;0;4;0
2019-12-24 02:30:00;8;6;2;0;0;0;9;1;0;1;0
2019-12-24 02:45:00;10;3;1;0;0;0;8;2;0;0;0
2019-12-24 03:00:00;7;3;0;1;0;2;3;4;0;2;0
2019-12-24 03:15:00;6;5;1;0;1;1;5;2;0;0;0
2019-12-24 03:30:00;3;2;0;1;0;0;5;2;0;0;0
2019-12-24 03:45:00;2;5;0;2;0;2;2;3;0;0;0
2019-12-24 04:00:00;3;2;0;0;0;0;12;5;0;1;0
2019-12-24 04:15:00;6;7;2;1;3;3;4;2;0;1;0
2019-12-24 04:30:00;9;5;1;1;0;1;8;1;0;0;0
2019-12-24 04:45:00;6;2;2;0;0;0;9;2;0;0;0
2019-12-24 05:00:00;13;9;4;5;1;5;14;6;0;0;0
2019-12-24 05:15:00;7;8;1;0;0;0;17;5;0;0;0
2019-12-24 05:30:00;6;6;2;4;0;4;22;11;0;0;0
2019-12-24 05:45:00;13;5;2;1;1;3;15;9;0;1;0
2019-12-24 06:00:00;15;8;2;4;0;5;14;9;1;0;0
2019-12-24 06:15:00;16;5;2;2;0;2;15;9;0;4;1
2019-12-24 06:30:00;16;6;4;3;0;4;21;10;0;2;0
2019-12-24 06:45:00;20;14;5;1;0;1;14;10;1;0;0
2019-12-24 07:00:00;28;9;4;4;1;4;20;7;0;2;0
2019-12-24 07:15:00;20;14;6;2;1;3;29;18;0;2;0
2019-12-24 07:30:00;26;10;8;6;0;6;23;12;1;0;0
2019-12-24 07:45:00;39;15;8;10;1;11;29;16;0;4;0
2019-12-24 08:00:00;28;18;9;4;2;4;28;18;0;6;0
2019-12-24 08:15:00;39;15;8;9;0;9;34;21;0;3;0
2019-12-24 08:30:00;29;17;8;6;1;7;42;27;0;0;1
2019-12-24 08:45:00;63;13;9;10;3;13;49;30;0;2;0
2019-12-24 09:00:00;40;19;9;6;2;8;54;33;0;6;0
2019-12-24 09:15:00;78;19;15;4;2;7;54;36;1;10;0
2019-12-24 09:30:00;76;26;11;14;1;15;70;48;0;8;0
2019-12-24 09:45:00;80;27;14;15;2;20;62;43;1;8;0
2019-12-24 10:00:00;85;29;18;11;3;15;76;44;1;5;0
2019-12-24 10:15:00;87;32;20;11;3;14;83;49;1;6;0
2019-12-24 10:30:00;101;33;24;12;2;14;70;47;0;8;0
2019-12-24 10:45:00;93;24;20;6;1;7;80;51;0;11;1
2019-12-24 11:00:00;98;34;20;16;3;18;84;52;0;7;0
2019-12-24 11:15:00;123;33;22;11;2;11;83;56;0;10;0
2019-12-24 11:30:00;116;31;17;9;3;11;92;59;1;14;0
2019-12-24 11:45:00;108;36;26;12;2;13;82;52;0;9;0
2019-12-24 12:00:00;95;33;25;5;7;16;82;57;0;6;0
2019-12-24 12:15:00;100;43;32;7;2;10;76;38;1;11;0
2019-12-24 12:30:00;104;37;22;9;2;8;86;46;2;10;1
2019-12-24 12:45:00;86;28;23;7;1;7;87;50;0;3;0
2019-12-24 13:00:00;86;28;15;7;2;13;87;73;3;8;1
2019-12-24 13:15:00;116;42;27;8;2;10;91;47;1;18;0
2019-12-24 13:30:00;86;38;22;5;1;8;85;51;1;8;0
2019-12-24 13:45:00;77;38;32;6;0;5;82;41;0;10;0
2019-12-24 14:00:00;104;46;32;6;1;6;99;39;1;14;0
2019-12-24 14:15:00;91;48;26;6;0;12;93;40;2;13;0
2019-12-24 14:30:00;80;39;10;12;3;19;69;40;0;14;0
2019-12-24 14:45:00;74;39;22;11;0;14;62;40;0;6;0
2019-12-24 15:00:00;66;32;16;2;0;5;56;21;3;7;0
2019-12-24 15:15:00;59;25;16;9;4;13;56;29;0;9;0
2019-12-24 15:30:00;53;20;15;15;5;23;50;36;0;8;0
2019-12-24 15:45:00;48;25;14;10;1;9;64;37;0;6;0
2019-12-24 16:00:00;44;25;12;14;2;17;55;30;0;10;1
2019-12-24 16:15:00;68;26;14;8;1;10;53;24;0;11;0
2019-12-24 16:30:00;56;26;11;11;3;14;52;25;0;15;0
2019-12-24 16:45:00;58;28;14;10;0;11;52;28;3;15;0
2019-12-24 17:00:00;72;21;12;16;4;19;53;23;0;10;0
2019-12-24 17:15:00;58;23;12;6;0;6;47;30;0;3;0
2019-12-24 17:30:00;55;25;7;10;2;12;43;25;3;6;0
2019-12-24 17:45:00;41;16;16;7;2;6;31;14;0;4;2
2019-12-24 18:00:00;43;9;6;6;1;6;29;10;0;6;0
2019-12-24 18:15:00;32;7;4;3;0;2;26;15;0;9;0
2019-12-24 18:30:00;24;14;5;4;0;4;20;15;1;7;0
2019-12-24 18:45:00;46;15;10;4;2;5;25;13;0;9;0
2019-12-24 19:00:00;30;15;5;4;2;5;19;13;0;4;0
2019-12-24 19:15:00;28;11;6;8;1;9;22;8;0;2;0
2019-12-24 19:30:00;36;13;5;7;1;8;23;13;0;3;0
2019-12-24 19:45:00;38;15;9;2;3;6;29;13;0;6;0
