DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(TAC);6(DEG12);7(DEG13);8(DEG14);9(DEG15)
2020-10-13 00:00:00;5;4;0;10;0;10;1;0;0
2020-10-13 00:15:00;9;6;0;6;0;14;0;0;0
2020-10-13 00:30:00;7;0;0;3;0;12;1;0;0
2020-10-13 00:45:00;7;1;0;3;0;13;1;0;0
2020-10-13 01:00:00;6;2;0;0;0;12;1;0;0
2020-10-13 01:15:00;2;2;0;2;0;14;1;0;0
2020-10-13 01:30:00;6;4;0;3;0;12;0;0;0
2020-10-13 01:45:00;5;3;1;2;0;14;1;0;0
2020-10-13 02:00:00;2;2;0;1;0;12;1;0;0
2020-10-13 02:15:00;3;2;0;3;0;14;1;0;0
2020-10-13 02:30:00;4;0;0;2;0;12;1;0;0
2020-10-13 02:45:00;0;0;0;1;0;13;0;0;0
2020-10-13 03:00:00;2;0;0;1;0;12;1;0;0
2020-10-13 03:15:00;5;1;0;2;0;14;1;0;0
2020-10-13 03:30:00;5;2;0;2;0;12;1;0;0
2020-10-13 03:45:00;3;1;0;0;0;14;1;0;0
2020-10-13 04:00:00;4;1;0;3;0;12;0;0;0
2020-10-13 04:15:00;7;2;0;7;0;13;1;0;0
2020-10-13 04:30:00;19;9;1;12;0;12;1;0;0
2020-10-13 04:45:00;45;5;0;16;0;14;1;0;0
2020-10-13 05:00:00;103;7;0;20;0;9;0;0;0
2020-10-13 05:15:00;187;16;2;56;0;10;1;0;0
2020-10-13 05:30:00;146;22;2;102;0;10;1;0;0
2020-10-13 05:45:00;169;59;2;227;0;10;0;0;0
2020-10-13 06:00:00;135;56;3;179;0;10;1;0;0
2020-10-13 06:15:00;160;24;4;146;0;10;1;0;0
2020-10-13 06:30:00;149;34;6;142;1;10;0;0;0
2020-10-13 06:45:00;158;41;3;151;0;10;1;0;0
2020-10-13 07:00:00;117;31;7;141;7;10;0;0;0
2020-10-13 07:15:00;101;31;11;194;0;9;1;0;0
2020-10-13 07:30:00;130;28;8;205;0;10;1;0;0
2020-10-13 07:45:00;156;43;4;191;1;10;0;0;0
2020-10-13 08:00:00;135;43;7;157;0;10;1;0;0
2020-10-13 08:15:00;139;117;5;145;0;10;1;0;0
2020-10-13 08:30:00;129;33;9;148;0;10;0;0;0
2020-10-13 08:45:00;94;26;9;124;0;10;1;0;0
2020-10-13 09:00:00;99;28;8;105;2;13;1;0;0
2020-10-13 09:15:00;94;28;7;141;2;13;0;0;0
2020-10-13 09:30:00;80;35;7;128;0;12;1;0;0
2020-10-13 09:45:00;107;30;13;137;2;13;1;0;0
2020-10-13 10:00:00;107;37;15;136;4;13;0;0;0
2020-10-13 10:15:00;106;30;15;119;15;13;1;0;0
2020-10-13 10:30:00;99;27;20;116;3;13;1;0;0
2020-10-13 10:45:00;125;21;12;118;4;13;0;0;0
2020-10-13 11:00:00;102;33;17;121;0;13;1;0;0
2020-10-13 11:15:00;131;24;17;107;7;12;1;0;0
2020-10-13 11:30:00;120;35;9;125;4;13;0;0;0
2020-10-13 11:45:00;146;26;11;111;0;13;1;0;0
2020-10-13 12:00:00;120;41;28;152;7;13;1;0;0
2020-10-13 12:15:00;150;28;18;105;18;13;0;0;0
2020-10-13 12:30:00;140;29;15;121;0;13;1;0;0
2020-10-13 12:45:00;134;27;14;121;4;13;1;0;0
2020-10-13 13:00:00;149;27;12;136;3;12;0;0;0
2020-10-13 13:15:00;172;40;16;145;9;10;1;0;0
2020-10-13 13:30:00;199;32;16;160;5;10;1;0;0
2020-10-13 13:45:00;182;47;15;173;1;10;0;0;0
2020-10-13 14:00:00;189;31;14;167;43;10;1;0;0
2020-10-13 14:15:00;151;41;13;180;5;10;0;0;0
2020-10-13 14:30:00;126;35;5;195;9;10;1;0;0
2020-10-13 14:45:00;156;34;11;166;1;10;1;0;0
2020-10-13 15:00:00;157;38;16;168;0;10;0;0;0
2020-10-13 15:15:00;168;37;12;192;4;10;1;0;0
2020-10-13 15:30:00;138;29;21;151;5;10;1;0;0
2020-10-13 15:45:00;165;29;9;160;0;10;0;0;0
2020-10-13 16:00:00;170;45;17;185;4;10;1;0;0
2020-10-13 16:15:00;187;31;17;153;37;10;0;0;0
2020-10-13 16:30:00;144;35;22;177;6;10;1;0;0
2020-10-13 16:45:00;154;29;16;167;3;10;1;0;0
2020-10-13 17:00:00;191;29;22;183;3;10;0;0;0
2020-10-13 17:15:00;177;32;16;167;0;10;1;0;0
2020-10-13 17:30:00;154;48;12;172;4;10;1;0;0
2020-10-13 17:45:00;153;36;9;173;3;10;0;0;0
2020-10-13 18:00:00;162;33;12;166;0;10;1;0;0
2020-10-13 18:15:00;141;26;15;145;2;10;0;0;0
2020-10-13 18:30:00;128;31;14;149;0;10;1;0;0
2020-10-13 18:45:00;92;23;12;117;10;10;1;0;0
2020-10-13 19:00:00;103;23;5;98;0;10;0;0;0
2020-10-13 19:15:00;87;22;3;79;1;10;1;0;0
2020-10-13 19:30:00;92;14;2;56;0;10;1;0;0
2020-10-13 19:45:00;65;10;1;61;0;10;0;0;0
2020-10-13 20:00:00;69;11;0;40;2;12;1;0;0
2020-10-13 20:15:00;62;11;1;50;0;13;1;0;0
2020-10-13 20:30:00;63;10;4;34;0;12;0;0;0
2020-10-13 20:45:00;81;9;0;51;0;14;1;0;0
2020-10-13 21:00:00;121;18;0;58;0;12;1;0;0
2020-10-13 21:15:00;163;21;0;56;0;13;0;0;0
2020-10-13 21:30:00;96;21;2;77;0;12;1;0;0
2020-10-13 21:45:00;63;36;1;171;0;14;1;0;0
2020-10-13 22:00:00;55;39;0;111;0;9;1;0;0
2020-10-13 22:15:00;46;21;1;52;0;11;0;0;0
2020-10-13 22:30:00;21;3;0;19;0;9;1;0;0
2020-10-13 22:45:00;29;8;1;18;0;14;1;0;0
2020-10-13 23:00:00;22;5;0;6;0;12;0;0;0
2020-10-13 23:15:00;14;2;0;7;0;13;1;0;0
2020-10-13 23:30:00;8;2;0;7;0;12;1;0;0
