DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DC2);7(DD1);8(DD2);9(TAFBA);10(TAFBA1);11(TAFBB);12(TAFBC);13(TAFBC1);14(TAFBD)
2020-07-17 00:00:00;5;7;3;1;11;15;6;3;0;0;0;0;0;0
2020-07-17 00:15:00;10;9;8;3;7;10;5;2;0;0;0;0;0;0
2020-07-17 00:30:00;8;6;3;1;4;4;3;5;0;0;0;0;0;0
2020-07-17 00:45:00;5;6;1;2;5;8;3;4;0;0;0;0;0;0
2020-07-17 01:00:00;10;5;5;0;10;6;2;7;0;0;0;0;0;0
2020-07-17 01:15:00;11;5;3;0;4;4;0;4;0;0;0;0;0;0
2020-07-17 01:30:00;11;5;3;2;2;5;2;5;0;0;0;0;0;12
2020-07-17 01:45:00;3;1;4;2;6;3;3;3;0;0;0;0;0;0
2020-07-17 02:00:00;4;1;1;0;4;1;4;3;0;0;0;0;0;0
2020-07-17 02:15:00;7;5;1;0;4;4;2;1;0;0;0;0;0;0
2020-07-17 02:30:00;2;1;4;0;5;2;3;0;0;0;0;0;0;0
2020-07-17 02:45:00;2;3;4;1;1;2;2;2;0;0;0;0;0;0
2020-07-17 03:00:00;4;2;1;2;2;4;1;0;0;0;0;0;0;0
2020-07-17 03:15:00;3;4;0;0;3;2;3;0;0;0;0;0;0;0
2020-07-17 03:30:00;4;5;4;2;2;4;1;0;0;0;0;0;0;0
2020-07-17 03:45:00;3;1;3;0;3;2;2;5;0;0;0;0;0;0
2020-07-17 04:00:00;8;0;0;1;7;2;2;0;0;0;0;0;0;0
2020-07-17 04:15:00;11;3;6;0;4;5;5;6;0;0;0;0;0;0
2020-07-17 04:30:00;6;2;5;3;10;8;5;5;0;0;0;0;0;0
2020-07-17 04:45:00;15;2;15;2;11;20;2;10;0;0;0;0;0;0
2020-07-17 05:00:00;26;9;43;1;22;21;12;11;0;0;0;0;0;0
2020-07-17 05:15:00;56;22;92;10;18;27;12;13;0;0;0;0;0;0
2020-07-17 05:30:00;61;46;95;8;32;54;27;23;0;0;0;2;0;0
2020-07-17 05:45:00;54;37;53;16;35;52;71;48;0;0;5;0;0;0
2020-07-17 06:00:00;51;40;29;4;37;52;85;65;0;0;0;0;0;0
2020-07-17 06:15:00;70;55;47;10;48;64;45;35;0;0;0;0;4;0
2020-07-17 06:30:00;72;69;61;13;42;87;40;29;0;0;0;0;0;0
2020-07-17 06:45:00;75;88;43;21;65;95;22;17;0;0;0;0;0;0
2020-07-17 07:00:00;82;84;46;21;59;73;30;25;0;0;0;0;0;0
2020-07-17 07:15:00;75;86;62;30;66;87;37;21;0;0;0;0;0;0
2020-07-17 07:30:00;92;98;62;40;82;102;45;26;0;0;0;0;0;2
2020-07-17 07:45:00;85;109;62;33;64;106;35;25;0;0;0;0;0;7
2020-07-17 08:00:00;77;83;53;32;66;75;48;27;0;0;0;0;0;0
2020-07-17 08:15:00;80;80;53;27;68;83;44;35;0;0;0;0;0;0
2020-07-17 08:30:00;90;74;41;34;68;75;37;40;0;0;0;0;0;0
2020-07-17 08:45:00;78;69;47;28;74;87;46;32;0;0;0;0;0;0
2020-07-17 09:00:00;100;86;47;19;71;90;41;32;0;0;0;0;0;0
2020-07-17 09:15:00;69;74;33;15;56;84;52;23;0;5;2;0;0;0
2020-07-17 09:30:00;102;114;28;25;69;104;51;33;0;0;0;0;0;12
2020-07-17 09:45:00;90;102;47;22;81;108;42;30;0;0;0;0;0;0
2020-07-17 10:00:00;94;95;37;18;79;104;47;28;0;0;0;0;0;0
2020-07-17 10:15:00;85;87;50;21;73;97;57;39;0;0;0;0;4;0
2020-07-17 10:30:00;88;99;40;29;72;98;44;28;0;0;0;0;0;23
2020-07-17 10:45:00;94;98;52;26;94;121;50;25;1;5;4;0;1;0
2020-07-17 11:00:00;92;96;43;30;76;110;39;27;0;2;0;0;0;0
