DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DD1);6(TAAC);22(TARDB);23(TARDD)
2019-11-13 00:00:00;6;1;1;4;1;0;0;0
2019-11-13 00:15:00;5;2;0;8;2;1;0;0
2019-11-13 00:30:00;2;1;0;2;0;0;0;0
2019-11-13 00:45:00;1;1;0;5;1;0;0;0
2019-11-13 01:00:00;1;1;1;2;0;0;0;0
2019-11-13 01:15:00;1;1;0;5;1;0;0;0
2019-11-13 01:30:00;0;0;0;1;0;0;0;0
2019-11-13 01:45:00;3;1;1;0;0;0;0;0
2019-11-13 02:00:00;0;0;0;0;0;0;0;0
2019-11-13 02:15:00;1;1;1;1;1;0;0;0
2019-11-13 02:30:00;0;0;0;0;0;0;0;0
2019-11-13 02:45:00;0;0;0;1;0;0;0;0
2019-11-13 03:00:00;0;0;0;1;0;0;0;0
2019-11-13 03:15:00;1;0;0;0;0;0;0;0
2019-11-13 03:30:00;1;0;0;3;0;0;0;0
2019-11-13 03:45:00;1;1;1;2;0;0;0;0
2019-11-13 04:00:00;4;2;1;4;0;0;0;0
2019-11-13 04:15:00;8;0;0;0;0;0;0;0
2019-11-13 04:30:00;6;2;0;2;0;0;0;0
2019-11-13 04:45:00;14;1;1;6;0;0;0;0
2019-11-13 05:00:00;18;3;0;5;0;0;0;0
2019-11-13 05:15:00;37;11;2;13;2;0;0;0
2019-11-13 05:30:00;54;10;3;23;3;0;0;0
2019-11-13 05:45:00;77;7;4;28;3;0;0;0
2019-11-13 06:00:00;68;6;15;30;4;0;0;0
2019-11-13 06:15:00;109;9;10;35;4;0;0;0
2019-11-13 06:30:00;141;17;10;68;6;9;0;2
2019-11-13 06:45:00;161;13;10;70;21;5;0;0
2019-11-13 07:00:00;172;18;11;77;28;5;0;1
2019-11-13 07:15:00;246;35;19;95;45;16;0;0
2019-11-13 07:30:00;216;25;25;101;57;19;0;0
2019-11-13 07:45:00;196;39;50;120;66;2;0;1
2019-11-13 08:00:00;188;25;43;128;47;2;0;0
2019-11-13 08:15:00;131;17;36;103;38;5;0;1
2019-11-13 08:30:00;145;19;39;100;33;3;0;0
2019-11-13 08:45:00;130;24;30;91;31;6;0;0
2019-11-13 09:00:00;88;21;31;67;19;2;0;0
2019-11-13 09:15:00;86;19;35;52;12;2;0;0
2019-11-13 09:30:00;96;23;35;79;22;1;0;0
2019-11-13 09:45:00;94;18;23;86;22;1;0;0
2019-11-13 10:00:00;96;14;34;82;13;2;0;0
2019-11-13 10:15:00;72;15;37;86;17;5;0;0
