DATUM;1(DA1);2(DAL1);3(DAL2);4(DBL1);5(DBL2);6(DBR1);7(DBL3);8(DBL4);9(DCR1);10(DC1);11(TAFGC)
2019-10-07 00:00:00;5;0;0;0;0;1;0;1;0;0;2
2019-10-07 00:15:00;2;1;0;0;0;0;0;0;0;0;2
2019-10-07 00:30:00;5;0;0;0;0;0;0;0;0;0;3
2019-10-07 00:45:00;5;0;0;0;0;0;0;0;0;0;0
2019-10-07 01:00:00;3;3;0;0;0;0;0;0;0;0;0
2019-10-07 01:15:00;2;1;0;0;0;0;0;0;0;0;0
2019-10-07 01:30:00;6;1;0;0;0;0;0;0;0;0;1
2019-10-07 01:45:00;1;1;0;0;0;0;0;0;0;0;3
2019-10-07 02:00:00;0;1;0;0;0;0;0;0;0;0;0
2019-10-07 02:15:00;1;0;0;0;0;0;0;0;0;0;1
2019-10-07 02:30:00;2;0;0;0;0;0;0;0;0;0;2
2019-10-07 02:45:00;0;0;0;0;0;0;0;0;0;0;0
2019-10-07 03:00:00;2;0;0;0;0;0;0;0;0;0;2
2019-10-07 03:15:00;0;0;0;0;0;0;0;0;0;0;0
2019-10-07 03:30:00;3;4;0;0;0;0;0;0;1;0;2
2019-10-07 03:45:00;3;1;0;0;0;0;0;0;0;0;5
2019-10-07 04:00:00;8;1;1;1;0;0;0;0;0;0;4
2019-10-07 04:15:00;6;2;0;0;0;0;0;0;1;2;2
2019-10-07 04:30:00;9;0;2;2;1;1;1;0;0;0;7
2019-10-07 04:45:00;22;0;9;9;2;3;2;0;1;2;20
2019-10-07 05:00:00;47;0;4;4;1;0;1;0;1;6;60
2019-10-07 05:15:00;108;4;24;25;0;0;0;0;1;15;96
2019-10-07 05:30:00;70;7;53;56;2;7;3;1;2;49;72
2019-10-07 05:45:00;48;2;81;81;3;7;4;3;10;69;46
2019-10-07 06:00:00;48;6;62;60;9;2;9;0;6;58;35
2019-10-07 06:15:00;55;5;53;57;3;2;5;0;5;35;41
2019-10-07 06:30:00;78;3;54;50;8;7;8;2;6;53;44
2019-10-07 06:45:00;73;11;38;39;8;5;10;0;4;40;41
2019-10-07 07:00:00;75;7;40;40;8;3;8;2;5;44;50
2019-10-07 07:15:00;71;8;35;34;6;6;6;5;4;28;36
2019-10-07 07:30:00;82;12;15;15;7;4;8;3;8;24;55
2019-10-07 07:45:00;76;12;23;23;7;4;8;1;6;34;45
2019-10-07 08:00:00;65;15;22;23;9;2;12;2;9;32;48
2019-10-07 08:15:00;65;12;20;19;11;6;11;5;9;19;50
2019-10-07 08:30:00;85;6;13;13;4;6;8;6;10;10;38
2019-10-07 08:45:00;70;10;12;12;15;1;13;1;10;8;32
2019-10-07 09:00:00;80;11;13;13;5;2;6;2;14;8;40
2019-10-07 09:15:00;69;9;7;7;6;1;7;1;4;7;30
2019-10-07 09:30:00;74;5;11;10;10;4;10;4;5;6;42
2019-10-07 09:45:00;70;4;13;14;10;4;13;3;10;3;44
2019-10-07 10:00:00;61;4;10;10;14;2;13;2;5;5;38
2019-10-07 10:15:00;72;3;10;10;9;2;9;3;8;3;37
2019-10-07 10:30:00;57;2;4;4;13;3;12;4;7;5;28
2019-10-07 10:45:00;53;6;7;8;2;1;2;1;8;8;56
2019-10-07 11:00:00;57;3;3;3;10;5;10;4;3;9;51
2019-10-07 11:15:00;57;8;9;9;10;4;11;4;5;2;50
2019-10-07 11:30:00;62;5;4;3;19;6;19;6;9;5;43
2019-10-07 11:45:00;52;5;5;4;11;3;10;1;9;6;40
2019-10-07 12:00:00;57;6;13;13;13;7;14;6;17;9;50
2019-10-07 12:15:00;48;5;12;12;17;2;18;1;11;5;60
2019-10-07 12:30:00;51;3;5;5;13;4;14;3;11;4;55
2019-10-07 12:45:00;61;3;3;3;14;7;16;7;11;11;58
2019-10-07 13:00:00;68;11;1;2;20;13;20;13;8;6;60
