DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DB3);7(DC1);8(DC2)
2020-07-24 00:00:00;8;7;6;2;3;7;14;6
2020-07-24 00:15:00;15;10;3;3;1;11;20;14
2020-07-24 00:30:00;6;17;7;4;2;4;9;8
2020-07-24 00:45:00;11;10;6;1;1;6;7;4
2020-07-24 01:00:00;10;12;7;2;1;5;11;4
2020-07-24 01:15:00;6;7;2;0;0;4;7;1
2020-07-24 01:30:00;5;2;0;0;0;2;6;4
2020-07-24 01:45:00;8;5;1;1;1;4;4;3
2020-07-24 02:00:00;7;5;0;0;1;5;7;5
2020-07-24 02:15:00;9;3;0;1;0;4;6;2
2020-07-24 02:30:00;12;3;0;1;106;4;6;4
2020-07-24 02:45:00;7;5;4;0;268;1;7;8
2020-07-24 03:00:00;6;4;1;5;108;6;11;4
2020-07-24 03:15:00;8;9;3;1;261;5;7;7
2020-07-24 03:30:00;13;4;0;1;17;2;5;2
2020-07-24 03:45:00;7;4;1;1;0;4;10;4
2020-07-24 04:00:00;11;1;1;1;1;1;13;7
2020-07-24 04:15:00;14;11;2;2;1;9;11;7
2020-07-24 04:30:00;18;12;3;2;1;5;18;10
2020-07-24 04:45:00;26;12;5;3;3;6;26;8
2020-07-24 05:00:00;25;15;2;2;1;6;42;20
2020-07-24 05:15:00;41;26;8;0;2;17;44;15
2020-07-24 05:30:00;53;34;19;0;2;9;57;24
2020-07-24 05:45:00;65;67;27;8;7;40;61;28
2020-07-24 06:00:00;73;66;21;5;8;39;46;32
2020-07-24 06:15:00;80;77;12;10;9;55;63;51
2020-07-24 06:30:00;107;99;24;9;10;74;63;50
2020-07-24 06:45:00;133;140;28;23;60;102;92;55
2020-07-24 07:00:00;92;101;25;12;127;82;76;62
2020-07-24 07:15:00;110;111;20;14;83;96;91;72
2020-07-24 07:30:00;119;115;33;21;18;105;87;72
2020-07-24 07:45:00;144;152;37;22;30;109;104;65
2020-07-24 08:00:00;113;114;33;16;15;71;74;47
2020-07-24 08:15:00;106;124;23;16;18;67;96;67
2020-07-24 08:30:00;114;113;29;20;21;79;86;61
2020-07-24 08:45:00;114;125;38;20;20;76;85;63
2020-07-24 09:00:00;108;95;28;17;20;68;104;53
2020-07-24 09:15:00;121;88;38;12;15;65;89;59
2020-07-24 09:30:00;123;111;35;13;19;54;107;61
2020-07-24 09:45:00;144;121;44;12;13;58;102;74
2020-07-24 10:00:00;133;140;50;9;10;54;118;87
2020-07-24 10:15:00;132;137;45;11;21;54;124;92
2020-07-24 10:30:00;131;101;52;11;11;41;118;85
2020-07-24 10:45:00;119;103;32;8;9;52;134;100
2020-07-24 11:00:00;144;123;45;15;18;59;127;96
2020-07-24 11:15:00;141;121;44;17;11;46;116;113
2020-07-24 11:30:00;156;148;65;10;10;45;122;92
2020-07-24 11:45:00;143;147;28;8;11;48;134;101
2020-07-24 12:00:00;140;117;50;15;17;82;163;100
2020-07-24 12:15:00;162;144;47;10;13;62;136;96
2020-07-24 12:30:00;127;113;41;12;18;63;156;107
2020-07-24 12:45:00;131;119;40;7;10;55;120;95
2020-07-24 13:00:00;126;118;60;11;10;68;150;113
2020-07-24 13:15:00;143;147;42;9;13;46;156;116
2020-07-24 13:30:00;133;126;39;14;16;57;170;114
2020-07-24 13:45:00;135;124;41;12;14;62;128;89
2020-07-24 14:00:00;136;142;58;9;13;64;155;97
2020-07-24 14:15:00;157;135;65;7;7;48;145;99
2020-07-24 14:30:00;156;146;53;15;10;42;156;115
2020-07-24 14:45:00;156;133;41;9;13;47;158;108
2020-07-24 15:00:00;128;110;39;9;11;53;149;92
2020-07-24 15:15:00;136;133;47;7;9;43;149;126
2020-07-24 15:30:00;152;140;53;11;12;54;147;105
2020-07-24 15:45:00;140;137;46;7;10;50;157;99
2020-07-24 16:00:00;138;114;42;12;10;51;167;114
2020-07-24 16:15:00;140;103;44;6;13;51;160;92
2020-07-24 16:30:00;126;105;51;9;5;46;142;110
2020-07-24 16:45:00;114;106;61;7;9;49;130;86
2020-07-24 17:00:00;116;102;54;8;12;66;130;100
2020-07-24 17:15:00;118;106;43;11;11;57;148;101
2020-07-24 17:30:00;100;86;40;8;6;45;136;100
2020-07-24 17:45:00;113;113;41;14;10;58;138;81
2020-07-24 18:00:00;99;94;37;10;12;77;148;99
2020-07-24 18:15:00;88;90;32;9;14;57;126;86
2020-07-24 18:30:00;80;79;42;12;11;57;104;70
2020-07-24 18:45:00;62;77;35;7;7;49;103;65
2020-07-24 19:00:00;71;71;36;6;6;40;98;62
2020-07-24 19:15:00;63;58;33;4;4;56;88;59
2020-07-24 19:30:00;49;48;22;9;16;53;99;61
2020-07-24 19:45:00;56;43;18;5;4;49;83;47
2020-07-24 20:00:00;47;51;32;7;5;37;73;33
2020-07-24 20:15:00;46;44;19;8;8;38;58;32
2020-07-24 20:30:00;53;40;26;8;5;46;52;20
2020-07-24 20:45:00;42;30;13;4;2;28;58;33
2020-07-24 21:00:00;38;41;22;6;4;30;53;32
