DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DC2);6(DC3);7(DD1);31(DB2);32(TARDD);33(TAFGA);34(TAFGC);35(TAFBA);36(TAFBB);37(TAFBC);38(TAFBD)
2019-10-28 00:00:00;9;1;0;1;2;2;4;3;0;0;0;0;0;0;0
2019-10-28 00:15:00;6;0;2;0;10;2;5;3;0;0;0;0;0;0;0
2019-10-28 00:30:00;3;2;0;5;7;1;3;7;0;0;0;0;0;0;0
2019-10-28 00:45:00;4;4;1;1;6;2;3;5;0;0;0;0;0;0;0
2019-10-28 01:00:00;4;1;1;4;4;0;2;5;0;0;0;0;0;0;0
2019-10-28 01:15:00;8;2;4;2;6;0;1;8;0;0;0;0;0;0;0
2019-10-28 01:30:00;3;0;3;1;1;0;1;3;0;0;0;0;0;0;0
2019-10-28 01:45:00;2;0;7;0;3;0;0;8;0;0;0;0;0;0;0
2019-10-28 02:00:00;3;1;5;2;4;0;1;5;0;0;1;0;0;1;0
2019-10-28 02:15:00;2;0;3;1;2;0;1;4;0;0;0;0;0;0;0
2019-10-28 02:30:00;2;0;3;2;2;0;1;5;0;0;0;0;0;0;0
2019-10-28 02:45:00;5;1;4;3;4;2;2;6;0;0;0;0;0;0;0
2019-10-28 03:00:00;4;0;2;4;5;0;1;6;0;0;0;0;0;0;0
2019-10-28 03:15:00;2;0;3;3;2;1;1;3;0;0;1;0;0;0;0
2019-10-28 03:30:00;2;3;2;6;6;0;1;10;0;0;0;0;0;0;0
2019-10-28 03:45:00;4;1;2;3;5;1;1;6;0;0;0;0;0;0;0
2019-10-28 04:00:00;9;2;5;7;4;0;5;14;0;0;0;0;0;0;0
2019-10-28 04:15:00;7;3;4;1;7;0;4;7;0;0;0;0;0;0;0
2019-10-28 04:30:00;5;2;3;6;5;0;5;15;0;0;0;0;0;0;0
2019-10-28 04:45:00;13;3;6;7;7;1;7;13;0;0;0;0;0;0;0
2019-10-28 05:00:00;28;5;4;5;11;0;7;14;0;0;0;0;0;0;0
2019-10-28 05:15:00;40;5;10;12;27;1;14;23;0;0;0;0;1;0;0
2019-10-28 05:30:00;77;23;21;29;23;1;20;47;0;3;1;0;1;0;0
2019-10-28 05:45:00;85;38;25;49;23;0;24;38;0;0;0;0;0;0;0
2019-10-28 06:00:00;94;34;17;45;34;4;19;48;0;0;1;0;0;2;0
2019-10-28 06:15:00;118;32;18;45;34;6;22;31;0;1;0;0;0;0;0
2019-10-28 06:30:00;133;40;21;74;41;4;42;42;0;0;3;0;0;0;0
2019-10-28 06:45:00;146;50;27;68;47;5;55;49;0;0;0;0;0;1;0
2019-10-28 07:00:00;148;44;31;72;46;3;57;31;0;3;3;0;0;0;0
2019-10-28 07:15:00;179;36;46;66;50;6;47;27;0;0;2;0;0;0;0
2019-10-28 07:30:00;155;27;57;64;43;6;48;44;0;0;0;0;0;0;0
2019-10-28 07:45:00;147;33;62;55;59;6;60;40;0;4;0;2;0;0;0
2019-10-28 08:00:00;138;30;60;42;55;8;50;40;0;0;2;0;2;2;0
2019-10-28 08:15:00;182;21;48;47;51;8;40;29;0;0;2;0;0;0;0
2019-10-28 08:30:00;131;11;46;50;52;5;50;47;0;0;2;0;0;1;0
2019-10-28 08:45:00;140;16;44;44;61;6;45;38;0;0;5;0;3;8;0
2019-10-28 09:00:00;107;20;33;35;59;7;55;31;0;0;0;0;0;0;0
2019-10-28 09:15:00;164;15;47;41;69;10;47;45;0;3;1;0;0;4;4
2019-10-28 09:30:00;154;7;50;49;73;10;51;43;0;2;0;9;0;0;0
2019-10-28 09:45:00;153;18;61;48;78;5;37;47;0;0;0;0;0;0;0
2019-10-28 10:00:00;148;12;53;33;83;12;46;49;0;0;1;0;0;0;0
2019-10-28 10:15:00;121;17;48;41;92;13;57;41;0;0;0;0;0;0;1
2019-10-28 10:30:00;142;16;46;51;87;10;49;36;0;1;0;0;2;0;0
2019-10-28 10:45:00;144;13;52;48;91;12;40;33;0;0;0;0;0;0;0
2019-10-28 11:00:00;138;9;51;53;87;14;64;39;0;1;2;0;0;0;0
2019-10-28 11:15:00;142;7;61;43;88;13;50;39;0;2;0;0;0;0;0
2019-10-28 11:30:00;126;14;63;50;90;12;52;47;0;0;0;0;0;26;0
2019-10-28 11:45:00;116;7;68;57;96;23;45;47;0;0;1;0;0;1;0
2019-10-28 12:00:00;94;11;50;54;106;12;77;44;0;0;1;0;0;0;0
2019-10-28 12:15:00;111;6;40;57;97;15;58;34;0;2;1;0;0;0;0
2019-10-28 12:30:00;119;7;52;53;99;13;59;42;0;2;3;0;0;0;0
2019-10-28 12:45:00;117;9;52;43;97;7;53;36;0;0;1;0;0;0;0
2019-10-28 13:00:00;114;2;50;42;130;7;52;33;0;0;0;0;0;0;0
2019-10-28 13:15:00;122;5;42;47;104;9;64;47;0;2;1;0;0;3;0
2019-10-28 13:30:00;116;12;51;45;96;10;51;43;0;4;3;0;0;3;0
2019-10-28 13:45:00;130;13;52;61;82;8;59;41;0;0;0;0;0;0;0
2019-10-28 14:00:00;95;6;47;38;98;12;68;45;0;0;2;1;0;0;0
2019-10-28 14:15:00;137;6;66;51;110;8;61;40;0;0;2;0;0;2;0
2019-10-28 14:30:00;115;8;62;54;141;12;74;38;0;1;0;0;0;0;0
2019-10-28 14:45:00;124;6;55;70;127;14;66;43;0;0;2;0;0;0;0
2019-10-28 15:00:00;105;9;73;55;140;7;65;42;0;0;4;0;0;1;0
2019-10-28 15:15:00;89;5;77;61;127;10;66;53;0;2;0;0;2;0;0
2019-10-28 15:30:00;99;8;97;69;140;6;83;58;0;0;0;0;0;0;0
2019-10-28 15:45:00;114;5;106;83;130;14;71;66;0;0;0;0;0;0;0
2019-10-28 16:00:00;99;7;84;59;150;6;76;51;0;0;3;0;0;0;0
2019-10-28 16:15:00;127;6;102;70;138;17;64;50;0;0;8;0;4;0;0
2019-10-28 16:30:00;124;5;92;63;147;9;75;60;0;0;1;0;9;0;5
2019-10-28 16:45:00;120;9;84;65;135;11;55;52;0;0;5;0;7;0;0
2019-10-28 17:00:00;109;7;96;69;154;11;71;57;0;1;0;0;0;0;0
2019-10-28 17:15:00;119;3;86;62;162;14;56;52;0;3;2;0;0;1;0
2019-10-28 17:30:00;136;2;90;66;139;10;78;66;0;0;1;0;0;1;0
