DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DCL1);7(TAFBA);8(TAFBB1);9(TAFBB2);10(TAFBC)
2020-04-14 00:00:00;1;0;0;1;1;1;0;0;0;0
2020-04-14 00:15:00;2;4;0;0;0;0;0;0;0;0
2020-04-14 00:30:00;0;0;1;1;2;0;0;0;0;0
2020-04-14 00:45:00;0;0;0;1;0;0;0;0;0;0
2020-04-14 01:00:00;0;0;0;0;0;1;0;0;0;0
2020-04-14 01:15:00;0;0;0;0;0;0;0;0;0;0
2020-04-14 01:30:00;0;0;0;0;0;0;0;0;0;0
2020-04-14 01:45:00;0;3;0;0;0;1;0;0;0;0
2020-04-14 02:00:00;1;1;0;0;0;0;0;0;0;0
2020-04-14 02:15:00;0;0;1;1;0;1;0;0;0;0
2020-04-14 02:30:00;1;0;0;0;1;0;0;0;0;0
2020-04-14 02:45:00;0;1;0;0;1;0;0;0;0;0
2020-04-14 03:00:00;1;0;0;0;0;0;0;0;0;0
2020-04-14 03:15:00;0;0;0;0;2;0;0;0;0;0
2020-04-14 03:30:00;0;0;0;1;0;1;0;0;0;0
2020-04-14 03:45:00;0;0;0;0;0;0;0;0;0;0
2020-04-14 04:00:00;0;0;1;1;2;0;0;0;0;0
2020-04-14 04:15:00;1;0;0;1;1;0;0;0;0;0
2020-04-14 04:30:00;0;0;0;1;0;0;0;0;0;0
2020-04-14 04:45:00;1;2;1;0;0;1;0;0;0;0
2020-04-14 05:00:00;0;2;1;2;5;1;0;0;0;0
2020-04-14 05:15:00;2;8;1;2;2;5;0;0;0;0
2020-04-14 05:30:00;5;5;4;5;7;10;0;0;0;0
2020-04-14 05:45:00;9;8;6;12;2;8;0;0;0;0
2020-04-14 06:00:00;9;12;9;2;9;19;0;0;0;0
2020-04-14 06:15:00;8;13;13;12;18;20;0;0;0;0
2020-04-14 06:30:00;10;22;15;19;17;28;0;0;0;0
2020-04-14 06:45:00;10;12;11;15;12;26;0;0;0;0
2020-04-14 07:00:00;11;21;28;15;20;35;0;0;0;0
2020-04-14 07:15:00;15;13;18;10;22;30;0;0;0;0
2020-04-14 07:30:00;13;31;39;27;22;34;0;0;0;0
2020-04-14 07:45:00;14;18;27;18;31;33;0;0;0;0
2020-04-14 08:00:00;14;19;16;18;20;29;0;0;0;0
2020-04-14 08:15:00;16;16;13;16;13;19;0;0;0;0
2020-04-14 08:30:00;9;28;20;28;11;23;0;0;0;0
2020-04-14 08:45:00;19;15;20;24;18;30;0;0;0;0
2020-04-14 09:00:00;19;21;21;18;14;21;0;0;0;0
2020-04-14 09:15:00;22;19;20;29;16;18;0;0;0;0
2020-04-14 09:30:00;9;31;27;19;18;15;0;0;0;0
2020-04-14 09:45:00;18;15;18;44;14;26;0;0;0;0
2020-04-14 10:00:00;28;33;17;23;18;25;0;0;0;0
