DATUM;1(DA1);2(DA2);3(DA3);4(DA4);5(DB1);6(DC1);7(DC2);8(DD1);9(TAFGA)
2019-11-24 00:00:00;34;23;24;4;0;31;19;4;3
2019-11-24 00:15:00;29;14;16;3;3;27;14;10;8
2019-11-24 00:30:00;33;23;18;3;1;29;19;3;4
2019-11-24 00:45:00;20;19;17;3;2;21;15;3;5
2019-11-24 01:00:00;14;13;12;3;1;25;18;1;2
2019-11-24 01:15:00;14;9;11;2;2;20;11;0;0
2019-11-24 01:30:00;23;10;18;7;4;29;12;3;4
2019-11-24 01:45:00;15;16;12;5;4;21;15;3;4
2019-11-24 02:00:00;15;9;9;2;1;8;12;1;1
2019-11-24 02:15:00;9;9;4;2;0;6;7;0;1
2019-11-24 02:30:00;13;9;6;2;1;7;6;0;1
2019-11-24 02:45:00;15;8;10;5;1;5;5;3;3
2019-11-24 03:00:00;12;11;4;1;0;5;5;1;2
2019-11-24 03:15:00;12;9;10;2;1;11;7;0;2
2019-11-24 03:30:00;9;7;5;0;0;7;5;1;2
2019-11-24 03:45:00;8;3;4;3;0;12;7;0;0
2019-11-24 04:00:00;9;10;9;2;0;11;6;0;0
2019-11-24 04:15:00;2;5;8;4;2;5;6;0;0
2019-11-24 04:30:00;10;6;1;1;0;8;6;0;1
2019-11-24 04:45:00;6;4;8;1;1;6;6;1;1
2019-11-24 05:00:00;9;2;4;1;0;6;8;0;0
2019-11-24 05:15:00;5;3;8;4;0;7;10;3;3
2019-11-24 05:30:00;10;7;8;2;2;7;6;1;2
2019-11-24 05:45:00;5;8;8;3;0;3;6;1;2
2019-11-24 06:00:00;7;12;9;5;1;12;7;1;1
2019-11-24 06:15:00;7;10;9;5;2;17;11;0;2
2019-11-24 06:30:00;7;5;7;1;0;4;4;0;0
2019-11-24 06:45:00;13;9;12;3;0;16;14;0;0
2019-11-24 07:00:00;9;5;7;2;3;13;13;0;0
2019-11-24 07:15:00;20;10;10;4;1;23;5;0;0
2019-11-24 07:30:00;15;5;8;4;2;20;21;1;1
2019-11-24 07:45:00;23;7;21;5;1;38;16;6;9
2019-11-24 08:00:00;26;17;21;9;1;21;20;3;4
2019-11-24 08:15:00;43;19;25;11;3;55;30;7;10
2019-11-24 08:30:00;65;58;60;39;2;76;55;40;44
2019-11-24 08:45:00;52;27;24;7;3;56;24;14;16
2019-11-24 09:00:00;46;31;35;11;9;66;30;11;14
2019-11-24 09:15:00;55;46;45;10;9;90;53;8;16
2019-11-24 09:30:00;61;60;54;24;9;93;67;23;24
2019-11-24 09:45:00;79;84;70;42;6;115;81;31;37
2019-11-24 10:00:00;61;57;50;15;7;79;48;11;14
2019-11-24 10:15:00;74;71;51;8;9;82;50;4;7
2019-11-24 10:30:00;56;74;61;12;8;84;49;7;16
2019-11-24 10:45:00;67;68;65;11;11;88;55;17;22
2019-11-24 11:00:00;70;64;53;8;9;90;55;5;12
2019-11-24 11:15:00;71;54;44;24;6;99;55;16;16
2019-11-24 11:30:00;67;79;66;18;8;80;51;14;15
2019-11-24 11:45:00;64;72;48;25;10;80;50;11;21
2019-11-24 12:00:00;61;49;54;13;10;88;46;8;16
2019-11-24 12:15:00;44;66;53;15;6;66;57;14;20
2019-11-24 12:30:00;55;46;38;16;13;71;60;7;8
2019-11-24 12:45:00;47;59;54;11;7;66;47;7;10
2019-11-24 13:00:00;53;71;56;18;9;76;46;5;14
2019-11-24 13:15:00;54;58;51;16;7;79;55;7;27
2019-11-24 13:30:00;62;60;39;16;10;73;43;8;12
2019-11-24 13:45:00;64;77;60;16;9;79;47;9;14
2019-11-24 14:00:00;70;69;45;15;9;88;51;10;14
2019-11-24 14:15:00;89;77;70;18;7;83;52;12;179
2019-11-24 14:30:00;65;109;56;29;12;64;50;13;15
2019-11-24 14:45:00;67;81;65;28;10;80;62;11;17
2019-11-24 15:00:00;56;84;60;21;9;68;49;12;23
2019-11-24 15:15:00;71;63;61;19;8;74;53;9;18
