DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DBL3);6(DC1)
2019-12-01 00:00:00;36;17;15;30;2;1
2019-12-01 00:15:00;43;16;14;44;2;10
2019-12-01 00:30:00;40;19;28;38;2;3
2019-12-01 00:45:00;35;12;24;34;3;3
2019-12-01 01:00:00;39;12;35;54;4;1
2019-12-01 01:15:00;17;9;20;32;0;2
2019-12-01 01:30:00;24;8;18;18;1;0
2019-12-01 01:45:00;25;10;12;20;1;2
2019-12-01 02:00:00;18;4;9;17;0;0
2019-12-01 02:15:00;18;5;5;10;0;1
2019-12-01 02:30:00;16;6;4;11;2;2
2019-12-01 02:45:00;20;9;3;8;0;0
2019-12-01 03:00:00;14;3;3;15;2;1
2019-12-01 03:15:00;15;7;4;7;0;1
2019-12-01 03:30:00;17;4;2;4;0;0
2019-12-01 03:45:00;11;3;5;10;1;2
2019-12-01 04:00:00;12;2;1;10;2;1
2019-12-01 04:15:00;10;4;5;8;1;0
2019-12-01 04:30:00;8;3;1;7;2;1
2019-12-01 04:45:00;11;6;1;10;1;6
2019-12-01 05:00:00;13;3;3;3;0;2
2019-12-01 05:15:00;17;8;3;10;0;5
2019-12-01 05:30:00;22;10;2;12;3;2
2019-12-01 05:45:00;22;5;7;6;0;6
2019-12-01 06:00:00;13;5;5;14;2;1
2019-12-01 06:15:00;11;5;11;14;0;0
2019-12-01 06:30:00;18;2;8;7;2;1
2019-12-01 06:45:00;21;8;5;10;1;3
2019-12-01 07:00:00;14;5;12;8;0;3
2019-12-01 07:15:00;16;10;10;13;1;0
2019-12-01 07:30:00;25;11;24;17;1;3
2019-12-01 07:45:00;32;21;15;16;2;7
2019-12-01 08:00:00;20;6;16;18;1;5
2019-12-01 08:15:00;18;17;18;39;1;9
2019-12-01 08:30:00;42;17;17;44;2;8
2019-12-01 08:45:00;50;24;31;53;2;7
2019-12-01 09:00:00;61;31;19;38;1;12
2019-12-01 09:15:00;64;50;40;52;3;13
2019-12-01 09:30:00;71;51;44;75;7;19
2019-12-01 09:45:00;84;56;63;73;1;14
2019-12-01 10:00:00;77;45;52;73;6;15
2019-12-01 10:15:00;95;55;50;67;7;13
2019-12-01 10:30:00;99;58;62;60;5;9
2019-12-01 10:45:00;105;60;58;75;9;13
2019-12-01 11:00:00;109;68;63;75;3;15
2019-12-01 11:15:00;116;78;73;101;6;24
2019-12-01 11:30:00;110;66;77;103;10;19
2019-12-01 11:45:00;121;65;74;112;8;18
2019-12-01 12:00:00;107;72;86;114;6;16
2019-12-01 12:15:00;105;75;73;120;12;12
2019-12-01 12:30:00;111;69;79;107;10;12
2019-12-01 12:45:00;98;79;67;94;9;15
2019-12-01 13:00:00;119;74;65;70;9;15
2019-12-01 13:15:00;101;55;70;83;3;13
2019-12-01 13:30:00;108;72;81;99;7;21
2019-12-01 13:45:00;122;76;61;142;8;18
2019-12-01 14:00:00;136;75;82;89;9;17
2019-12-01 14:15:00;132;78;83;91;8;19
2019-12-01 14:30:00;115;77;90;108;13;16
2019-12-01 14:45:00;102;56;86;97;6;33
2019-12-01 15:00:00;133;77;86;80;9;18
2019-12-01 15:15:00;136;86;80;104;2;19
2019-12-01 15:30:00;122;78;82;105;9;20
2019-12-01 15:45:00;117;79;70;109;7;16
2019-12-01 16:00:00;110;74;74;91;10;16
2019-12-01 16:15:00;120;88;79;87;11;15
2019-12-01 16:30:00;126;87;134;130;17;15
2019-12-01 16:45:00;150;95;97;133;15;36
2019-12-01 17:00:00;121;84;83;117;12;14
2019-12-01 17:15:00;129;67;74;109;7;31
2019-12-01 17:30:00;107;87;72;102;6;24
2019-12-01 17:45:00;125;78;82;123;7;17
2019-12-01 18:00:00;120;78;65;78;6;17
2019-12-01 18:15:00;86;59;61;93;10;18
2019-12-01 18:30:00;114;72;29;127;11;13
2019-12-01 18:45:00;95;59;18;110;13;17
2019-12-01 19:00:00;108;65;65;89;14;14
2019-12-01 19:15:00;86;59;62;95;9;15
2019-12-01 19:30:00;89;48;47;78;7;11
2019-12-01 19:45:00;84;46;43;67;5;9
2019-12-01 20:00:00;79;49;44;67;4;11
2019-12-01 20:15:00;82;52;43;73;3;18
2019-12-01 20:30:00;85;42;29;73;4;6
2019-12-01 20:45:00;64;34;39;57;6;12
2019-12-01 21:00:00;51;35;35;49;4;7
2019-12-01 21:15:00;62;32;32;42;1;12
2019-12-01 21:30:00;58;26;26;38;6;13
2019-12-01 21:45:00;49;22;21;34;3;6
2019-12-01 22:00:00;49;23;12;34;3;7
2019-12-01 22:15:00;43;19;21;31;3;8
2019-12-01 22:30:00;30;18;15;22;3;3
2019-12-01 22:45:00;21;11;11;17;1;8
2019-12-01 23:00:00;26;16;14;22;3;4
2019-12-01 23:15:00;30;2;6;26;1;7
2019-12-01 23:30:00;19;10;8;9;2;3
2019-12-01 23:45:00;10;2;8;10;0;0
