DATUM;1(DA1);2(DA2);3(DA3);4(DA4);5(DB1);6(DB2);7(DC1);8(DC2);9(TAFGA);10(TAFGC);11(TAFBA);12(TAFBB);13(TAFBC)
2020-07-31 00:00:00;26;6;6;1;0;0;0;22;0;0;0;0;0
2020-07-31 00:15:00;12;8;8;4;0;0;0;28;0;0;0;0;0
2020-07-31 00:30:00;20;4;4;0;1;0;2;23;0;0;0;0;0
2020-07-31 00:45:00;13;1;3;2;0;0;1;12;0;0;0;0;0
2020-07-31 01:00:00;8;4;5;3;0;0;0;17;0;0;0;0;0
2020-07-31 01:15:00;11;4;2;2;0;0;0;14;0;0;0;0;0
2020-07-31 01:30:00;16;4;4;1;2;1;0;15;0;0;0;0;0
2020-07-31 01:45:00;12;10;10;7;1;0;2;12;0;0;0;0;0
2020-07-31 02:00:00;10;4;3;2;0;0;0;8;0;0;0;0;0
2020-07-31 02:15:00;9;3;7;3;0;0;0;12;0;0;0;0;0
2020-07-31 02:30:00;7;2;1;0;0;0;0;4;0;0;0;0;0
2020-07-31 02:45:00;7;4;5;1;0;0;0;6;0;0;0;0;0
2020-07-31 03:00:00;11;4;4;3;1;0;0;6;0;0;0;0;0
2020-07-31 03:15:00;4;2;2;1;1;1;0;1;0;0;0;0;0
2020-07-31 03:30:00;5;4;6;5;1;1;0;6;0;0;0;0;0
2020-07-31 03:45:00;7;7;8;3;1;0;2;10;0;0;0;0;0
2020-07-31 04:00:00;13;3;5;5;0;0;0;12;0;0;0;0;0
2020-07-31 04:15:00;8;1;3;1;1;1;0;5;0;0;0;0;0
2020-07-31 04:30:00;15;5;7;3;0;0;1;10;0;0;0;0;0
2020-07-31 04:45:00;16;6;5;4;1;1;1;10;0;0;0;0;0
2020-07-31 05:00:00;19;6;8;3;3;4;4;18;0;0;0;0;0
2020-07-31 05:15:00;40;15;15;14;10;8;7;46;0;0;0;0;0
2020-07-31 05:30:00;54;11;15;6;9;8;12;68;0;0;0;0;0
2020-07-31 05:45:00;50;10;25;4;3;4;10;91;0;0;0;0;0
2020-07-31 06:00:00;69;8;19;4;7;6;5;73;0;0;0;0;0
2020-07-31 06:15:00;71;11;18;5;5;6;7;85;0;0;0;0;0
2020-07-31 06:30:00;93;12;17;5;6;6;11;131;0;0;0;0;0
2020-07-31 06:45:00;91;18;21;12;5;9;7;120;0;1;0;0;0
2020-07-31 07:00:00;98;15;17;10;8;13;13;103;1;0;0;0;0
2020-07-31 07:15:00;138;26;25;21;15;16;14;143;0;2;0;0;0
2020-07-31 07:30:00;132;22;29;25;20;19;24;152;0;2;0;0;0
2020-07-31 07:45:00;138;28;25;20;28;26;17;138;0;3;0;0;0
2020-07-31 08:00:00;131;23;26;23;26;28;24;132;2;1;0;0;0
2020-07-31 08:15:00;120;17;22;14;32;35;14;140;3;2;0;0;0
2020-07-31 08:30:00;141;21;28;21;26;27;16;159;4;3;0;0;0
2020-07-31 08:45:00;155;27;34;26;28;23;26;168;0;1;0;0;0
2020-07-31 09:00:00;137;18;17;13;36;39;23;151;3;1;0;0;0
2020-07-31 09:15:00;133;23;32;24;32;32;19;174;0;0;0;0;0
2020-07-31 09:30:00;132;37;32;25;35;35;19;194;4;1;0;0;0
2020-07-31 09:45:00;166;22;29;23;32;42;22;171;3;4;0;0;0
2020-07-31 10:00:00;160;25;28;26;43;38;25;188;2;2;0;0;0
2020-07-31 10:15:00;160;25;31;25;39;38;21;206;6;3;0;0;0
2020-07-31 10:30:00;165;17;19;15;27;27;19;175;3;0;0;0;0
2020-07-31 10:45:00;188;28;29;27;44;41;26;228;4;3;0;0;0
2020-07-31 11:00:00;171;20;27;22;43;32;12;166;2;0;0;0;0
2020-07-31 11:15:00;198;20;28;20;46;38;16;171;2;0;0;0;0
2020-07-31 11:30:00;198;22;23;19;37;38;19;188;2;4;0;0;0
2020-07-31 11:45:00;161;23;29;23;10;30;22;198;5;1;0;0;0
2020-07-31 12:00:00;186;18;24;19;3;33;21;182;0;1;0;0;0
2020-07-31 12:15:00;215;19;22;16;22;67;21;200;2;3;0;0;0
2020-07-31 12:30:00;180;14;16;11;30;32;20;221;1;0;0;0;0
2020-07-31 12:45:00;156;26;24;21;22;25;24;167;3;1;0;0;0
2020-07-31 13:00:00;186;19;23;16;33;34;23;176;0;0;0;0;0
2020-07-31 13:15:00;158;21;28;20;30;33;23;215;1;3;0;0;0
2020-07-31 13:30:00;179;16;25;17;32;31;31;225;3;2;0;0;0
2020-07-31 13:45:00;166;28;30;27;47;53;13;203;2;1;0;0;0
2020-07-31 14:00:00;184;24;27;19;32;34;17;218;0;3;0;0;0
2020-07-31 14:15:00;163;26;34;28;27;29;18;192;2;1;0;0;0
2020-07-31 14:30:00;205;14;22;16;21;35;13;181;2;7;0;0;0
2020-07-31 14:45:00;171;16;20;11;32;32;14;179;3;1;0;0;0
2020-07-31 15:00:00;189;19;22;17;26;28;16;190;5;0;0;0;0
2020-07-31 15:15:00;171;18;22;14;32;37;26;183;4;0;0;0;0
2020-07-31 15:30:00;178;22;24;15;25;27;12;188;1;3;0;0;0
2020-07-31 15:45:00;158;20;20;16;13;15;12;168;2;0;0;0;0
2020-07-31 16:00:00;194;14;18;7;25;28;9;212;3;0;0;0;0
2020-07-31 16:15:00;149;15;15;14;17;17;17;147;0;1;0;0;0
2020-07-31 16:30:00;149;22;21;17;32;29;22;189;3;0;0;0;0
2020-07-31 16:45:00;173;11;14;9;19;26;9;170;2;1;0;0;0
2020-07-31 17:00:00;178;18;22;15;28;29;17;202;2;0;0;0;0
2020-07-31 17:15:00;135;19;19;13;28;26;12;182;0;2;0;0;0
2020-07-31 17:30:00;159;15;18;13;24;26;10;148;0;0;0;0;0
2020-07-31 17:45:00;141;19;25;19;22;26;11;192;3;0;0;0;0
2020-07-31 18:00:00;167;18;16;12;33;37;11;168;0;1;0;0;0
2020-07-31 18:15:00;152;21;20;10;13;15;11;153;3;0;0;0;0
2020-07-31 18:30:00;158;18;21;5;16;20;14;158;1;1;0;0;0
2020-07-31 18:45:00;141;14;14;9;19;25;7;131;1;0;0;0;0
2020-07-31 19:00:00;138;15;23;10;20;19;6;131;2;1;0;0;0
2020-07-31 19:15:00;155;17;20;11;12;12;8;144;0;0;0;0;0
2020-07-31 19:30:00;137;9;14;7;15;14;9;128;0;0;0;0;0
2020-07-31 19:45:00;148;14;18;10;11;12;8;104;4;0;0;0;0
2020-07-31 20:00:00;146;11;14;8;12;12;8;131;4;0;0;0;0
2020-07-31 20:15:00;123;17;19;6;6;6;6;92;0;2;0;0;0
2020-07-31 20:30:00;89;19;25;7;14;16;5;75;0;0;0;0;0
2020-07-31 20:45:00;88;24;33;14;5;5;6;86;0;0;0;0;0
2020-07-31 21:00:00;60;17;21;10;21;24;7;76;0;0;0;0;0
2020-07-31 21:15:00;100;17;30;13;11;13;5;113;0;0;0;0;0
2020-07-31 21:30:00;92;14;18;4;6;6;2;90;0;0;0;0;0
2020-07-31 21:45:00;92;17;30;10;4;5;3;78;0;0;0;0;0
2020-07-31 22:00:00;67;3;13;5;5;6;4;62;0;0;0;0;0
2020-07-31 22:15:00;71;7;18;9;4;8;10;90;0;1;0;0;0
2020-07-31 22:30:00;63;6;14;4;4;2;1;80;0;0;0;0;0
2020-07-31 22:45:00;57;9;14;7;5;5;8;84;0;0;0;0;0
2020-07-31 23:00:00;48;8;14;5;1;2;7;87;0;0;0;0;0
2020-07-31 23:15:00;53;11;16;9;1;1;2;71;0;0;0;0;0
2020-07-31 23:30:00;39;1;8;1;1;1;4;52;0;0;0;0;0
2020-07-31 23:45:00;45;15;25;9;2;1;1;61;0;0;0;0;0
