DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(TAA);6(TAFBA)
2019-11-06 00:00:00;16;6;13;10;0;0
2019-11-06 00:15:00;8;6;11;8;0;0
2019-11-06 00:30:00;4;2;12;7;0;0
2019-11-06 00:45:00;5;3;11;4;0;0
2019-11-06 01:00:00;8;3;9;4;0;0
2019-11-06 01:15:00;6;6;11;9;0;0
2019-11-06 01:30:00;11;7;15;8;0;0
2019-11-06 01:45:00;10;8;8;4;0;0
2019-11-06 02:00:00;10;8;5;2;0;0
2019-11-06 02:15:00;7;3;2;0;0;0
2019-11-06 02:30:00;8;2;4;6;0;0
2019-11-06 02:45:00;14;9;6;3;0;0
2019-11-06 03:00:00;2;0;7;5;0;0
2019-11-06 03:15:00;6;7;7;9;0;0
2019-11-06 03:30:00;11;4;12;5;0;0
2019-11-06 03:45:00;7;5;17;7;0;0
2019-11-06 04:00:00;13;9;7;7;0;0
2019-11-06 04:15:00;14;8;14;5;0;0
2019-11-06 04:30:00;17;9;32;10;0;0
2019-11-06 04:45:00;22;8;53;27;0;0
2019-11-06 05:00:00;33;19;99;89;0;0
2019-11-06 05:15:00;34;33;151;157;0;0
2019-11-06 05:30:00;50;67;161;176;0;0
2019-11-06 05:45:00;88;126;146;175;0;0
2019-11-06 06:00:00;138;152;145;163;0;0
2019-11-06 06:15:00;103;110;169;174;0;0
2019-11-06 06:30:00;80;99;121;153;1;2
2019-11-06 06:45:00;89;114;127;134;3;0
2019-11-06 07:00:00;84;77;141;142;12;0
2019-11-06 07:15:00;89;102;93;114;5;0
2019-11-06 07:30:00;90;100;75;97;16;0
2019-11-06 07:45:00;91;111;70;106;8;1
2019-11-06 08:00:00;90;99;89;106;5;0
2019-11-06 08:15:00;84;83;112;132;3;1
2019-11-06 08:30:00;89;105;120;164;15;1
2019-11-06 08:45:00;110;97;116;135;0;0
2019-11-06 09:00:00;88;94;106;121;11;0
2019-11-06 09:15:00;96;123;120;116;30;11
2019-11-06 09:30:00;95;111;104;117;9;0
2019-11-06 09:45:00;92;98;114;126;7;0
2019-11-06 10:00:00;98;113;111;111;13;0
2019-11-06 10:15:00;95;91;116;117;8;0
2019-11-06 10:30:00;114;107;105;101;14;6
2019-11-06 10:45:00;105;124;99;103;9;3
2019-11-06 11:00:00;106;117;103;100;8;0
2019-11-06 11:15:00;103;116;97;93;33;2
2019-11-06 11:30:00;110;146;104;109;9;5
2019-11-06 11:45:00;114;123;119;116;15;0
2019-11-06 12:00:00;116;150;112;100;14;5
2019-11-06 12:15:00;103;125;95;99;3;1
2019-11-06 12:30:00;129;152;105;96;24;0
2019-11-06 12:45:00;106;148;114;117;10;0
2019-11-06 13:00:00;114;137;120;118;10;0
2019-11-06 13:15:00;118;136;135;155;32;1
2019-11-06 13:30:00;128;153;147;157;18;4
2019-11-06 13:45:00;135;155;122;134;13;0
2019-11-06 14:00:00;158;170;113;112;10;2
2019-11-06 14:15:00;219;232;106;101;5;0
2019-11-06 14:30:00;177;190;90;104;10;0
2019-11-06 14:45:00;169;220;108;113;12;1
2019-11-06 15:00:00;141;186;87;81;6;3
2019-11-06 15:15:00;203;235;102;106;27;0
2019-11-06 15:30:00;157;193;85;104;12;0
2019-11-06 15:45:00;198;236;124;132;7;0
2019-11-06 16:00:00;154;211;109;101;12;0
2019-11-06 16:15:00;165;221;119;116;24;2
2019-11-06 16:30:00;172;208;105;113;12;0
2019-11-06 16:45:00;171;222;111;116;59;0
2019-11-06 17:00:00;168;188;93;96;1;0
2019-11-06 17:15:00;162;195;124;138;30;1
2019-11-06 17:30:00;146;161;103;97;8;4
2019-11-06 17:45:00;130;168;104;104;3;0
2019-11-06 18:00:00;155;182;106;113;8;1
2019-11-06 18:15:00;129;161;107;90;18;0
2019-11-06 18:30:00;120;140;84;71;3;2
2019-11-06 18:45:00;86;97;82;75;0;0
2019-11-06 19:00:00;75;96;72;63;4;0
2019-11-06 19:15:00;110;113;78;89;2;0
2019-11-06 19:30:00;82;64;50;56;0;0
2019-11-06 19:45:00;60;62;59;50;2;0
2019-11-06 20:00:00;66;58;58;44;0;0
2019-11-06 20:15:00;57;56;58;53;0;1
2019-11-06 20:30:00;47;46;60;34;0;0
2019-11-06 20:45:00;57;49;55;52;0;0
2019-11-06 21:00:00;58;44;104;88;1;1
2019-11-06 21:15:00;51;43;87;78;4;0
2019-11-06 21:30:00;48;62;61;51;0;0
2019-11-06 21:45:00;90;125;46;38;3;0
2019-11-06 22:00:00;134;149;46;32;0;0
2019-11-06 22:15:00;80;82;39;26;0;0
2019-11-06 22:30:00;48;41;31;39;11;13
2019-11-06 22:45:00;35;24;34;24;0;0
2019-11-06 23:00:00;25;22;24;17;0;0
2019-11-06 23:15:00;18;16;23;14;0;0
2019-11-06 23:30:00;14;13;20;7;0;0
2019-11-06 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
