DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(TAFGA);9(TAFGC)
2020-05-23 00:00:00;4;8;10;3;1;1;15;0;0
2020-05-23 00:15:00;3;11;14;3;1;0;7;0;0
2020-05-23 00:30:00;5;6;14;3;2;1;11;0;0
2020-05-23 00:45:00;2;9;11;2;0;1;12;0;0
2020-05-23 01:00:00;2;4;6;2;2;1;5;0;0
2020-05-23 01:15:00;11;8;12;5;1;1;9;0;0
2020-05-23 01:30:00;4;4;10;0;0;0;9;0;0
2020-05-23 01:45:00;5;5;8;3;0;0;5;0;0
2020-05-23 02:00:00;2;3;3;0;0;0;3;0;0
2020-05-23 02:15:00;0;2;4;1;1;1;7;3;0
2020-05-23 02:30:00;0;5;4;0;0;0;2;0;0
2020-05-23 02:45:00;1;2;3;0;0;0;7;0;0
2020-05-23 03:00:00;0;2;3;4;0;0;3;0;0
2020-05-23 03:15:00;0;2;2;2;2;1;2;0;0
2020-05-23 03:30:00;5;8;9;1;1;1;2;0;0
2020-05-23 03:45:00;1;0;1;0;0;1;2;0;0
2020-05-23 04:00:00;0;0;1;0;0;0;3;0;0
2020-05-23 04:15:00;1;0;2;0;1;1;2;0;0
2020-05-23 04:30:00;2;2;3;1;0;0;3;0;0
2020-05-23 04:45:00;3;4;5;0;0;0;1;0;0
2020-05-23 05:00:00;3;4;6;0;0;0;2;0;0
2020-05-23 05:15:00;2;3;5;2;0;1;5;0;0
2020-05-23 05:30:00;3;3;6;4;1;0;12;0;0
2020-05-23 05:45:00;7;7;12;0;0;0;16;0;0
2020-05-23 06:00:00;4;4;11;3;0;0;6;0;0
2020-05-23 06:15:00;6;2;10;2;0;1;16;0;0
2020-05-23 06:30:00;5;8;14;2;0;2;13;0;0
2020-05-23 06:45:00;11;6;12;2;0;0;14;0;0
2020-05-23 07:00:00;7;7;19;1;1;0;12;0;0
2020-05-23 07:15:00;10;10;15;6;4;0;11;0;1
2020-05-23 07:30:00;14;14;29;5;2;0;28;0;2
2020-05-23 07:45:00;8;9;19;4;2;0;16;0;0
